gene1,gene2
ESR1,BARD1
ESR1,NCOA6
ESR1,NRF1
ESR1,PTMA
ESR1,MMS19
ESR1,NCOA2
ESR1,SAFB2
ESR1,ASPA
ESR1,SMG5
ESR1,HSPB1
ESR1,TUBA1B
ESR1,IL10
ESR1,ATAD2
ESR1,BLM
ESR1,CRHBP
ESR1,HSPA4
ESR1,UTP18
ESR1,PTGES3
ESR1,PRPF6
ESR1,FBLN1
ESR1,SLCO2B1
ESR1,MID1
ESR1,MED24
ESR1,NUDT19
ESR1,ITGB3BP
ESR1,GPSM2
ESR1,CALM1
ESR1,MEP1B
ESR1,LTF
ESR1,KCNH7
ESR1,C1orf74
HDAC6,TARDBP
ARF1,MDM4
ARF1,NPM1
ARF1,WBP11
MYO10,EGR2
MYO10,EGR3
HK3,BAX
HKDC1,BAX
EXOC2,RALA
EXOC2,EXOC4
RALA,RALBP1
DYNLL1,EGR2
DYNLL1,EGR3
DYNLL1,NRF1
DYNLL1,ZMYND11
DYNLL1,TUBA1B
DCTN2,EGR2
DCTN2,EGR3
DCTN2,TUBA1B
DCTN4,HSF2
DCTN4,TUBA1B
SERPING1,C1R
FCGR3B,NFYA
LAMB4,ITGA6
LAMA2,ITGA6
LAMA4,ITGA6
LAMA4,BRD7
CFI,C3
MRC1,IL10
MRC2,IL10
CLEC4M,IL10
TERT,ETV4
TERT,RUVBL2
TERT,XRCC6
ATP6V1F,EGR2
ATP6V1F,EGR3
ETS2,CD163
ETS2,VWF
ETS2,CD4
ETS2,CD34
IRF3,CCL2
IGF2,GPC3
IGF2,EGR2
IGF2,EGR3
IGF2,PLAG1
IGF2,SUZ12
CKS1B,NFYC
CKS1B,SKP2
CKS2,SKP2
NFE2L2,ZIC2
NFE2L2,HMOX1
NFE2L2,NQO1
NFE2L2,EIF2AK1
NFE2L2,CFTR
NFE2L2,HBB
NFE2L2,PMF1
NFE2L2,COPS7A
CAMK1,EGR2
CAMK1,EGR3
MECOM,SMARCA4
ARID1A,SMARCA4
SMARCC1,SMARCD3
SMARCC1,ARID2
SMARCC2,BAZ1B
SMARCC2,ARID2
SMARCC2,ITSN1
SMARCA2,ACTL6B
SMARCA2,ACTL6A
SMARCA2,ARID2
SMARCA2,PRPF6
SMARCA4,ACTL6A
SMARCA4,ZMYND11
SMARCA4,ARID2
PHF10,SETDB1
PHF10,UTP14A
ACTL6B,NFYC
ACTL6A,TRRAP
SMARCD1,ATF5
SMARCD1,FEZ1
SMARCD1,LDOC1
SMARCD2,EGR2
SMARCD2,EGR3
SMARCD3,NR1H4
SMARCD3,ZIC2
SMARCE1,BAZ1B
SMARCE1,NCOA2
SMARCE1,ARID2
ABL2,BTF3
AATF,TSG101
AATF,POLR2J
AATF,BAX
AATF,LDOC1
ATF5,NPM1
ATF5,SND1
ATF5,JDP2
ATF5,KAT7
ATF5,SAFB2
ATF5,HNRNPA2B1
ATF5,CEP55
ATF5,PFDN6
ATF5,ENOPH1
ATF5,ADK
ATF5,ADRA1B
ATF5,HNRNPU
ATF5,LIG3
ATF5,RUSC1
ATF5,PHACTR3
ATF5,RNF44
ATF5,ONECUT2
ATF5,LOX
ATF5,FGF13
ATF5,PCDH9
ATF5,KLF13
ATF5,KCNN2
ATF5,UCK2
ATF5,STAMBP
ATF5,NUDT3
ATF5,KRTCAP2
ATF5,CIRBP-AS1
ATF5,ACBD4
ATF5,CDKL5
ATF5,DNAJC7
ATF5,COPA
ATF5,TSPYL1
ATF5,RAD51C
ATF5,HHIP
ATF5,FBXO4
ATF5,CENPE
ATF5,ZWILCH
ATF5,PEX5
ATF5,LPP
ATF5,DNAJC9
ATF5,KLHL12
ATF5,ZNF746
ATF5,ZNF711
ATF5,TAPT1
ATF5,TAF2
ATF5,SLC5A7
ATF5,RPS27
ATF5,NEDD1
ATF5,MCAM
ATF5,IGF2BP2
ATF5,GGNBP2
BARD1,KAT7
BARD1,MDC1
BARD1,MSH2
BARD1,FEZ1
BDP1,POLR3F
BRD7,PTPN13
BRD7,RPLP1
BRD7,PAFAH1B3
CLOCK,CSNK1D
DACH1,UBE2I
DNMT3A,EZH2
DNMT3A,SETDB1
DNMT3A,SUV39H1
DNMT3A,UBE2I
DNMT3A,CBX1
DR1,NR2C2
DR1,PTGS2
DR1,POLE3
EGR2,MAZ
EGR2,ARID4B
EGR2,DDX20
EGR2,MATR3
EGR2,RBBP7
EGR2,PGP
EGR2,FAS
EGR2,PTGS2
EGR2,KIF2C
EGR2,F3
EGR2,SOCS2
EGR2,AGAP3
EGR2,ZSWIM6
EGR2,TLCD1
EGR2,THOC6
EGR2,TDRKH
EGR2,RNASEH2A
EGR2,PRR14L
EGR2,PABPC1
EGR2,NDUFA4L2
EGR2,MORC2
EGR2,LRRC42
EGR2,FAM83H
EGR2,ANKH
EGR2,BROX
EGR2,SLC25A39
EGR2,SORT1
EGR2,XPR1
EGR2,TRMT112
EGR2,MTCH1
EGR2,MID1
EGR2,CSNK1G1
EGR2,USP1
EGR2,KCNN2
EGR2,CKAP5
EGR2,STAMBP
EGR2,SPNS1
EGR2,SFT2D2
EGR2,PABPC4
EGR2,EIF3B
EGR2,PTPN3
EGR2,LSM2
EGR2,PPOX
EGR2,UBE2Z
EGR2,SF3B4
EGR2,PRPF3
EGR2,PRKAR2B
EGR2,PAFAH1B3
EGR2,NTN4
EGR2,NKIRAS2
EGR2,MRPL34
EGR2,MASTL
EGR2,ERGIC3
EGR2,CYP39A1
EGR2,COLEC12
EGR2,CEP70
EGR2,CDYL
EGR2,CCDC124
EGR2,C12orf75
EGR2,AP1S1
EGR2,AGAP1
EGR3,MAZ
EGR3,PURA
EGR3,TAF5
EGR3,ARID4B
EGR3,CBX3
EGR3,EZH1
EGR3,KAT7
EGR3,KDM5B
EGR3,MATR3
EGR3,MLLT6
EGR3,NR2C2
EGR3,RBBP7
EGR3,CHKA
EGR3,PGP
EGR3,KIF2C
EGR3,SOCS2
EGR3,DCAF11
EGR3,UBAP2L
EGR3,RANBP1
EGR3,AGAP3
EGR3,ZSWIM6
EGR3,USP39
EGR3,TLCD1
EGR3,THOC6
EGR3,TDRKH
EGR3,SNX27
EGR3,RNASEH2A
EGR3,PRR14L
EGR3,PABPC1
EGR3,NSF
EGR3,NDUFA4L2
EGR3,MORC2
EGR3,LRRC42
EGR3,HNRNPU
EGR3,FAM83H
EGR3,FAM20B
EGR3,BROX
EGR3,SORT1
EGR3,PITPNM3
EGR3,XPR1
EGR3,MTCH1
EGR3,MID1
EGR3,CSNK1G1
EGR3,KCNN2
EGR3,HNRNPL
EGR3,CKAP5
EGR3,ZSWIM5
EGR3,ZNF706
EGR3,USP43
EGR3,STAMBP
EGR3,SPNS1
EGR3,SNX30
EGR3,SFT2D2
EGR3,DNAJC14
EGR3,CALM1
EGR3,AHCTF1
EGR3,PTPN3
EGR3,LSM2
EGR3,PPOX
EGR3,UBE2Z
EGR3,THOC2
EGR3,SPINT2
EGR3,SF3B4
EGR3,PRPF3
EGR3,PRKAR2B
EGR3,PAFAH1B3
EGR3,NTN4
EGR3,NKIRAS2
EGR3,MRPL34
EGR3,MASTL
EGR3,LYVE1
EGR3,IFFO1
EGR3,FSD1L
EGR3,FREM2
EGR3,FKBP1A
EGR3,ERGIC3
EGR3,CYP39A1
EGR3,COLEC12
EGR3,CEP70
EGR3,CDYL
EGR3,CCDC124
EGR3,CAMSAP2
EGR3,C12orf75
EGR3,AP1S1
EGR3,AGAP1
ETV4,NR3C2
ETV4,TNF
ETV4,MMP9
ETV4,PTGS2
ETV4,PCSK6
ETV4,LOX
ETV4,BCHE
ETV4,OAS2
ETV4,MMP12
ETV4,MEP1B
ETV4,GJB2
ETV4,F9
ETV4,CETP
ETV4,APOH
EZH2,SUZ12
EZH2,ZMYND11
EZH2,ADAMTS1
EZH2,AXL
EZH2,KPNB1
EZH2,RPLP0
FOSB,TAF4
FOSB,ZFP36
FOSB,BRD8
FOSB,KAT7
FOSB,RBBP7
FOSB,TCEA2
FOSB,SERPINE1
FOSB,STK3
FOSB,MMP9
FOSB,MDC1
FOSB,ASAP2
FOSB,PCSK6
FOSB,F3
FOSB,TFPI2
FOSB,EFTUD2
FOSB,NUAK1
FOSB,CSRNP1
FOSB,CLIC1
FOSB,ADRA1B
FOSB,FAM83H
FOSB,FAF1
FOSB,STOML2
FOSB,SEMA3F
FOSB,S100A8
FOSB,KCNN3
FOSB,AQP1
FOSB,MAP2
FOSB,KCNMB2
FOSB,ANK3
FOSB,KIF14
FOSB,KCNN2
FOSB,TPD52L2
FOSB,SRXN1
FOSB,SRPK2
FOSB,QSER1
FOSB,PTH1R
FOSB,PSMG3
FOSB,PCDHGA4
FOSB,FTL
FOSB,DUS4L
FOSB,C6orf62
FOSB,ZNF532
FOSB,TSPAN1
FOSB,TPPP2
FOSB,SPRR1A
FOSB,SLC34A2
FOSB,RPP40
FOSB,PRSS53
FOSB,PRKAR2A
FOSB,MICAL2
FOSB,GABARAPL1
FOSB,CXCL14
FOSB,CHST4
FOSB,ANXA3
FOSB,ANXA10
FUBP1,PUF60
HDGF,FAS
HLTF,HERC2
HLTF,EEF1G
HMGA1,RNF4
HMGA1,PTGS2
HMGA1,IL1B
HMGA1,SLC2A3
HMGB2,TNF
HMGB2,SET
HSF2,KNTC1
HSF2,NR2C2
HSF2,SUCLG2
HSF2,MDC1
HSF2,HSPA4
HSF2,HNRNPA1
HSF2,PTGES3
HSF2,KIN
HSF2,ZMAT2
HSF2,SNRNP40
HSF2,CCT3
HSF2,YEATS2
HSF2,TRMT12
HSF2,ST3GAL6
HSF2,SMG8
HSF2,NUTF2
HSF2,NOSIP
HSF2,NCAPD2
HSF2,KRTAP13-1
HSF2,GDI1
HSF2,CCT4
HSF2,BMPR1B
HSF2,ATOH8
HSF2,A2MP1
HSF2,UBE2I
HSF2,NCAPG
ILF2,ILF3
ILF2,EEF1G
ILF3,BIRC5
ILF3,NDRG1
ILF3,DHX9
ILF3,XPO5
MAZ,TSG101
MAZ,MMP9
MAZ,CD4
MCM2,KAT7
MCM2,MCM3
MCM2,RPS4X
NFYA,PA2G4
NFYA,PTMA
NFYA,SUZ12
NFYA,TCF19
NFYA,MCM3
NFYA,RAD54B
NFYA,GLUL
NFYA,CHKA
NFYA,SUOX
NFYA,XPO1
NFYA,MDC1
NFYA,ATAD2
NFYA,AURKA
NFYA,ECT2
NFYA,TTK
NFYA,UBE2S
NFYA,KPNB1
NFYA,RPLP0
NFYA,HERC2
NFYA,HSPA4
NFYA,PTBP1
NFYA,TRIM22
NFYA,SLC13A4
NFYA,CHP1
NFYA,CENPF
NFYA,CASP2
NFYA,TATDN2
NFYA,ENOPH1
NFYA,EIF3F
NFYA,EIF2S3
NFYA,DCK
NFYA,CENPM
NFYA,ADK
NFYA,MSH6
NFYA,DTL
NFYA,ZNF189
NFYA,PEAK1
NFYA,TOMM40L
NFYA,SORT1
NFYA,ACLY
NFYA,TMEM53
NFYA,MED24
NFYA,SYT13
NFYA,MUC6
NFYA,MRPL49
NFYA,LRRC4C
NFYA,FLAD1
NFYA,DEPDC1B
NFYA,VRK1
NFYA,VBP1
NFYA,TROAP
NFYA,TRIM11
NFYA,TPX2
NFYA,TPSAB1
NFYA,TMEM9
NFYA,TMEM45A
NFYA,TERF1
NFYA,SUPV3L1
NFYA,SUN2
NFYA,SNRPF
NFYA,SLC26A2
NFYA,RPS2
NFYA,RPL18
NFYA,RPL14
NFYA,RCN2
NFYA,RCL1
NFYA,RBP5
NFYA,RAB4B
NFYA,PSMG4
NFYA,PRPF31
NFYA,PPWD1
NFYA,PMF1
NFYA,PHF20
NFYA,PABPN1
NFYA,NUSAP1
NFYA,NEU1
NFYA,MZT1
NFYA,MND1
NFYA,KCNN2
NFYA,IMMP1L
NFYA,HNRNPL
NFYA,HNRNPC
NFYA,HIGD1A
NFYA,GPANK1
NFYA,GGCT
NFYA,GDF2
NFYA,GBAP1
NFYA,ETFDH
NFYA,EFCAB11
NFYA,DLGAP5
NFYA,DDX50
NFYA,CKAP2L
NFYA,CENPK
NFYA,CCDC117
NFYA,CALU
NFYA,BEST1
NFYA,ARRDC4
NFYA,ARMC6
NFYA,ARMC1
NFYA,ARHGAP11A
NFYC,PA2G4
NFYC,FAS
NFYC,STARD7
NFYC,AURKA
NFYC,RRM2
NFYC,TTK
NFYC,UBE2S
NFYC,KPNB1
NFYC,HERC2
NFYC,HBB
NFYC,OGG1
NFYC,DCAF11
NFYC,USP21
NFYC,SLC7A8
NFYC,PRDM10
NFYC,PRCP
NFYC,PHF6
NFYC,NUP37
NFYC,COPZ1
NFYC,CHP1
NFYC,CENPF
NFYC,CASP2
NFYC,CAND1
NFYC,ENOPH1
NFYC,MSH6
NFYC,PEAK1
NFYC,NIF3L1
NFYC,ZC2HC1C
NFYC,SYT13
NFYC,SLBP
NFYC,RMST
NFYC,RMI2
NFYC,PSMD4
NFYC,MUC6
NFYC,MRPL49
NFYC,LRRC4C
NFYC,GOLPH3L
NFYC,GGH
NFYC,FLAD1
NFYC,DEPDC1B
NFYC,CDCA3
NFYC,CCDC149
NFYC,ANK3
NPM1,TCERG1
NPM1,XPO1
NPM1,NCL
NPM1,NOP2
NR1H4,ABCB4
NR1H4,SLCO1B3
NR3C2,HSPA4
NR3C2,PTGES3
NR3C2,FXYD2
NRF1,NQO1
NRF1,IDE
PLAG1,KPNA2
PTMA,KPNB1
PTMA,IDO2
PTMA,KPNA2
PTMA,SET
PTMA,VIPR1
PTMA,NUTF2
PTTG1,XRCC6
PTTG1,RPS10
PURA,FAS
PURA,CDK5
RFX5,RFXANK
TAF4,CBX3
TAF4,TAF2
TAF5,CPSF1
TAF5,TAF2
TRIM16,SETDB1
TSG101,TTF2
TSG101,SNF8
TSG101,CEP55
TSG101,PPFIBP2
TSG101,SCAMP3
TSG101,VPS37C
TTF2,MATR3
TTF2,HNRNPA2B1
TTF2,HNRNPA1
TTF2,KIF4A
TTF2,TACC3
UHRF1,TOP2A
ZIC2,POLR3F
ZIC2,SSRP1
ZIC2,ADAMTS1
ZIC2,SLC13A4
ZIC2,THOC6
ZIC2,NDUFA4L2
ZIC2,KDM6A
ZIC2,ZNF189
ZIC2,UBE2A
ZIC2,TPD52L1
ZIC2,PPFIBP2
ZIC2,LRG1
ZIC2,HPX
ZIC2,ENSA
ZIC2,DHX30
ZIC2,COL4A4
ZIC2,BUB3
ZNF143,BUB1B
ANKZF1,AURKB
ANKZF1,CA2
ARID4B,SAP130
BRD8,TRRAP
CBX3,CBX1
CITED2,LHX2
CNOT3,CAND1
CNOT3,CNOT1
CNOT4,CNOT1
CNOT4,UBE2D2
COIL,SART3
COIL,KPNA3
COIL,CEP70
CTNNBL1,STAMBP
DDB2,CUL4A
DDB2,CUL4B
DDX20,DHX9
DDX20,SNRPD2
DDX20,SNRPF
DDX20,GEMIN5
DDX20,SNRPE
DNAJC2,HSPA14
EP400,TRRAP
ERCC3,GTF2H4
ERCC3,MNAT1
EZH1,ZMYND11
GTF2IRD1,EXOSC4
HAX1,ABCB4
HAX1,EIF3F
HTATSF1,SUPT4H1
HTATSF1,FEZ1
JDP2,SNW1
KAT7,CEP70
KAT7,SNAPIN
KAT7,RPS10
KNTC1,ZWILCH
MCM3,SUPT16H
MCM3,MCM3AP
MLLT6,UBQLN4
NR2C2,NR2C2AP
PAPOLA,SNRPA
PAPOLA,CPSF3
PBXIP1,UBQLN4
PBXIP1,TSNAX
PDCD11,S100A8
PQBP1,WBP11
PQBP1,TXNL4A
RAD54B,DYRK2
RBBP7,SUV39H1
RBBP7,DHX30
RNPS1,SART3
RNPS1,UBQLN4
RUVBL2,NDRG1
RUVBL2,DPCD
RUVBL2,EXOSC10
SNRPB,DHX9
SNRPB,GEMIN5
SNRPD1,SNRPD2
SNRPD1,GEMIN5
SNW1,PABPN1
SSRP1,DHX9
SSRP1,EXOSC10
SSRP1,NEK9
SUPT16H,NEK9
TAF12,CPSF1
TAF12,TAF2
TARDBP,SETDB1
TARDBP,EXOSC10
TARDBP,NSFL1C
TCEA2,RPA1
TCEA2,CENPT
TCERG1,SETDB1
TCERG1,SF3B2
TCERG1,SF3B4
TCERG1,SF3A3
TCERG1,HNRNPM
TCFL5,TOPBP1
TIMELESS,TIPIN
WBP11,C5orf22
WBP11,MCRS1
XRCC6,ACD
XRCC6,RPLP1
XRCC6,CCT3
XRCC6,PAFAH1B3
XRCC6,CDCA5
ZFP64,SETDB1
ZMYND11,BMPR1A
ZNF581,HNRNPC
ZNF7,RPL7
