"","aHCC-1","aHCC-2","aHCC-3","aHCC-4","aHCC-5","aHCC-6","aHCC-7","aHCC-8","aHCC-9","aHCC-10","aHCC-11","aHCC-12"
"NAMPT",9.033703912,6.737935713,8.527647696,6.008559872,7.629009815,8.188087385,7.958064271,9.436200017,7.730387684,5.988576195,8.442398233,5.879432163
"NAP1L1",8.458590754,9.091388843,8.61362811,9.818915631,9.188828643,9.286291552,8.412384767,10.00125782,8.354081518,10.27571578,8.446699609,9.792090135
"NAT10",9.207643955,9.354457083,9.240767688,10.48100234,9.17997179,9.421403914,8.852157497,9.259962456,9.031239034,9.278481451,9.020625334,9.231232857
"NAT2",4.526401848,4.411583751,8.389518539,5.04345945,7.484313852,5.511074821,5.866606766,8.862835391,8.518254509,4.708893875,6.051611313,4.698528853
"NAT8",9.992264635,7.756513105,7.376829307,8.188087385,8.890614981,10.55137852,6.914710627,9.423015875,9.639465032,7.532726786,8.636962682,9.044575204
"NCAPD2",7.352641785,7.387399606,6.741471521,8.120313773,7.571499635,8.277910899,7.632216533,6.220605975,7.009720881,7.74834726,7.763885398,7.769019922
"NCAPG",7.915252268,6.749466785,5.801396973,8.698693736,4.885395765,9.122577132,8.493514692,5.526052902,5.010720382,6.70458029,8.505463872,7.634831602
"NCAPG2",5.356340924,4.652359629,4.625850928,6.100880217,4.860288889,6.266605271,6.670926575,4.697737542,4.774704994,5.314023025,6.234750762,5.708398461
"NCBP2",7.685174718,8.418693476,8.056302152,9.815516565,7.947345234,7.84777208,8.384411372,7.83451913,7.727590035,8.590039621,7.216711421,7.666104248
"NCL",10.93562786,10.26708439,10.4157311,11.48483417,10.49610767,10.59786088,10.28552624,10.50210444,10.04015089,10.99473085,10.55137852,10.24923615
"NCOA2",5.797985746,4.833811995,4.771760638,5.06999752,4.728473936,4.890597352,4.930266474,4.981830029,5.433730225,5.165126562,4.962183751,4.835855033
"NCOA6",8.669290999,8.743208221,8.642907529,8.84670487,8.284480001,8.466834178,8.98565994,8.117933437,8.449289758,9.71892722,8.533799908,9.221784995
"NCSTN",11.76327093,11.24835858,11.11534821,11.79104214,11.49745602,11.60535626,11.46264286,11.21668043,11.51023027,12.30633688,11.89167065,11.49745602
"NDC80",6.704251112,5.762688526,5.572679398,5.910156564,4.842532382,5.5218908,6.50942307,4.80213779,4.931801247,4.869158016,6.702751225,5.584486718
"NDRG1",9.473412804,8.301154973,8.808900062,9.857186517,8.825390755,7.82737477,8.630553535,8.206410188,8.504120119,10.12239327,7.712085007,9.397483175
"NDRG2",8.712495752,9.311285654,8.185374666,8.72163982,10.25026158,10.22399361,9.774706517,10.03303239,10.18152056,8.487758429,9.618698019,9.363863544
"NDRG3",7.438403674,7.300447117,7.26455203,7.279924509,7.448893312,6.745450891,7.57767724,6.542501079,6.823623913,8.465488285,6.52534353,7.479360733
"NDUFA4L2",7.863862748,6.308805524,6.956525499,7.721019952,7.128945583,7.010783391,7.613020711,6.412661031,6.093785952,9.389047864,6.746641726,7.889255992
"NEDD1",5.4170411,5.237091457,5.288346186,5.550610387,5.708848425,5.9284029,5.772887324,4.815437295,5.314943415,5.858559514,5.326962129,5.678658725
"NEDD4L",9.802859905,8.560500089,7.321790698,8.246482225,7.863521758,11.16366795,8.820698165,7.924986685,8.451001262,8.627669188,8.783621012,10.72251025
"NEK2",8.174845796,6.130072643,5.491853542,5.983476197,4.754699125,7.549360771,7.129322212,4.955462755,4.692507518,5.851265396,7.554294647,5.901747231
"NEK9",4.57710632,4.673819405,4.747498942,4.762505267,4.510483871,4.730741229,4.720603963,4.674094503,4.724530838,4.603043903,4.446947593,4.713381753
"NELFCD",9.459709424,10.98357613,9.469101873,10.61684904,9.031730842,10.08420818,10.43362155,9.329574378,9.870665903,10.22475405,9.640052728,9.746573342
"NEU1",9.221283192,8.800274305,8.54857993,9.628016432,9.108497485,8.361299048,8.504120119,8.779022862,8.562553845,8.817287045,9.110694682,9.605318931
"NFE2L2",9.421904634,9.524865529,8.970571743,9.14279387,9.441710581,9.070657685,9.456704279,9.59628788,9.415890843,9.296775915,9.091855489,8.452312724
"NFRKB",5.342431826,6.057496841,5.789573723,6.707984466,5.581983838,6.095192121,5.73164231,5.876273124,5.726896936,6.466902677,6.256099541,6.320166234
"NFYA",5.647116053,5.637079153,5.670488419,7.160506196,5.566168348,6.938433072,6.328277982,5.869535234,6.250137736,7.458752831,6.714291061,6.490360019
"NFYC",7.813565957,7.957632367,8.158383833,8.583180719,8.124614699,7.032774042,8.711547812,8.207279872,8.065876841,7.868387746,8.33616641,8.430067441
"NGFR",4.59799191,4.801692987,5.119525364,4.496418099,4.861085076,4.556153716,4.409109402,4.568062131,4.827220995,4.539405435,4.575708779,4.459183209
"NHEJ1",4.668201327,4.824662787,4.870210637,4.871052313,4.758429026,5.14044704,4.869837977,4.620694984,4.730364181,4.788923222,4.652485612,4.945002347
"NIF3L1",9.611048679,9.425385234,8.962991628,9.806483202,9.715597252,9.631886703,9.255593469,8.956562697,9.153605771,9.473995748,10.01797362,9.597497343
"NIPAL3",6.489447994,7.042305604,6.914710627,7.35976835,7.152531801,6.203411788,7.023267981,6.322947076,7.210732512,8.059205718,7.185924557,6.610876482
"NIPBL",7.769657723,8.17446766,8.088500136,8.409784981,8.388649109,8.131632405,8.332160708,7.90472099,8.697809402,9.191728446,8.081918317,9.092391323
"NIT2",9.532852891,9.90247544,9.993032968,8.953916029,9.65449513,9.46092105,9.788796659,9.894938283,9.838455007,8.292270749,9.454249868,8.995439156
"NKD2",5.874771113,5.161004559,6.772960901,6.766896516,8.774813708,6.25583729,7.352028843,6.386054039,6.972373342,11.46085948,6.138824285,6.852276521
"NKIRAS2",6.946818791,7.405762643,6.952384906,7.475350703,6.428267756,6.73048392,7.164377069,6.155379564,6.242497681,7.038283553,6.767562751,7.827047112
"NME1",12.21980725,11.46432707,10.56745262,13.12339608,11.54721852,12.86449116,12.28832837,11.16503444,10.88760078,11.54562939,12.27170126,11.99909837
"NMRK1",7.258161611,7.100527589,7.418478359,5.971866138,7.330704693,6.667005709,7.050704136,8.336612188,7.341544159,6.921775886,7.426850438,7.206704138
"NNMT",11.5379697,9.588807226,11.99014642,9.739517254,11.65894472,11.68258783,10.58384328,12.96726672,11.19555984,8.937785599,10.82727916,7.988727861
"NNT",9.877316338,8.523372356,8.427543572,7.241904885,8.354977123,8.763994007,9.124309474,9.17140366,9.607157445,7.558058124,9.345067783,7.812500176
"NOL11",9.487937111,9.174043574,8.869836743,9.816775759,8.93636238,9.83995168,9.386261846,8.835506262,8.651445884,8.806012174,9.556913399,8.966534024
"NOL7",11.16808999,10.65037581,10.57054051,11.66848304,10.67051445,10.65889245,10.94935478,10.1942386,10.63620587,11.06038599,10.99201781,11.31563832
"NOL8",8.369961203,8.021487038,8.223119562,8.53856692,7.966987868,8.520765378,8.2120732,8.035036781,8.02629398,8.451001262,7.917504231,8.517442257
"NOM1",4.959561351,4.679450101,4.555303043,5.275165959,4.993077614,4.827391521,5.180572207,4.850964343,4.969256904,5.667303512,4.898942148,5.320299289
"NONO",11.91537009,11.80965952,11.3883764,12.49219165,11.4242149,12.47852729,12.33308286,11.31899985,11.20706103,12.33624471,11.76327093,12.30149299
"NOP2",9.7740602,9.690360142,9.37525615,10.85809141,9.29401863,9.845217245,9.276243381,10.12979794,8.949912237,9.934787183,8.423607157,9.277933511
"NOP56",10.25676206,9.364920492,9.799536809,11.69019112,9.501840412,9.596849496,10.56419715,9.354457083,9.321453402,9.951869939,9.277382618,9.91900307
"NOSIP",9.265332941,9.53228149,9.232769952,10.40200152,9.421403914,10.30233788,9.536546728,9.339246827,9.367120379,10.40579026,9.409381838,9.374228407
"NOX4",6.878276627,6.103948463,5.717929718,6.135637744,5.653706989,6.110903732,5.784111665,5.061166388,5.151899153,8.507673857,5.767594234,6.209743889
"NPC1",9.045174355,8.33616641,8.821102459,9.171925771,8.227139761,8.80128757,8.952884749,8.1756925,8.376964266,8.101497312,8.901797224,8.771099424
"NPM1",12.71446518,13.19345836,11.7237906,12.98752368,12.3678835,12.98388344,12.49469362,11.79953149,11.02579147,12.75516335,12.46987575,12.5579393
"NPNT",4.507679307,4.728708696,4.545065892,4.794089706,5.014974844,4.693303979,4.523790355,4.574067794,4.572017472,5.136607506,4.511505815,4.508447825
"NPY1R",4.582933253,4.752475939,4.635662659,4.819505365,4.875017295,4.820997767,4.705508883,4.874515805,4.720423465,4.657256484,4.691479496,5.009248544
"NQO1",8.587231411,7.162707562,8.188830028,6.747920587,9.792090135,6.862501956,7.888077253,6.320431351,11.42824923,9.227213023,6.870351607,7.116821957
"NR1H4",9.609645294,9.703306081,10.05344095,9.869913321,10.2474895,9.529183499,10.2474895,10.45732096,10.46200004,8.872224985,10.11209952,11.01738214
"NR1I2",7.331399193,7.835651078,7.555299973,5.000028714,6.391746033,5.874528078,7.605699186,8.306606429,8.013809043,4.670766097,7.853502277,7.294816901
"NR2C2",6.657692893,6.695238985,6.479538399,7.252404188,6.46867172,6.838632161,6.225873563,6.721054142,6.645960069,6.966544097,6.722589573,6.354518683
"NR2C2AP",7.204237161,7.308398288,6.359312279,7.667212735,6.766896516,7.480352755,6.598068675,6.394765051,6.450286677,8.005527722,7.099266843,6.88380092
"NR3C2",6.283055332,6.358467516,6.906698085,5.373358732,7.19383987,6.138569025,4.854943413,7.129322212,7.155232409,6.479843875,8.066602587,5.312927822
"NRAS",7.852279025,7.550749085,7.160229978,7.824677946,7.191570781,7.929498589,7.869927658,7.516845279,7.105978192,7.006414566,7.633273451,7.320180289
"NRBP1",6.679978278,7.053261979,6.183496259,7.348935625,6.418205026,6.470721676,6.382299125,5.820778577,6.14903238,6.796962043,6.758178311,6.407089895
"NRF1",4.818096244,4.951075917,4.746348637,4.815985606,4.950950855,5.188362518,5.319713386,4.962898189,4.661415266,5.336377306,4.86585867,4.663001596
"NSF",10.2766219,9.570752928,10.05268466,10.05109009,10.38987329,9.934787183,10.66343587,10.17042961,10.0873017,10.95052907,10.26884841,10.35151726
"NSFL1C",8.432967385,8.198705653,8.130865576,8.669694652,8.583180719,8.079547157,8.93687333,8.705417195,8.743208221,8.523372356,8.549452929,9.153605771
"NSMCE2",8.469909317,7.519730008,7.905491102,9.159415671,8.481843118,8.741062782,10.05670891,8.071503021,8.426677984,8.529033529,7.675363444,8.806012174
"NSUN5",7.940918693,9.28576082,8.625357776,8.192923907,7.57283848,7.796334172,8.179772392,7.609360151,7.722581495,7.876501702,7.752541317,8.038160702
"NTF3",4.79080276,5.186597477,6.277960577,5.033949994,7.567410473,5.35849248,4.851662407,5.633568285,7.159514794,5.923116908,4.517956461,4.892542666
"NTN4",5.502451078,6.951154744,7.860421531,5.290566243,7.643968211,5.787953069,5.520142483,7.22099359,6.747920587,7.513875209,4.824970491,5.776346879
"NTPCR",10.20427565,8.281529777,7.841688228,9.46092105,9.203820432,8.821612445,7.963125065,8.371527243,9.340413862,9.166599713,9.399455766,8.772515355
"NUAK1",9.941936302,9.448705606,9.286291552,9.763295207,8.80128757,9.014859552,9.92962314,8.389082185,8.51863913,10.97011948,9.274698654,10.72358362
"NUB1",9.136676309,10.01335587,9.518808416,9.517492194,9.669968699,9.912887824,9.881728668,9.685973836,9.582921698,9.720509255,9.979419874,10.42352236
"NUDCD3",8.686907701,9.526198287,9.241300377,8.799216551,8.45323338,8.973725237,8.844915115,8.528569183,8.532209067,8.783135168,8.744589553,9.096211535
"NUDT1",8.194235088,7.634032721,7.287387567,8.645982666,8.252105654,9.852047347,8.665547673,7.15030342,7.159200791,8.719852701,8.858877892,7.966209477
"NUDT19",4.847615832,4.683193445,4.639195862,4.777334548,4.857176947,5.189477101,5.097854857,5.059512383,4.879108159,4.809227167,4.864680701,4.669282778
"NUDT3",8.700183961,9.102567259,9.130407839,9.556913399,9.491734552,9.314787436,9.740287616,8.542835145,8.945029351,9.210924301,9.373595719,9.185561505
"NUP133",8.825799761,8.367286164,7.748997912,9.02114444,8.34502823,8.76729546,8.142806345,7.887707799,8.583180719,8.77340085,8.580173337,8.178892274
"NUP153",7.798133465,7.590196274,7.127626441,8.047469984,7.056861281,7.248615438,7.910523739,7.87498787,7.975506237,7.870749419,7.763540555,8.286685149
"NUP155",8.308818889,7.009047426,7.008740924,9.029608,7.280934379,7.716475081,8.522083899,7.590196274,7.693849265,7.589156745,8.108395912,8.232955198
"NUP160",8.568045821,7.812808138,7.325876385,8.949912237,7.993284743,8.596405586,8.25016377,8.395518253,8.164787671,8.938298442,8.604632439,8.516053568
"NUP210",7.8691324,7.43255475,7.068349462,7.573218403,5.557055386,7.281942889,6.987401527,6.280231999,6.762743316,6.288879878,7.293801162,7.50569903
"NUP37",9.75165853,9.486682446,9.331967783,10.57763119,9.691610377,10.36068302,10.1322716,9.063997127,9.080621178,9.253882568,10.02028431,10.28646337
"NUP43",8.658185848,9.706806713,8.954496608,9.235914357,8.597804793,8.075514452,9.089380886,7.817025723,8.828269865,9.762651308,9.191728446,9.53093316
"NUP85",10.53226754,9.242533936,9.201140445,9.942680123,9.070157717,10.93441926,10.53112689,9.220108728,9.364340565,9.582921698,10.31323864,10.30405741
"NUP93",7.494431191,7.524409301,8.184923991,8.63146079,8.355404174,8.380411001,8.071083783,7.953475233,8.080684071,8.558175479,7.629335213,7.653861218
"NUSAP1",9.484668673,8.371527243,7.35025321,9.516869736,7.592499858,10.0415506,10.11833837,7.649773598,8.201899365,9.212806702,10.78783991,10.00661356
"NUTF2",5.825146147,5.368455408,6.114667477,7.075224653,5.733543779,4.898551301,5.558823339,5.495843199,5.88540343,5.834632239,4.574079725,5.108352445
"NVL",8.345857975,7.686588633,7.562059107,7.992468327,7.419524434,8.041023965,7.901283944,7.268360707,7.705065365,8.385264992,8.407194986,7.825502647
"OAF",11.99675923,11.93057972,11.29634348,11.31722891,11.88963386,11.06304521,11.3277166,12.11241606,11.75717357,10.23577957,12.29356131,11.81332486
"OAS2",9.119258687,8.971602176,11.48291252,9.239060262,10.60413803,9.941144564,9.372900902,11.23529648,9.86782577,9.281872194,9.621876053,9.716957364
"OGDHL",10.22144719,11.25144916,10.93441926,8.143644002,8.723019208,9.728972989,10.17473458,10.98491324,10.98779279,5.357656629,9.736774976,8.144530851
"OGG1",7.099578991,5.818768857,6.226505094,6.933306058,6.916342127,6.342183576,6.400579484,7.732212852,6.736445955,6.835698583,7.778645176,6.64514173
"OIP5",7.135952247,5.840139648,5.650857072,8.145353519,5.498403988,8.268956428,8.063237985,5.805221717,6.760027104,6.76063337,9.257784598,7.695968556
"OIT3",4.836124418,6.765959021,8.515168694,5.026584759,7.165729878,5.45911417,4.632593188,7.304082866,7.893461653,4.699910404,4.598405094,4.581914821
"OLA1",4.932962827,4.901226714,4.712272869,4.763251141,4.637794218,4.626257734,4.591399447,4.725633649,4.813505303,4.813959921,4.606915805,5.019320478
"OLFML2B",7.305793236,5.724675921,6.073929568,6.692501763,6.873343497,6.085391189,6.634274275,5.166104263,5.601388287,8.199456235,5.758450507,6.874565603
"OLFML3",4.891799622,6.347576311,6.803214586,6.367833604,8.997940586,6.19727107,5.904592357,7.050387566,7.509653692,7.518603592,5.280612717,4.955695531
"ONECUT2",8.422696037,8.363476497,6.477864918,8.411184351,7.254386005,10.49916979,8.680109828,8.096754206,7.987994137,7.06649137,8.05490037,8.494893101
"ORC1",5.824917847,4.972243199,4.738172803,6.749466785,5.706049124,7.779410275,6.445155396,6.75879679,6.570428369,5.164012458,6.550835564,5.388077594
"ORC6",14.64302885,15.00621177,14.99278834,13.94794803,13.78332094,13.43111535,14.73166834,14.04640459,14.40421508,14.55595102,14.26076236,14.83241999
"OSBPL3",6.495634865,5.360571042,5.948432821,6.091200019,5.777905161,5.770258663,4.930686309,5.189865526,4.681938397,6.717623862,6.192785597,6.193654466
"OSGEPL1",6.470374882,5.912720016,5.403527717,5.998541093,5.639586532,5.852001993,5.79634048,5.900458362,5.770139252,5.900184668,6.435507937,6.358467516
"OSR2",4.541870768,4.535894672,4.800925059,4.582419627,4.850847563,5.293013524,4.769295257,4.721797752,4.60753097,4.619984865,4.744197299,4.731002987
"OSTF1",9.095091781,8.951358367,10.17042961,8.993942414,10.2891063,10.13059807,9.433360399,9.680033681,9.542036154,9.437312256,9.701850773,9.07316346
"OXNAD1",7.0314524,6.515350055,6.109011455,6.291740699,6.304975979,7.12998054,5.672313776,7.706030211,7.097310323,5.831793026,7.026977796,6.435810542
"PA2G4",9.040422991,9.089900235,8.654150226,9.715597252,8.345857975,9.602747334,9.337955252,8.49533901,8.195139585,8.504120119,8.905898278,8.813371197
"PABPC1",12.45282943,11.71369663,12.1825887,13.99478896,12.29104773,12.38610608,12.54880496,11.90438837,12.4895645,13.441134,11.73987464,12.7794086
"PABPC4",10.09974923,10.22475405,10.98228931,12.36313095,11.12515124,10.57647001,11.07041978,11.02741006,10.9632681,11.6454891,10.40486524,10.43252824
"PABPN1",9.522477305,10.88372539,10.11833837,10.19602042,9.216088517,9.310005887,9.393219722,9.309540335,9.178978096,8.946114688,9.107520103,10.26356698
"PAFAH1B3",8.717519806,8.54518851,8.283590828,11.18199191,9.345622834,10.52708467,10.49519429,7.225349684,7.956545919,11.01065474,8.522572037,9.088372922
"PAIP2B",4.820434843,4.75618417,4.679157728,4.634102623,4.483766165,4.650658399,4.634632112,4.762943731,4.79233904,4.62159676,4.697331282,4.881784927
"PAPOLA",9.841422328,9.450602405,9.37859032,9.315436818,9.012825621,9.213384864,9.321453402,8.702645775,9.158894583,9.386853038,9.356196831,9.843684722
"PAPSS2",8.969055951,8.908068853,9.467751532,8.799749128,10.08098373,10.03386657,9.865832382,10.51032271,10.37135511,8.297635308,9.717627914,9.473412804
"PARD3",4.824463367,4.915438382,4.524778385,4.73504188,4.710856258,5.080050588,4.684037743,4.566840591,4.682972478,4.657962796,5.165738307,5.118235512
"PARP12",9.2440484,8.933591819,9.449303386,8.918108895,8.141993867,8.480043139,9.047745217,8.948346292,8.30419219,8.51995476,8.248616796,9.586746461
"PARPBP",6.28614977,6.175213562,5.298433538,6.750349218,4.818327787,7.473616429,6.458652089,4.676195305,4.559896485,5.660363096,7.418775589,6.098876234
"PAXIP1",8.171262926,7.900545111,7.124222172,8.402592366,7.341544159,8.195139585,8.647430605,7.657632871,7.890288217,8.376081547,8.015707595,8.239617506
"PBK",7.353302695,5.655043504,5.350926281,6.237733161,4.634140594,7.91124622,6.952384906,4.737081724,4.912130519,5.410931876,8.008191216,5.914397658
"PBLD",8.108395912,8.46322566,8.077952927,7.45384051,8.572002008,7.462696685,9.717627914,10.46505057,9.845951639,5.389134257,9.945158243,8.840324354
"PBRM1",6.200065807,6.156395032,6.005908233,6.35587421,5.432846183,6.213926901,5.726179032,6.072862029,6.0580214,6.261807642,6.513071664,6.217222484
"PBXIP1",6.044480933,6.030166076,5.763157944,5.715427056,6.17036678,5.308973562,5.495843199,5.287928462,5.637286795,6.083508036,5.79558979,5.480071998
"PCBP2",12.80370882,13.0312602,12.4115221,12.94305378,12.45282943,12.786411,13.01898566,12.17537057,12.49469362,12.93188319,12.79360699,12.76284089
"PCCA",10.43151787,10.48515893,9.174043574,8.365187793,9.738122143,9.135099332,9.104259352,9.82422973,10.07788138,8.914620795,9.154169706,9.456704279
"PCDH9",4.611915074,4.711449431,4.604870869,4.716001205,5.818246669,4.780050209,4.633778152,4.685248084,4.68188489,4.695856864,4.862619752,4.844609796
"PCDHGA4",4.572017472,4.820499658,4.622717683,4.613665068,4.633412393,5.489332555,4.723076678,4.5922566,4.729585757,5.398933746,4.734629199,4.676913546
"PCGF6",8.359959689,7.649408403,7.362783825,8.69724622,7.595698836,8.938298442,7.530996502,8.300725234,8.008616158,7.783596495,8.012225794,7.689590738
"PCID2",10.96074468,10.43558983,10.23306585,11.64174435,9.753644541,9.979419874,10.3415596,10.58271427,9.970962555,11.37786572,9.525560722,11.06894907
"PCK1",8.933591819,12.05134454,11.28297373,7.678522544,10.14611299,10.80125751,11.5919422,10.86188262,13.14533742,5.598213557,11.21969634,8.265245296
"PCK2",12.33878806,12.6100083,12.22449801,10.21619942,11.99462628,12.10239508,12.70045584,12.43862163,13.0312602,8.956016088,12.37042036,11.49571549
"PCLAF",14.52325563,14.7939493,14.90643066,13.94063792,13.64526552,13.441134,14.48579072,14.01238028,14.26076236,14.31547552,14.1501375,14.48579072
"PCNA",9.779061856,7.781248959,8.315972991,8.255487062,6.838324523,9.261061557,9.096694782,7.403237759,7.817399679,7.302108319,8.373783893,8.616226449
"PCOLCE2",10.80755206,8.81182422,5.88855023,9.274088309,5.814730606,9.208269873,8.085919945,8.005064533,8.48871953,7.45458515,8.492670318,8.150549339
"PCSK6",9.328319153,7.966583827,8.428916371,6.80821145,7.117135385,5.857811823,6.992095522,7.822750454,7.358727414,4.937512762,6.581924902,5.592489324
"PCYT1A",4.806470323,4.886212334,4.522933677,4.579607434,4.514911336,4.758011915,4.819336393,4.426349062,4.536606598,4.494502017,4.623851107,4.993672257
"PDCD2L",7.282278516,7.363874046,6.428003765,8.844915115,7.226061398,7.91644615,7.729973453,7.408798314,7.198600929,8.019573122,7.319140496,6.761861843
"PDCL",5.831306138,5.695627339,5.582343096,5.866093526,5.509955907,6.067309853,5.646897246,4.708602056,5.283605446,5.962352266,5.612902855,5.717720055
"PDE2A",5.667500519,6.174621839,7.447844756,4.942988609,6.800656462,5.42675058,5.385389471,6.611482155,6.696244743,5.115998482,5.032420536,6.016216862
"PDE7A",7.210367547,6.645418326,7.775229556,7.33102735,6.649230186,6.308805524,7.181858174,6.487331249,7.462696685,9.797401174,6.628422449,7.845373201
"PDE7B",7.963473747,7.540405394,7.85389117,5.759636021,8.116407919,7.947345234,7.954262511,8.131632405,8.576844847,6.844943547,8.768301183,6.464760042
"PDGFD",5.962869727,5.479460475,6.000098696,4.841218238,8.23873761,5.50408022,5.815443093,5.442237737,5.799203645,7.341892099,5.536396712,5.8997108
"PDGFRA",6.523510226,6.556018041,8.287945242,7.689236981,10.42554959,8.363476497,6.04389724,7.660550633,8.310926448,8.33461274,5.815443093,5.986345117
"PDIA5",9.214876151,8.842406331,9.087377562,9.532852891,8.907047334,9.538827634,10.1470745,9.555009806,9.402401639,8.972708226,9.607157445,9.531473231
"PDPK1",8.07750604,9.270471551,8.376081547,8.381290223,8.276173503,8.771099424,9.06447972,8.60514592,8.988723957,8.456888505,8.769204437,9.116124964
"PDZD11",4.880522047,4.685954729,4.787550553,4.855785514,4.720174199,4.695751885,4.874213421,4.836027049,4.75250388,4.687514175,4.668470762,4.885583096
"PDZRN4",4.627442806,4.646212885,4.618667843,4.50086895,5.781134474,4.547612323,4.526436187,4.688983001,4.825036444,4.68549834,4.523902382,4.553710528
"PEAK1",4.676781169,4.542751568,4.60944738,4.595409953,4.639527081,4.591435481,4.639717287,4.726388618,4.541535151,4.509987452,4.588422156,4.578258594
"PECAM1",8.703088147,8.191252782,9.182168465,7.707496903,8.99697156,8.478720065,8.329482591,8.329099485,7.994810397,7.991040744,7.735046678,8.263542745
"PEMT",11.31201537,10.62395557,11.00555214,9.696439794,11.30416877,10.17042961,10.86687548,12.31163397,11.98832525,9.248648708,10.27250198,9.174043574
"PEX11G",5.465664881,6.452709195,6.345924329,4.551740492,5.61332647,6.157703972,6.304101112,6.402034074,6.172421121,4.845707583,5.23559399,5.418390678
"PEX5",10.66000064,11.34674671,10.10062075,11.12956435,10.07288129,10.21715697,9.253882568,10.76496875,10.53019132,9.783204241,9.714419727,10.35623662
"PFAS",7.449574159,7.124222172,6.735768627,6.896671602,6.327430213,6.325023091,5.911596334,4.972321416,6.319904389,6.481906182,5.676210258,6.313885986
"PFDN2",4.689761996,4.609922472,4.511587034,4.785889182,4.57256858,4.551209871,4.722908485,4.50487357,4.438443154,4.512516343,4.456027593,4.593187051
"PFDN6",7.233687174,7.378211168,6.135057966,7.854313718,6.683365633,6.805573642,7.05873485,6.927306813,6.992095522,6.789326622,7.298671609,7.570866081
"PGM1",11.7118316,10.67280114,10.90004962,11.73585184,12.05134454,12.51508502,11.78009053,12.95562115,12.71446518,10.5229167,12.48392095,11.67278258
"PGP",5.889386188,6.183237646,5.320451724,6.034759229,6.640371646,6.772960901,6.756586672,5.348210309,5.134982936,5.312185765,5.583057507,6.518459633
"PHACTR3",4.632025055,4.593176383,4.722803409,4.608204266,6.290039009,4.656674444,4.672453317,4.868661037,5.351848113,4.577466529,4.512885166,4.544390818
"PHF10",6.792382147,6.700028826,6.819238012,6.630704942,6.735111636,7.369094205,7.711750543,7.500693504,7.135631556,7.9193701,7.804140477,7.554655085
"PHF20",6.038430542,5.877195427,6.113007862,6.134435607,6.27739531,7.172608525,6.729225085,6.425543853,6.383403331,7.018344026,6.60963582,6.783173974
"PHF20L1",8.657680111,7.951113539,7.896381115,8.431240163,7.88692596,8.160369104,7.294481234,8.004255192,8.235325093,9.261061557,8.161381957,8.252105654
"PHF6",5.383548263,4.906146693,4.833103385,5.25933036,4.939980307,5.4170411,5.152976948,4.83157036,5.409383449,5.178297916,5.479079983,5.303892809
"PHIP",8.579676806,8.887216595,8.90384291,8.634627119,8.184923991,7.855096875,8.455007541,7.240986407,8.196307038,9.557499591,8.234948872,8.735861031
"PHYHD1",6.073151852,6.524480351,6.147916441,4.734240565,6.105688573,5.989614501,4.446813007,7.0462494,6.868597773,4.71964461,6.456547712,6.125973456
"PHYHIPL",5.875022245,6.683365633,4.953964968,7.6966329,4.79183693,5.955707003,6.075535471,4.830679943,4.629102441,6.102771262,5.894215937,4.682070922
"PIAS1",8.310435415,8.947217625,8.859855777,8.408053221,8.500992671,8.212475455,8.401745988,8.073534916,8.443269624,9.115582942,8.473911511,8.678714064
"PIGC",10.20084632,9.337362305,8.641108792,9.26869909,9.223951185,8.947766955,9.129243141,8.610946678,8.971074092,10.21176752,9.545055404,9.032794783
"PIGU",8.419593642,8.481396871,8.23178965,8.861287232,8.235728655,7.83451913,8.559053056,7.290751579,7.777153054,7.90018295,8.19249125,8.760213716
"PIK3CA",5.187082271,5.19516725,4.936673072,5.201422269,4.775735449,4.878509247,4.680448007,4.546759823,4.799438166,4.700257297,4.692180016,4.625578761
"PIK3CB",6.055658064,5.545110609,5.88361345,5.562306962,5.657854187,5.252444469,6.596791674,5.257330777,5.42825238,6.009838038,6.245528458,5.403200131
"PIK3CD",5.64911961,6.685316009,7.237968577,6.293409695,6.947703788,5.436078186,5.79361297,6.117479006,6.560963094,5.432268754,5.157870967,6.545039876
"PIK3R1",9.382287179,9.549345639,9.178978096,8.946114688,9.021667709,9.067023685,9.581122239,10.38569095,10.25515928,8.389518539,9.806483202,10.37224749
"PIK3R2",10.23764088,11.13081598,10.09509844,12.8140299,10.49916979,10.62490192,10.70521102,9.497990281,9.978661238,11.57335318,10.28114767,11.66277881
"PIK3R3",4.913489268,5.001159082,4.735880209,4.685637643,4.591285146,4.481259478,5.076632865,4.576373796,4.645059357,4.872682351,4.62496817,4.513506305
"PIP4K2B",10.75097895,11.20144968,11.39298505,9.733960183,9.553098611,9.005610871,10.00751601,9.893459895,10.35242889,11.0136339,9.998110025,10.90954813
"PIP4P2",5.93800653,5.519951261,5.612497327,5.838376106,6.756586672,5.521095801,5.355712783,5.253646761,5.814730606,6.322947076,5.648026112,5.007513256
"PIPOX",10.56419715,10.12808599,9.790743965,6.426922267,8.958489001,9.027667706,9.505635937,10.43960962,10.13954841,4.842205591,8.924399915,9.24467186
"PITPNM3",4.489014085,4.572351515,4.636433059,4.907125643,4.552745554,4.761612413,4.678990683,4.64273568,4.505354222,4.455811472,4.553469142,4.627340736
"PIWIL4",4.957731155,5.440124878,5.62777753,4.65891651,5.854919282,4.966119001,4.686549314,4.820997767,4.984144871,7.714946424,5.392211216,4.769532436
