"","aHCC-1","aHCC-2","aHCC-3","aHCC-4","aHCC-5","aHCC-6","aHCC-7","aHCC-8","aHCC-9","aHCC-10","aHCC-11","aHCC-12"
"DUT",7.907398478,7.943843525,6.537849635,7.290751579,6.870351607,7.492096798,7.557388268,6.39736971,6.869409274,7.159861556,7.724020929,6.952061856
"DVL1",4.84161876,5.256114758,5.36503716,6.292609905,5.134879352,5.686812878,6.245528458,6.368758888,6.175213562,5.287928462,5.799917904,5.827080711
"DVL2",7.059015974,7.069562491,6.64136239,6.919134288,7.0462494,6.708280101,6.744300479,6.355335895,6.388837659,7.548665652,6.48323633,7.248615438
"DVL3",7.601861805,8.263927168,7.734246852,10.03068256,7.498919645,7.160764926,8.769650606,7.602961479,7.635894396,9.44484982,8.39672656,8.376081547
"DYM",9.117169358,8.23178965,8.172500634,10.2542251,9.337955252,10.48912794,9.660552126,8.783135168,9.083727951,9.259374001,8.385264992,10.21884659
"DYNC1H1",9.184397191,8.948346292,9.25152193,9.024297008,9.121521285,9.219566779,9.231710227,8.698259775,9.063997127,9.539363933,8.676791423,9.044142219
"DYNC1I2",9.162253686,8.507673857,8.703522714,9.239616032,9.701850773,9.555009806,8.774339069,9.102099358,9.248648708,10.24306867,8.888206316,8.859855777
"DYNLL1",11.07327533,11.26170068,10.64624966,11.65268146,11.08920606,12.27942591,11.28136424,11.04843435,11.04156773,11.94185107,12.01064709,11.21969634
"DYRK2",8.031170711,9.226656508,8.699166839,8.678185531,8.307013745,8.382563014,8.07991199,7.2373121,7.707901527,9.224478436,8.105926692,9.303022514
"E2F1",5.152415627,4.798123713,4.570159573,4.683619933,4.526335041,4.642393064,4.793638068,4.696045213,4.499226026,4.608594253,4.476209122,4.736739242
"E2F2",6.771727138,6.005346095,5.637731217,7.76174026,5.252180085,8.248111912,8.622133308,5.676424153,5.864678374,6.537195454,8.236156919,7.280934379
"E2F3",8.913140129,8.68939161,8.518254509,8.762151183,7.805367027,7.91564361,8.98364763,7.625480305,7.404275606,8.98565994,7.371123378,8.707724179
"E2F4",7.92656508,7.905855085,8.574690784,9.473995748,8.275312567,7.874240288,7.924587912,8.808900062,8.407194986,8.082339024,7.802330584,7.869927658
"E2F5",6.559577746,5.498995377,6.027845042,8.069972595,6.713086164,6.33380539,5.255846654,6.056456388,5.345277198,8.035460096,6.767239648,4.64273568
"E2F8",4.848006654,4.614752241,4.52484771,4.555877619,4.423033798,6.037844215,4.810135623,4.474530389,4.435512003,4.615595634,5.437715376,4.897460284
"EARS2",6.885552784,7.784779991,6.572257217,7.29146335,6.764664673,7.168601803,7.82959125,6.622009269,7.684805539,6.765335239,6.976603917,7.177212331
"EBF1",6.58164609,6.128112633,5.844923872,5.81635875,6.377895116,5.438825268,6.285039586,5.466413939,5.018658667,7.662422299,5.832681122,6.569532253
"ECHDC2",12.759031,12.98752368,13.26337964,11.90438837,12.59318885,12.30380746,13.39444557,13.83989029,14.01238028,12.16094008,13.16789006,12.33624471
"ECHS1",12.12181271,12.69741312,11.70341082,12.00370031,12.2636561,12.08745604,11.85501105,13.03918142,12.88943183,9.987148495,12.76952864,12.21980725
"ECT2",8.052146542,6.814258046,6.21533267,7.864254438,5.636656733,7.180128661,7.799727334,5.557241635,5.16295153,7.239264671,7.938991646,6.906404075
"EDIL3",4.745771983,4.527368425,4.366783911,4.6092679,4.82349739,4.751361688,4.424072865,4.51220577,4.621196744,5.225348387,4.536820063,4.621884741
"EDNRB",7.856594408,7.406090496,9.167143202,7.379277755,10.13620764,8.675438261,7.813565957,8.85836474,9.077324274,7.153925801,8.195480403,7.991040744
"EEF1D",11.4569285,11.18044051,11.16366795,12.61960132,11.81872006,12.11761822,10.3287853,11.38474166,11.54186229,12.39995413,11.5919422,12.13808008
"EEF1G",12.33064957,12.28832837,12.43623014,14.25111105,13.34910697,13.32023584,12.22244788,12.35773002,12.15247715,13.43111535,12.83498804,13.00195684
"EFCAB11",6.028099691,5.239623193,5.692680905,6.017229475,6.327152002,7.612314563,6.768545418,5.660790542,6.540534929,5.465502581,7.391062659,5.774231595
"EFCAB7",5.629940779,5.188241095,5.163610654,5.142839434,5.613722223,5.479273629,5.137066214,5.040660808,5.053153405,5.678658725,5.259482221,4.989979374
"EFNA4",7.728315511,7.693518841,7.774378078,8.065452976,7.681410995,7.992084642,7.865497662,7.673338022,7.713176125,8.237888257,7.856594408,7.852656675
"EFTUD2",9.423753395,10.04785899,9.38569762,10.64054973,9.349166055,9.424284733,9.960182209,9.094560023,8.976398012,9.510799618,8.815811707,10.56209027
"EGFR",8.632885215,8.743705947,9.135099332,7.259187933,7.880232616,9.072175062,9.934787183,9.027667706,9.213384864,6.612921151,9.306618231,8.861837217
"EGR1",8.865903901,7.910523739,8.658708982,9.496667077,9.757738511,10.84785674,7.724020929,11.52545704,10.08098373,11.93291608,9.41656346,10.18890494
"EGR3",5.476258018,5.378045436,5.314498575,5.687112925,5.209980256,5.729302356,5.381372461,5.59507624,4.83213051,5.21062426,5.798982101,5.988109966
"EHD3",4.516894453,4.771816937,4.625996297,4.436905423,4.619836677,4.51159624,4.590621316,4.443998202,4.575139127,4.6657062,4.397415364,4.616784805
"EHHADH",8.702133253,9.345067783,8.134055574,8.048991743,9.037917709,8.970571743,10.22048375,10.62970167,9.981853596,5.393183149,8.848686266,8.696888089
"EIF2AK1",11.94402048,12.16094008,11.24328344,12.26886494,11.49233104,12.05134454,12.44755069,11.5588562,11.733921,11.73174027,12.0950816,11.51570203
"EIF2B1",8.98975672,9.070657685,9.208835307,9.351521864,9.29459283,9.577307683,9.463914487,9.396427234,9.235362993,9.492974664,9.502562887,10.04090364
"EIF2B4",9.930386833,10.07635052,9.797401174,10.51663647,9.916052632,10.31019862,10.32512012,9.97174074,9.998888311,10.04785899,10.09042297,9.743038585
"EIF2S3",10.23858008,10.57534597,10.21959287,11.95738033,10.74982227,10.82995833,10.54198242,10.41652376,10.51970084,10.83267654,10.46305779,11.00555214
"EIF3B",11.74354666,12.60367393,12.10484123,13.34910697,11.77374336,11.99675923,12.71446518,11.81332486,11.58252047,12.26093921,11.72779121,12.43623014
"EIF3D",10.61808681,11.03148316,11.0512454,12.94705689,11.50819626,11.49233104,11.30557661,10.96882818,10.90827391,11.83139903,10.83267654,11.97486197
"EIF3F",10.03798115,9.449303386,10.13541866,11.36030406,11.11246665,11.35347994,9.473412804,10.37984224,10.44673206,11.39298505,10.58271427,10.3934097
"EIF3G",9.600683855,10.38183281,10.57534597,10.43252824,11.06623037,11.28806027,9.644485386,10.73298877,10.63399995,11.86544698,10.66210639,10.96198171
"EIF3H",10.48810068,9.831529727,10.16309914,11.9353105,10.71664251,10.93964101,10.31587028,10.35989338,10.50406286,11.49233104,10.52084472,10.36157856
"EIF4A3",10.82232474,9.729657908,10.05912234,10.71560419,9.908438719,11.34972673,10.40769863,9.896499108,9.782539269,10.06706489,10.52792343,10.68209558
"EIF4B",10.8417047,11.70341082,11.19084662,12.43862163,11.63275899,11.5177944,11.03845404,11.26020386,11.80965952,12.05603485,11.0572159,11.98392076
"EIF4EBP1",5.262654716,4.791302402,4.815985606,5.88540343,5.049485623,5.486125545,5.159399402,5.285773992,5.022396367,4.906668765,5.927463009,5.599917243
"EIF4ENIF1",7.516109262,7.61808066,7.052910668,8.562553845,7.382807013,7.35976835,7.705712726,6.877296084,7.339248405,8.14322887,7.153925801,7.85038369
"EIF4H",11.08230547,11.15018465,10.70521102,11.50088269,11.14441084,11.57875916,11.7178311,11.14441084,11.40272892,11.3277166,11.44431273,11.09614543
"EIF5B",8.59735359,8.263222956,7.86873004,8.510379915,7.989496502,8.028632562,8.413194994,8.140622964,8.201010656,8.336612188,8.12893863,8.070346657
"ELAVL1",5.742142432,6.913194255,5.48559141,5.209860755,5.576250016,6.481906182,5.87325407,5.988816789,5.766452589,7.197195066,6.627817887,6.768780147
"ELK1",8.527647696,8.869332716,8.493983283,8.308818889,8.093103877,9.008838927,8.63508287,8.442833083,8.038549483,7.921961477,8.675926559,8.862835391
"ELK4",5.789772323,5.592489324,4.947723331,5.73583776,4.970130802,6.382299125,5.928691919,5.571326801,5.594834581,5.617795009,5.914175572,5.21152215
"EMG1",8.611415894,8.39672656,8.469466617,10.41931077,9.227213023,9.274088309,8.794505643,9.095091781,8.82733199,8.645982666,8.180866639,8.60514592
"ENAH",7.98281335,6.476322686,5.839077277,6.600264625,6.711040814,5.472777767,6.425543853,5.891376436,5.903134255,9.325000946,6.351947815,7.919726537
"ENG",7.985275114,8.830715912,11.3277166,7.641947649,10.50099809,8.42403927,7.940568813,9.462763249,9.269288898,10.03874957,7.52040925,8.42049875
"ENO3",12.5579393,10.49106446,12.554639,8.522083899,9.065523932,10.92087604,11.73780623,10.42352236,11.76971675,7.33035942,11.68442144,11.90212914
"ENOPH1",8.64934396,9.007710628,8.07507097,9.122577132,9.059320721,8.474803197,9.161161512,8.62124879,8.611415894,9.217701103,8.910549719,8.939455046
"ENPP2",12.03757959,9.212806702,9.215545539,9.366058958,9.174043574,10.824755,7.991741546,7.156225498,9.090385629,11.71585916,11.02276313,8.450173169
"ENSA",7.675738616,6.516912629,7.191570781,7.045937739,7.372453853,8.391531843,7.778248211,7.182240867,6.552939109,7.593864515,7.698075124,6.712172162
"EP400",7.93591992,8.638383976,8.71613444,8.483484731,7.549752511,7.427262442,8.217052429,7.851122415,7.653470921,8.589536723,7.815098548,9.295119854
"EPB41L4A",4.613487714,4.865213318,5.389674277,4.942244485,5.45911417,5.063717939,4.75013723,4.961873695,5.282335887,5.845654563,5.210370997,5.05048151
"EPCAM",8.979592961,8.947766955,6.118068365,12.759031,10.95193069,7.589864024,4.869042536,6.64136239,10.61250729,12.72829716,4.882986616,4.812453732
"EPHA2",5.19516725,5.016169158,5.041607419,6.209189665,6.392370048,5.19920374,5.855897782,6.643855785,6.077898471,6.181370513,4.87880049,5.396526538
"EPHA3",5.310268613,5.162822038,5.449941481,5.03250179,7.643601616,5.320451724,5.483384963,5.581357939,5.420483426,7.323214794,4.953602085,5.293849846
"EPHX2",10.38765228,8.954496608,10.22240262,8.040649573,9.404882836,8.634225737,9.75165853,10.99201781,10.21800808,7.715309323,9.406610045,9.778333228
"EPM2A",5.254359739,5.110215041,5.134260887,4.653986884,4.71163189,4.78155307,5.227789489,4.817693903,4.81707229,4.822870881,4.738280387,4.913868518
"ERCC3",7.964206911,7.769657723,7.733851007,8.400953081,7.814740765,8.103056087,8.011818883,7.666855125,7.904012125,8.510379915,7.975506237,8.273066673
"ERGIC3",11.39927702,11.3883764,11.34026353,11.86323076,11.73174027,12.05877756,11.63460924,11.32079149,11.45897433,12.08510184,11.5588562,11.85731391
"ERMP1",7.086654168,6.162622387,6.581924902,6.689665621,6.500877223,6.232675422,5.939473572,5.736298315,6.400252646,6.654620614,6.05003686,6.359024181
"ESR1",4.759722814,6.326873014,5.813199458,5.413384326,5.924661421,5.718830036,6.107332878,8.136840447,8.130451618,4.877032466,6.93751777,5.085164149
"ESRP1",4.613951513,4.544311669,4.539154181,4.830262311,4.617846052,4.355725321,4.471219708,4.582954801,4.447756375,6.005346095,4.502908803,4.432202366
"ETFDH",9.780576201,9.055275759,9.943530932,7.601861805,9.793514123,8.969055951,10.35151726,11.09190919,10.72713348,7.53342004,10.71664251,9.5037398
"ETHE1",4.849061358,4.658182654,5.1771757,5.041923705,5.340522497,4.677011781,5.044195558,5.134045669,4.825221228,4.962643512,4.622480273,5.202992322
"ETS2",10.05505958,9.291285751,9.832164685,9.433360399,10.29227634,10.06802416,11.24835858,11.80553648,11.0512454,10.40665505,11.54721852,11.45079454
"ETV4",5.700841245,5.4170411,4.793763947,8.681039979,6.288011623,6.322158225,5.356340924,4.501665576,5.775926105,8.258797569,5.300126693,6.555436315
"EXO1",7.218001739,5.450687735,4.918370591,7.363514346,4.932322232,8.696331491,7.487647259,5.378385694,5.8500061,6.24359416,8.19339521,6.322947076
"EXOC2",7.326827819,7.470469527,6.532921555,7.35402067,7.073832054,6.634274275,7.324536799,6.892956442,7.275410757,7.550749085,7.059344663,7.41417971
"EXOC3L1",4.71739484,4.878424685,5.055530975,4.661036256,4.873237376,4.951306473,4.741079731,4.569058368,4.822739425,4.756062205,4.941515075,5.088237098
"EXOC4",6.353970056,6.445747016,6.271571489,6.410946719,5.821796941,5.790235737,6.609023267,6.208184217,6.566488954,6.970196198,6.744564243,6.381360351
"EXOC6B",4.835160825,4.916438081,4.974218664,4.810231866,4.840418008,5.013842885,4.934967392,5.127779024,4.982646412,5.073074154,4.909523167,4.991613467
"EXOSC1",9.893459895,9.83995168,9.937959313,10.54697577,10.11833837,10.67169621,9.049847328,9.649814903,9.632656366,9.908438719,9.980225089,9.645113292
"EXOSC10",8.727695031,8.645586967,8.816812843,8.776632119,9.2440484,9.027006759,9.541300864,8.872830715,8.812875238,9.250319131,9.429641915,8.401745988
"EXOSC3",8.251756374,7.8816854,7.915252268,9.208269873,8.054477443,8.234123597,7.663528367,7.688882202,7.770046461,7.425183362,7.989072857,7.766154022
"EXOSC4",8.2472673,7.281942889,6.826759697,9.490441507,7.429730628,8.299928763,6.552489311,7.764984812,7.894213326,8.762151183,7.640303141,7.641947649
"EZH1",5.194717074,5.235717902,5.228167654,4.937799803,5.202992322,5.078414659,5.374340177,4.965940027,5.240025201,5.206479058,4.795766742,5.207136798
"EZH2",7.127282462,6.21859295,5.887789288,7.467423113,4.994894314,7.485705012,8.222685346,6.519902291,6.051052712,6.668601776,7.686236572,7.299038413
"F11",8.72534423,7.667606082,7.254086223,6.345379466,8.010605769,7.984532229,8.452738291,9.779922575,8.682528335,5.577264824,8.449289758,7.831132713
"F3",4.583370669,4.519704413,4.88703908,5.06291515,7.121881864,5.051408139,4.749869789,4.939539409,4.548380254,4.70573907,4.763891093,4.570543237
"F8",6.996716723,6.37523845,7.865497662,4.887280601,7.015210865,5.780224094,5.805674054,6.819238012,6.913494152,5.204387642,5.230535749,6.040711051
"F9",11.91100666,10.92087604,11.70173351,8.064675234,10.39431123,10.22240262,9.356779126,11.65268146,11.24835858,5.145254193,11.27188313,8.762151183
"FABP5",8.752439507,8.891572951,11.07706695,10.23961758,8.995877966,8.624471478,8.816295818,9.311285654,7.84376745,8.321507889,8.611927852,8.491388729
"FAF1",8.692251602,8.48871953,8.540493693,8.98149584,8.478720065,8.896550627,9.301758726,8.503638808,8.472166155,7.900892878,9.158894583,8.867821796
"FAM120AOS",6.89996897,6.006191096,6.458950076,6.988670017,7.009047426,7.783596495,6.96230091,7.054679314,6.231048448,7.064918854,6.940300942,7.141267543
"FAM168A",9.072175062,9.667933905,8.98923603,9.284039447,9.264287355,9.037917709,9.044142219,8.701238457,8.819663178,10.0487109,9.290257025,9.470312144
"FAM168B",6.930784764,6.972373342,6.224237946,7.53342004,6.263202865,6.815448011,7.238616246,6.774494906,6.686930638,7.331399193,6.826416942,7.447472744
"FAM172A",8.30533291,8.74275648,8.651078037,8.73903507,9.323733715,8.614488873,8.375150598,9.133375226,9.030142327,9.353290035,8.775325482,8.490877408
"FAM20B",9.681987794,9.006114159,7.862749998,8.887723147,8.53856692,9.161746781,9.191728446,8.92600854,8.588123362,9.433360399,9.102567259,8.465042026
"FAM216A",8.347101502,6.425839511,5.821060968,8.264352099,6.278785529,8.237531903,7.50569903,5.924519132,5.216042408,6.260471318,7.146382671,7.677783327
"FAM220A",7.991741546,7.547292255,7.430096726,8.353738894,8.106750721,8.752439507,7.900892878,7.945010802,7.971143722,8.646492459,8.29138141,7.961157754
"FAM50A",11.26335237,10.7575491,10.92930934,11.27526152,11.01215127,11.19241826,11.77374336,10.29318684,10.77360701,11.23377817,10.8417047,10.76975574
"FAM83B",4.739181989,4.665642729,4.486210914,4.566150888,4.719348735,4.501892827,4.517834721,4.520173653,4.49404315,4.463222939,4.643680013,4.612700946
"FAM83D",6.96390817,5.431895484,5.04345945,7.494088493,4.98462175,8.408940718,7.239982065,4.619019228,5.715427056,6.675379696,8.082339024,6.343958169
"FAM83H",8.876318412,8.601584238,8.480043139,7.545474589,7.516109262,8.11755286,7.209051022,7.153209698,8.104296436,9.924460192,7.876501702,10.36253698
"FAM91A1",6.970777482,5.519596027,6.216349017,7.166672393,5.940177629,6.882771673,6.632832536,6.32534882,6.755598692,6.524777125,6.764306432,6.150579701
"FAM98C",6.840478042,6.804052983,6.243041096,6.939351653,7.140298183,7.751553019,7.368090778,6.733300641,6.952711982,7.571801374,7.114487209,7.11355209
"FANCC",5.148331969,5.243904976,5.74285264,4.983389651,4.576340244,5.396694519,5.243667024,5.689284155,4.912178511,4.933824289,5.313534263,5.452515099
"FANCD2",6.737300001,5.872261755,5.397906422,7.620988481,5.330875682,7.954262511,6.68839436,5.037974964,5.550228779,6.307941031,7.388340877,6.651056266
"FANCF",4.907072331,4.872803272,4.683882187,4.547612323,4.583511631,5.111370041,4.538147586,4.479887973,4.421442241,4.468230949,4.587563974,4.573001029
"FANCG",7.904012125,6.761861843,6.560119777,8.785915454,7.039735501,8.84132234,7.358370036,6.316427168,6.593439146,7.543631352,7.945397901,7.643601616
"FANCI",5.854473547,4.772177088,4.514089032,5.576625846,4.706345498,5.19872605,5.291691911,4.473674086,5.04876599,4.804959254,4.986987575,4.594923134
"FARS2",9.33373098,8.480043139,7.585019714,8.145781831,8.571553782,8.691821744,8.582692809,8.512602886,8.458192448,8.621745924,8.608303488,8.956562697
"FARSB",14.66853289,14.95567559,15.09185498,13.85468098,13.94794803,13.50696633,14.69145717,14.09725874,14.52325563,14.78202348,14.32467713,14.98014
"FAS",6.466902677,5.654592815,5.177075012,4.482252064,5.002622064,5.549490798,4.966244121,5.857811823,5.022469762,4.562027961,5.685278705,5.091502906
"FASTK",8.931997153,9.240767688,8.588123362,8.324364634,8.22804859,8.526367347,8.532209067,8.152868326,8.03385517,8.081153944,8.452312724,8.592445584
"FASTKD3",7.45458515,6.865325131,6.327430213,7.173286692,6.917248072,7.584646148,7.486665884,6.919508165,7.138632319,7.109940244,8.020319548,7.456638053
"FAT4",4.764070878,4.897873792,4.690525078,4.599915297,4.864855537,4.559633865,4.656139842,4.705699349,4.653943296,4.646328587,4.679110177,4.56490473
"FBLIM1",5.010943708,5.040175518,4.97413926,5.601597686,5.35136822,5.342112359,5.098043846,5.193756221,5.137497934,6.595537252,5.586934402,5.078117767
"FBLN1",8.519520661,8.503180521,8.297635308,12.25834278,11.49902488,10.83904859,9.39698075,9.013900629,8.614056248,8.468662522,9.098877525,8.836893977
"FBP1",12.96726672,11.30557661,12.38884112,9.652473257,12.33064957,12.38085893,14.07094961,13.57823608,13.56622596,10.49519429,12.34950681,11.18044051
"FBXL18",4.636575571,4.495763306,4.490054572,4.732480896,4.843531995,4.784353343,4.695872965,4.602970024,4.680817239,4.753620462,4.812355751,4.698379266
"FBXO4",8.499022913,7.157258726,7.161661934,7.418775589,7.443279291,8.518254509,8.088825586,7.408420592,7.666855125,7.49967434,7.917149858,7.365254233
"FBXO44",5.29601883,5.439188996,6.496501262,5.322819008,5.436267596,5.202728335,6.346224713,5.267309485,5.968799933,5.329680489,6.159978183,6.034437798
"FBXO5",6.849289712,6.898925189,6.051052712,7.13965643,6.27962666,8.883064568,8.460755085,6.929868078,6.619930566,7.087307211,7.938276123,8.120710801
"FBXW2",7.084646829,6.276600088,6.657692893,7.150975586,6.622566203,7.283289834,7.795550273,6.729225085,6.751886192,6.129245239,7.113208841,6.803788787
