"","HDN-1","HDN-2","HDN-3","HDN-4","HDN-5","HDN-6","HDN-7","HDN-8","HDN-9","HDN-10","HDN-11"
"FCER1A",6.138045292,5.249926854,5.726400872,5.592489324,5.538765991,5.798719478,4.838694718,6.120286413,7.20390674,6.325626259,5.424832124
"FCGR2B",7.654575406,5.466049142,7.428670231,4.683846422,6.748516048,6.770162857,7.380581169,6.969890741,5.877979667,4.889199523,7.565935191
"FCN3",12.98752368,8.195480403,13.79129124,6.919134288,12.7415826,12.8611496,13.94794803,13.29586913,12.19509905,10.9367143,12.95562115
"FDPS",6.682423724,7.166049393,7.623070984,9.302383885,7.112863655,6.946818791,7.421268273,7.26169792,7.523367054,8.142806345,7.572070832
"FEN1",7.477658444,7.73542851,7.737699308,9.381013436,7.653861218,7.571801374,7.866549835,8.510833024,7.709563191,7.135293612,7.689236981
"FERMT1",4.623423978,4.539256754,4.543279134,5.192561985,4.625515002,4.500726027,4.633126868,4.532016948,5.065377789,4.445412764,4.659986491
"FEZ1",7.84310738,6.527906379,8.601169285,7.220645489,7.483553994,8.304584761,8.220235261,8.007441176,7.296984711,7.309144262,7.502445519
"FGF13",4.676501191,5.581983838,4.765876455,5.246509549,4.904322371,4.535703472,4.713222093,4.849427698,5.742619247,5.073436153,4.863531124
"FGF23",7.459789968,5.868583669,5.281637416,5.170320963,5.781892027,5.714906663,6.045640293,6.552939109,5.812938671,5.681166508,6.086727541
"FGFR4",8.818175404,8.469466617,8.444491603,9.685973836,8.790777241,9.198436627,9.549345639,8.888697202,9.457876455,9.617304203,8.970059376
"FIGNL1",5.6777543,5.673218255,6.50913422,6.376968585,5.58957081,5.461663762,5.629564633,5.951403228,5.994938374,5.679763262,6.055394468
"FKBP11",9.800312117,10.64941068,9.98931628,9.904078276,9.357308313,9.741661123,11.3830779,9.825745699,11.59414803,10.57534597,10.20593156
"FKBP1A",9.613587186,9.561593822,8.938887954,9.593215277,9.164975991,9.141153477,9.236447367,9.217196083,9.889760787,9.681285594,9.44484982
"FLAD1",9.072675174,9.011833029,8.823516979,9.658588252,8.947217625,8.885601397,9.283492761,8.97584973,9.051404913,9.031730842,9.265332941
"FNDC4",9.924460192,9.770191776,9.387970529,8.678185531,9.662324065,9.265332941,9.606544623,9.372262715,9.625008079,10.20926933,9.468294418
"FNTB",7.136287841,7.445361977,7.577370051,7.336464841,7.443985811,7.670866388,7.537559594,7.51498383,8.168897763,8.035036781,7.589492833
"FOLH1",7.928350342,6.635483029,7.859548336,6.378723204,7.456269637,7.9193701,6.46581456,7.364514505,7.070899,6.902695387,7.372453853
"FOS",9.51265937,9.810666353,9.261061557,8.037011359,9.947222287,9.645113292,8.356674964,9.37525615,8.152868326,8.249445385,9.184397191
"FOSB",9.548733425,7.538238766,8.131242445,6.515976846,9.77206793,10.49106446,7.438069057,9.321453402,9.587389008,7.877292406,6.819546982
"FOXK1",6.843987795,7.485705012,6.338618592,7.107283594,7.052270507,7.088289705,7.08339441,6.716072518,6.505514542,7.434650848,7.002507846
"FOXM1",4.634920017,4.685125411,4.818484576,6.301396023,5.337274986,4.742389039,4.684942298,5.005472026,4.843793604,4.568366405,5.001559334
"FOXP1",5.968008082,6.803484102,5.167427447,5.942908049,5.864678374,5.60455228,5.80764656,6.055394468,5.986070123,6.671502502,6.146866129
"FPR1",8.236156919,6.571396359,8.635609679,5.109907815,7.333731527,7.39606603,7.906614065,7.58748142,9.114476267,8.253385039,7.917848412
"FRAT1",6.2368726,8.381290223,6.840478042,6.711637284,7.435280387,7.503216252,7.556719118,6.908641697,6.247211043,6.360666592,6.966219763
"FRAT2",7.920819745,8.511713724,8.269415796,7.646066092,8.481843118,9.188828643,8.492291162,8.660124778,8.066188385,8.563520543,8.686422719
"FREM2",4.932962827,4.823634837,5.139898601,4.602511832,4.747738854,6.531447436,4.898754514,4.672983478,4.94356965,4.665138561,4.742007033
"FRMD6",7.129654909,7.275410757,7.489263941,7.062494599,7.081099401,6.662268335,7.241904885,8.123117208,8.628191926,7.348500342,8.011412512
"FSD1L",4.848886576,5.098153364,5.006515378,5.339770958,5.53661654,5.627584489,5.205497429,5.036060487,5.507614833,5.733299113,5.598850047
"FTCD",12.22244788,12.28832837,12.51226009,12.32516535,12.70743158,12.68680402,12.34165508,12.81019832,11.46085948,12.93188319,12.66068263
"FTL",15.15586653,15.17334396,15.30532618,15.19076697,15.36550033,15.0772174,15.21164625,15.14108917,15.36550033,15.21164625,15.09185498
"FUBP1",5.067336222,6.092238154,5.122429748,5.640499606,5.05213736,5.203882624,5.150901497,5.01108898,5.636473484,5.64501515,5.145144349
"FUS",6.240065738,5.222603004,5.272108746,5.786185659,6.415873186,6.066774251,5.37419095,6.079561676,6.011383299,5.78593553,5.74621459
"FUT4",6.717015792,6.011110186,6.56270451,6.965173687,6.159010779,6.331565473,5.6655261,6.655888833,7.292758514,6.642573052,6.380509559
"FXR1",8.449694503,8.838351743,8.373282902,8.550705002,8.549050513,8.646492459,8.540969252,8.451001262,8.414857866,8.367286164,8.529976874
"FXYD1",9.392621207,9.638882085,9.346780196,9.350855763,10.51224504,10.0415506,9.220108728,10.33039611,7.340843288,8.379986317,8.792607851
"FXYD2",7.847168728,4.810170694,8.732912495,12.03291004,6.120286413,6.329586371,6.827408451,6.519902291,9.7409538,4.901634433,6.845293133
"FYN",9.036458016,9.167668807,8.867821796,7.496493016,9.279665168,8.624001162,9.7240942,9.853545831,8.590595293,8.559469227,9.108497485
"FZD1",5.964135916,5.924917125,5.819843428,5.892059605,5.652625541,6.247211043,5.695867106,5.989844612,6.092788759,6.438522983,5.955451329
"FZD10",4.550602736,4.805450503,4.595022596,4.550069139,4.648260891,4.944769059,4.751764424,4.722606287,4.782110817,4.78860284,4.792157467
"FZD2",4.541164002,4.880798915,4.789621621,5.014819693,4.847417711,5.044554721,4.573043054,4.531280435,5.199893456,4.986987575,4.76691207
"FZD3",5.378224117,6.431356868,4.951430723,5.337112327,5.060750164,4.905154438,5.73737405,5.371464065,5.992953253,5.565559775,4.96732875
"FZD4",9.181159017,9.9465261,8.90231401,8.959503327,9.704535782,9.529783601,9.50975565,9.478916267,8.791279892,10.20084632,8.392765331
"FZD5",7.583518623,7.891018716,7.026977796,7.277177856,7.878029756,8.246482225,7.051961085,7.946196263,7.286783583,6.870587991,7.534104033
"FZD6",5.745803625,5.7387502,4.935190609,5.418215054,4.827292183,4.749728945,5.306817709,5.078414659,4.92949253,5.38654341,5.240682294
"FZD7",7.563836785,7.258448102,6.401171217,7.182240867,7.379914395,7.649773598,7.397599838,7.467423113,7.604650133,7.763885398,7.58848598
"FZD8",5.370816855,4.924526902,4.866841774,5.119047096,4.867353066,5.101978713,5.464756557,5.195056974,4.843607556,4.751361688,4.938437026
"FZD9",4.777772991,4.723200282,4.561721751,4.736922261,4.78860284,4.548117764,4.552490326,4.46946028,5.5218908,4.839158156,4.454024237
"G3BP1",7.674341494,7.239626568,8.063237985,7.230538521,7.027632848,7.052270507,6.710728887,7.029480019,7.059625418,6.722273425,7.518603592
"G6PD",6.846852451,7.336464841,6.947703788,7.588828874,6.927020612,6.584010163,7.004759005,6.739204433,7.377817496,7.223725159,6.873058505
"GAB1",4.589494208,4.783635048,4.738377453,4.866761393,4.587987805,4.721106316,4.552144115,4.67249188,4.669334365,4.705289634,4.563642749
"GABARAPL1",11.06038599,9.970962555,9.977163629,9.382287179,10.65148744,11.00288367,10.62395557,11.2844856,10.60310008,11.65894472,11.06038599
"GABPB2",13.53843449,13.49570355,12.82791879,13.7164356,13.12750112,12.76284089,13.32023584,13.11063758,13.03918142,13.74865959,12.87134726
"GADD45A",9.622473154,9.78188802,10.9173013,9.823441717,10.60817269,11.40103627,10.55569188,11.33552359,9.746573342,9.621876053,10.32710956
"GADD45B",9.939539493,8.202708971,10.65148744,7.948089231,9.770191776,9.523011287,9.420821114,10.57965443,10.51550757,9.812615049,9.981853596
"GALE",8.109248404,9.095699024,8.451891238,8.449694503,8.693135407,8.748399743,9.133375226,8.945029351,8.559469227,8.689879372,8.910019934
"GALNT10",5.480246028,6.243348055,5.973697558,5.456194206,5.501695966,5.956455516,5.632941066,5.614765665,5.915468859,5.798982101,6.148158498
"GALNT11",8.778502656,8.406695106,8.201899365,9.016417415,8.598582849,8.271821098,8.769204437,8.651078037,8.166144504,8.944057156,8.299068
"GAS1",7.528580427,6.018327047,6.491422809,6.251082647,7.395438303,6.672090102,6.754899126,6.904581821,8.695476142,7.011689342,7.311676557
"GAS5",4.649122419,4.596429763,4.677492097,4.569983696,4.785493811,4.785380291,4.645697484,4.710434148,4.791215188,4.566895238,4.537041657
"GBAP1",8.801732738,9.014859552,9.008263947,9.414119523,9.204338267,9.051404913,9.37525615,8.698259775,9.274698654,8.910549719,9.248648708
"GCH1",9.425931267,8.656448825,8.889131768,7.654258596,8.956562697,9.335020415,8.764812859,9.528522322,8.140622964,8.69356364,9.758456089
"GCHFR",10.94646343,11.13081598,11.11817424,11.10204031,11.52722642,11.35169469,11.10204031,11.29634348,10.88871118,10.08961945,11.33552359
"GCKR",9.052477952,9.626860344,9.71892722,8.560939763,9.410598386,9.549892734,9.567505037,9.467132238,9.408827077,9.188250711,9.703912349
"GDF2",4.77380533,4.510901881,5.38984631,4.607916258,5.069838562,5.214353184,5.562736158,4.981162925,4.712116289,4.620581597,4.955872026
"GDF5",4.581042734,4.483729619,4.54582606,4.521250633,4.575615743,4.594564635,4.394527302,4.504920064,4.891604917,4.734687172,4.376175829
"GEMIN5",5.7694258,5.896230614,6.272345264,6.586157327,6.214796284,6.157973511,6.005614343,6.012101867,5.824180003,5.877698392,6.437372571
"GEMIN6",7.764654524,8.57248378,8.37558012,8.83736397,8.386977066,8.303725197,8.396322154,7.969967373,8.55402691,8.096754206,8.171654401
"GFOD2",7.495117068,7.86873004,7.694924542,6.527906379,7.204559852,8.291836137,7.586390327,7.593201051,7.870749419,8.419593642,8.063598642
"GGCT",5.927949147,5.696063974,6.464896742,5.902875014,5.461102942,5.852992095,5.821535542,5.482978895,4.759874544,5.240682294,5.513158354
"GGH",9.89206215,10.20427565,11.02579147,9.571491758,10.29614202,10.3093554,10.17911887,10.26258075,10.19831915,10.16889676,10.68076519
"GGNBP2",9.24354846,9.629389757,8.950939059,9.548047296,9.325000946,9.112870576,9.084252271,9.459709424,9.056291277,9.424284733,9.590605211
"GGPS1",7.813185181,7.689590738,7.901666475,8.3711168,7.734246852,7.931025901,7.652408244,7.965382405,7.912469669,8.073162417,7.783596495
"GGT5",6.093491868,4.91354063,5.801831597,5.110773047,5.289780993,5.352453433,6.160983516,5.284221256,6.513633943,5.187874419,5.659351868
"GHR",11.97275519,9.321453402,12.57449507,10.34608255,11.11082584,11.98141798,10.96461845,11.67278258,11.17745842,11.5307465,11.04582698
"GINS1",4.516159924,4.483691027,4.693269021,4.542557317,4.577848511,4.512414429,4.561795713,4.570933864,4.388056369,4.395590002,4.467615115
"GINS3",5.46036354,5.996397681,6.031856601,6.86468989,6.122080617,5.678850973,6.214179867,6.724408061,6.476322686,5.570130172,5.610576387
"GIT2",6.345661329,6.479538399,6.383117394,6.355335895,6.339160569,6.260471318,6.316683882,6.921775886,6.529385195,6.466902677,6.634540841
"GJB2",8.551900865,8.933036259,9.257267415,9.034848755,8.935841403,8.759169243,9.86782577,10.30157933,9.325000946,8.978466042,9.386853038
"GLOD5",5.813199458,6.569261611,6.6489534,7.102874178,6.37846997,6.685623358,6.431356868,6.251391274,5.399835812,5.514490803,6.40918015
"GLS2",11.38677174,11.733921,10.27412986,11.85731391,11.42259679,11.18947982,9.918171974,10.5535261,8.660660871,10.35542051,10.18080984
"GLUD2",5.913141738,6.214484987,6.48043006,6.279323461,6.336371542,5.98172192,5.838588774,6.196974169,5.77313348,5.783157042,6.020453153
"GLUL",4.787837294,5.120230775,7.042637232,5.297071594,5.876273124,5.397428988,7.273313302,6.043388855,5.528245318,5.496191374,5.548659734
"GLYAT",9.414119523,10.05912234,10.4267168,10.64170638,10.84785674,10.76260555,9.937959313,11.02130437,8.562553845,8.994945045,10.61360626
"GM2A",4.97115394,6.127035904,6.496237469,6.661001296,6.224237946,5.979641445,5.762897066,5.644147192,5.579727588,5.961630986,6.206266711
"GMNN",8.161381957,8.960486917,7.391394679,7.685528618,6.667639647,6.532358915,5.688680514,7.17392754,7.653861218,6.5958831,6.328528782
"GMPS",8.457742437,8.503180521,8.340159447,9.462143361,8.636483313,8.121180491,8.591115536,8.713817265,8.745040372,8.553557385,8.885601397
"GNA14",5.108767297,5.431361054,6.032381618,4.669684407,5.768066151,5.50801899,5.570943827,5.766452589,5.662809368,4.792066584,6.094061599
"GNB1",10.84037426,10.99743132,10.88098254,11.25282947,10.94241912,10.90277178,10.85168131,10.94105256,11.25715471,11.1757391,10.80884226
"GNPAT",7.943116811,8.158383833,8.355404174,8.388225948,8.134055574,7.992856057,8.309662235,8.312175663,7.99440343,8.156349835,8.413194994
"GNS",12.0950816,12.62234706,12.00619786,12.70045584,12.00619786,12.0731448,12.29356131,12.21477969,12.56768346,12.75233178,12.01064709
"GOLPH3L",6.374694603,6.636292214,6.200878178,7.718876365,6.469825964,6.368758888,6.262390349,6.288879878,6.538149431,6.402297777,6.231852245
"GOLT1B",7.12998054,5.950924062,6.736445955,6.175213562,6.57361212,6.546137492,6.370017886,6.267167645,6.555757095,5.852001993,6.181608024
"GON4L",7.240671003,7.179182809,6.91413391,7.245843644,7.297987002,6.923152,7.165437292,6.253865745,6.709204717,7.344814563,6.777640231
"GORASP2",8.358762357,7.640303141,8.260286193,8.304984056,8.154151193,8.136032084,8.210090648,7.966209477,8.345857975,8.502747501,7.969597126
"GPAA1",8.817287045,9.595584692,8.668381723,10.43960962,9.223435289,9.145400983,9.24354846,9.128771201,9.592018524,8.885160061,9.785955548
"GPANK1",5.314795435,5.296169482,5.135086212,5.024285466,5.412305479,4.873284089,5.155323853,4.714491658,5.146366559,4.841772625,5.282616393
"GPATCH1",6.407703109,6.998715856,6.649230186,7.042637232,6.993742833,6.523821646,6.97421487,6.814258046,6.590662404,6.836181927,6.596177219
"GPC3",7.091035124,6.282808164,8.61281654,9.92962314,6.421414092,6.612395047,7.461288097,5.136157699,7.630750089,5.026495614,8.633759021
"GPD1",6.187003695,5.124884501,8.119952153,5.086805126,6.219143151,6.72651422,6.820857216,6.875173906,6.184914102,5.504262663,6.72194798
"GPHN",8.951854737,8.106304113,8.79168644,8.30332619,9.053051893,8.736794916,9.315968177,9.052477952,8.598582849,8.060383804,9.094560023
"GPM6A",6.019929105,5.733543779,6.020453153,5.442050781,6.220310583,6.159010779,5.809293521,5.420276848,6.103054624,5.092068744,5.766244114
"GPN2",7.950428308,8.478319282,7.808230864,8.019573122,8.2472673,7.912051613,8.212880435,7.766154022,8.422259654,8.316821847,8.167387882
"GPR107",4.568002383,4.551116455,4.804258284,4.733308017,4.711306068,4.641781397,4.669586578,4.783440863,5.085164149,4.799958333,4.523231181
"GPR158",4.500064462,4.470320513,4.587391446,4.482658541,4.461235508,4.533690815,4.481132547,4.449942437,4.524336715,4.523574084,4.369306426
"GPSM2",6.317821602,6.017493721,5.916171609,6.92539811,6.01472171,6.232675422,5.727875133,6.439609964,5.753563253,6.107050952,6.129782604
"GRAMD1C",5.741937638,6.00168527,6.425839511,5.988333552,6.656585869,6.449449787,5.202992322,6.725413001,6.397673427,6.683079942,5.687112925
"GRB2",7.915252268,8.058383721,8.225132522,7.833749184,7.623070984,8.275714204,8.270166461,8.219830393,8.302544516,7.795940634,8.057949401
"GREM2",10.41755186,7.626816363,7.713534462,7.726212839,9.193551152,9.049847328,8.384826485,9.943530932,6.48043006,8.511713724,8.859855777
"GSK3B",8.798335684,9.492974664,8.7969313,9.325578468,9.24467186,9.44298404,9.374228407,9.192302356,9.152512008,9.203820432,9.126008424
"GSN",10.6968123,9.444246255,11.01738214,10.04785899,10.35818286,10.63965132,9.255026619,11.10470356,10.60931816,10.50511422,8.562216407
"GSPT2",8.629666183,8.340159447,8.518254509,8.589536723,8.262344834,8.953424216,8.265689973,7.892039732,8.28872855,8.120710801,8.154856843
"GSTA1",13.14985811,14.14098906,14.11384894,12.07788794,13.46218989,13.95496394,13.13625446,13.79780687,10.80884226,11.50618329,13.53843449
"GSTA2",12.64738135,13.85468098,13.74239459,11.49571549,13.080132,13.61407801,12.56768346,13.37896158,10.47027852,10.36068302,13.00657426
"GSTA3",5.601597686,7.287387567,6.934953173,4.741636543,5.814730606,6.21533267,5.653935203,5.673218255,4.989979374,4.881156101,5.672984013
"GSTA4",7.45908047,6.759108195,7.177826877,7.701500135,6.973276154,6.555757095,6.754562351,7.691821616,6.958152585,6.660699281,6.723255191
"GSTA5",8.490877408,10.29614202,10.03386657,6.957498285,8.651078037,8.772044794,7.705400237,8.091930514,5.519778922,5.951403228,7.964206911
"GSTM1",12.46444583,10.60817269,9.154632971,13.14985811,12.97612793,13.26337964,12.6100083,9.980225089,11.34185592,9.981853596,13.30118265
"GSTM2",12.46444583,10.60817269,9.154632971,13.14985811,12.97612793,13.26337964,12.6100083,9.980225089,11.34185592,9.981853596,13.30118265
"GSTM3",6.849609055,5.457133217,6.31933528,4.754229022,6.210351638,6.31933528,6.364887297,6.423768355,7.00117131,6.480123869,5.401447064
"GSTM4",6.114072276,6.578641624,5.674244728,6.59710901,6.707677724,6.548944491,6.285314199,6.36770743,6.489787491,6.097250269,6.750965702
"GSTM5",4.792097045,4.607469679,4.664799864,4.543863802,4.508966771,4.585358853,4.661036256,4.460190174,4.906146693,4.813728071,4.602029319
"GSTO1",12.76952864,13.45127798,12.87554659,12.3678835,12.90515732,12.95913479,12.73832134,12.43623014,12.95109381,13.21338832,12.8611496
"GSTO2",6.047677351,6.871211225,6.417123629,6.751886192,5.491674524,7.345527306,6.904581821,6.830340464,6.904295638,6.081395497,5.394714125
"GSTP1",9.606544623,8.63146079,9.393808826,8.257082233,9.630633893,8.836893977,9.426455488,8.909580954,9.853545831,9.327212675,8.888697202
"GSTT2",6.050535919,5.562530676,6.756939869,7.693849265,8.46365285,7.781640129,7.708204743,5.494895437,6.753342182,7.271589741,5.569718555
"GSTT2B",6.050535919,5.562530676,6.756939869,7.693849265,8.46365285,7.781640129,7.708204743,5.494895437,6.753342182,7.271589741,5.569718555
"GSTZ1",9.997311034,10.22879373,9.349166055,8.478319282,9.551112466,8.924933498,9.415245322,8.939925518,8.307445502,8.686422719,9.435086647
"GTF2H4",8.562553845,8.395900767,8.480923209,8.027080373,9.014406076,8.659171092,8.96249329,8.485167206,8.502293219,8.557306245,8.708196682
"GTF2IRD1",6.349000636,6.508516475,5.534619856,6.802904035,6.237176066,6.436111341,6.414148153,6.172115397,5.696325331,5.278771343,6.095719237
"GTF3C2",8.339751482,8.693135407,7.741752014,8.921817729,8.332910669,8.326976137,8.48743964,8.339751482,8.420013592,8.739492869,8.403734112
"GTF3C3",7.603282167,8.863840426,7.759411612,8.755351678,8.050169878,7.596107072,8.044571747,7.64463915,7.724020929,8.108395912,7.946196263
"GTPBP4",9.473412804,10.29509774,9.183321171,9.188250711,8.810365686,9.249738799,9.211939163,9.013900629,9.086820027,9.057345682,9.53093316
"HAAO",6.617303771,7.673662503,7.468399126,7.347794416,7.844075604,7.395438303,6.969273381,6.989620854,5.683941447,6.826759697,7.313448081
"HABP2",11.20416843,10.89864764,11.13838925,11.09896552,11.72779121,11.45471982,11.34185592,11.17905841,10.99201781,11.12252154,11.49418533
