"","HDN-1","HDN-2","HDN-3","HDN-4","HDN-5","HDN-6","HDN-7","HDN-8","HDN-9","HDN-10","HDN-11"
"SSRP1",5.762097637,6.570428369,6.202858683,6.115802922,6.042576473,6.227379193,6.067532205,5.80205451,6.413615451,6.376968585,6.205387054
"ST3GAL3",6.695238985,6.401745563,6.324692846,6.334365298,7.322866734,7.22991602,7.062164125,7.43979919,6.385251192,6.954381264,7.149958185
"ST3GAL6",8.445802713,8.487758429,8.880429657,7.413177373,9.004630959,9.100458892,8.254616485,8.459866651,8.036612704,8.46365285,8.644253756
"STAG1",7.176917727,7.455971792,7.409235425,7.58315966,7.488651579,7.405762643,7.321790698,7.788782838,7.471536799,7.53478344,7.548665652
"STAM",6.426922267,7.020719175,6.916052653,7.565549127,6.953440211,7.30743321,7.095992511,7.142837996,7.355383507,6.815169323,6.744564243
"STAMBP",9.118157258,9.476644969,9.411829885,9.842082944,9.027006759,9.088914173,8.922878323,8.661458749,9.373595719,8.896048469,9.008838927
"STARD7",11.44431273,11.24328344,11.21969634,11.75717357,11.3242426,11.16674301,10.79755954,11.24492043,10.65037581,10.54697577,11.41284546
"STAU2",7.059625418,7.670180626,7.452502327,7.936755456,7.073832054,7.605699186,7.567410473,7.31542185,6.720879477,7.003164203,8.056688833
"STEAP3",10.6919381,9.863768356,11.3483191,11.25144916,11.18044051,11.49233104,11.70940783,10.8046883,10.98115787,12.19020305,11.09468961
"STIL",6.400252646,6.079022007,6.155597381,7.553583166,6.001189112,6.0805569,6.41938272,6.878939808,6.147376175,6.757891462,6.159856732
"STIP1",9.146614646,9.141677008,8.859855777,9.314228087,8.629666183,8.93636238,9.280773223,8.69724622,8.87790076,9.091855489,9.179482896
"STK24",10.31503301,10.64400216,10.22475405,11.39146515,10.29068872,10.15204325,10.43151787,10.41056499,10.8191708,10.93562786,10.44768535
"STK25",8.246035176,8.560939763,8.057949401,9.22504869,8.579676806,8.335447544,8.437145742,8.132063078,8.79412953,8.457742437,8.444955235
"STK3",8.273066673,7.895664353,8.306606429,8.825390755,8.305775969,8.414454569,8.627271985,8.273455315,8.524295216,9.008838927,8.499022913
"STK35",6.381971965,6.491122917,6.406498497,6.10414855,6.426922267,6.381360351,6.479295684,6.765634332,6.209454989,6.831834205,6.57921518
"STK39",6.485533052,8.285318983,5.978622245,8.11047029,6.115520354,5.688680514,6.038707189,5.97084437,7.327530002,6.06057091,6.319077923
"STMN1",5.918829903,6.795421684,6.560119777,7.861937587,7.167307706,5.895497642,5.821330942,6.713086164,6.993742833,6.158501087,6.334365298
"STOM",9.085786647,7.728315511,9.191728446,8.590039621,9.027667706,9.96766382,9.54450086,10.40769863,10.52084472,10.50406286,10.05847031
"STOML2",10.7938986,11.1351308,10.69317013,11.29935618,11.07835946,11.06623037,11.30102035,10.80235646,11.23664227,11.00288367,11.39927702
"STRBP",6.958749458,6.362760191,6.254431988,7.19251838,6.876717389,7.022637925,7.158152739,6.709499176,6.5958831,7.26104447,7.210732512
"STT3B",8.229344713,7.728783927,7.80123734,7.614886657,7.466740313,7.847348006,7.613020711,7.909316367,7.864254438,6.620814101,7.85038369
"SUCLG2",11.72981236,11.76730698,11.99242827,11.36718167,11.08112973,11.37636647,11.07041978,10.76609062,10.64170638,10.92930934,11.03580291
"SUN2",12.37042036,11.72779121,11.69215001,11.4491347,12.16321947,11.70541546,12.16832846,12.11761822,11.65894472,12.46155141,12.10239508
"SUN5",5.079453814,5.135187664,4.882501571,4.591365382,4.818068223,4.68197179,4.848422031,4.670503519,5.110968946,5.202352809,5.238283066
"SUOX",10.73665252,10.58718382,10.79030763,10.78886952,11.0572159,10.97568012,10.74013914,10.18565506,10.6919381,11.12087662,10.568447
"SUPT16H",9.397483175,9.700271839,9.178473401,9.861628059,9.417260854,8.9614073,9.346157852,9.271688146,8.98364763,9.671976541,9.463914487
"SUPT4H1",8.538184082,9.247595206,8.907047334,9.250319131,8.930071543,8.968467551,8.491806919,8.907047334,8.945601975,8.619446829,8.682091339
"SUPV3L1",7.969165535,7.839471235,7.917848412,7.703590158,8.258797569,8.030720598,8.279180355,7.933677703,7.734246852,8.428099708,8.316821847
"SUV39H1",7.68735189,8.485670858,7.306150863,9.549345639,8.225132522,8.081153944,8.14982593,8.177343193,7.798133465,8.124226057,8.264822926
"SUV39H2",6.446045981,6.381658313,5.383380904,6.128970215,6.067765608,6.464019353,6.171858937,6.514201618,5.910156564,6.6489534,6.077121257
"SUZ12",10.10316422,10.09825926,9.825745699,11.34500003,9.91752541,9.980225089,10.37135511,10.28186205,9.869263508,10.43362155,10.10637457
"SVEP1",8.105926692,7.222718884,8.226004914,7.104469445,8.182076941,7.757221385,8.158383833,8.025528273,9.431400475,8.196755068,8.236610796
"SYT13",5.029773077,4.608505354,5.119926601,6.031598154,4.731727958,4.689830485,4.701104593,4.569380205,5.822246951,4.840914622,4.569970669
"TACC3",4.973009123,5.595301786,5.404579711,5.891376436,5.550814634,4.788418022,4.890650145,5.036397389,4.812546911,4.883555291,5.121737653
"TACSTD2",7.029480019,4.972381673,6.332137369,7.444402591,5.599718564,5.960094086,4.708026556,5.446324401,9.199537288,8.075514452,4.784118124
"TAF12",7.905491102,8.059569921,7.610504514,8.260652125,7.788782838,8.049388661,8.131242445,7.954640086,7.819995441,7.516845279,7.953022235
"TAF1A",4.924808798,5.558395649,5.347711388,5.175343093,5.487662396,4.826251816,5.270293,5.215795596,5.184895268,4.995624637,4.904363963
"TAF2",6.813472041,7.029194753,7.142499018,7.452502327,6.920203189,7.434957768,7.219969085,7.465223957,6.829341527,6.794535701,7.702911846
"TAF4",7.594938685,7.874240288,7.320531832,8.070706351,7.48633728,7.97981732,7.925390393,8.072334779,8.060771528,8.046191874,8.007014152
"TAF5",5.930904011,5.690173103,5.688463145,6.02190126,5.936778805,5.721079099,5.672111396,6.232675422,5.54885167,5.326040179,5.539997104
"TAF6",7.620238425,8.240511912,7.382404877,8.148488884,8.253385039,7.495500769,7.909676157,7.470106356,7.139297943,6.46951005,7.548016908
"TALDO1",11.63633231,12.41632877,11.9641295,12.33878806,11.96658374,11.93291608,12.16321947,11.99242827,11.99675923,11.41448547,12.0950816
"TAPT1",8.142806345,8.092719712,8.144908512,7.282278516,8.137731099,7.951821836,7.270120926,7.194200208,6.516603703,7.184175346,7.178541891
"TARBP1",6.2100334,7.005802539,7.078804065,7.12998054,7.015859826,6.641681194,6.685316009,6.551135512,6.788772042,7.01357882,6.859951506
"TARDBP",6.251674042,5.660168643,5.610133589,6.082497622,6.247211043,5.815646737,6.197587251,6.157433113,5.378385694,6.053875467,5.631483942
"TATDN2",7.389730003,7.274396882,7.33035942,7.470822723,7.328185626,7.148629032,7.088289705,6.817986441,6.658940755,7.56963078,6.728008105
"TBC1D13",6.527639671,5.915236924,6.663346986,7.520065689,7.244928167,6.900259313,7.221683039,6.989267155,7.010098458,7.489637587,7.003491845
"TBC1D14",8.226399602,8.52383474,8.515168694,9.255593469,8.245603758,8.75829495,8.549050513,8.121180491,8.237073857,8.759712787,8.150549339
"TBCC",6.531714585,6.863134682,6.645418326,6.73759205,7.121881864,6.752808006,6.978024401,6.714291061,7.09469507,7.079192879,6.918494464
"TBL2",7.349954466,7.273659213,7.344479356,6.928278833,7.468399126,7.477658444,7.173592977,7.159514794,7.620238425,6.268841995,7.281280145
"TBX15",8.816812843,8.490085307,8.625357776,8.44029702,8.473033611,8.928469676,8.645120002,9.571491758,6.23919782,6.787758473,8.92600854
"TBXA2R",5.596762825,5.014382907,5.831306138,4.653630718,5.794661148,4.708026556,5.690633942,5.324188964,5.326801154,5.512575076,4.927891275
"TCEA2",11.20279794,11.42601317,10.73298877,11.15473132,11.53624726,10.24665707,10.26258075,11.69019112,9.774706517,10.53226754,10.61684904
"TCERG1",6.999007246,7.059918114,7.076220129,7.040965386,7.040677145,6.839816601,7.039735501,7.177530022,6.795421684,7.2648484,7.219602052
"TCF19",4.559754198,4.635757651,4.737797436,4.833420934,4.631065722,4.676083947,4.696689076,4.520788596,4.621461924,4.969440596,4.740034459
"TCF21",6.223369225,4.819372064,5.890606771,4.656882563,5.33011222,5.428956723,5.385895063,5.526862733,4.923280326,5.386870883,5.172134563
"TCF7",4.702669741,4.945654364,4.65606762,4.963960944,5.183461306,5.023574666,4.942922917,4.765313147,5.14491076,4.981038366,5.528495679
"TCF7L1",4.899959434,5.512753309,5.351848113,6.867592742,6.165676687,6.269112821,5.617150969,5.261940662,6.132503873,5.693597404,5.720411211
"TCF7L2",5.805674054,6.093031083,5.683704434,5.970357186,6.337767604,6.380213614,6.370911342,6.4869917,6.248948647,6.954067944,6.199798182
"TCFL5",6.539040108,6.507010643,6.745131845,7.709898339,7.41670361,7.232712374,6.177164579,6.767239648,6.550835564,6.407364752,7.091621873
"TCHP",5.634389699,5.619125296,6.073669953,6.265451564,5.107253323,5.73583776,5.368934256,5.81849635,5.307695762,5.464043149,5.135842268
"TCP1",8.42049875,8.769204437,8.196307038,8.426262036,8.007014152,7.758335117,7.749307145,7.515767068,7.825502647,7.650853065,7.897599366
"TCTN2",4.5777329,4.491745968,4.605057928,4.460190174,4.531629439,4.48239162,4.468649708,4.486506218,4.684166041,4.481555912,4.500027957
"TDRKH",5.214095471,5.441352216,4.982466862,5.349208019,4.788893729,4.692987937,5.12890533,4.740166381,4.611664821,4.670660975,4.904223861
"TERF1",7.902837405,7.645673855,7.679572172,8.608303488,8.180866639,7.43255475,8.151741136,7.771502525,7.447844756,7.854681107,8.142806345
"TERT",4.801505403,4.704719011,4.596610648,9.789411721,7.235421351,4.621970136,4.589527778,4.649742194,4.818843746,4.796109923,4.524489967
"TEX10",6.728654179,6.121831498,6.920494918,6.98003381,7.026977796,7.087918795,7.00844648,6.907363703,7.353686563,7.359433875,7.143121966
"TF",15.36550033,14.92968736,15.17334396,15.04674202,15.01797082,15.17334396,14.76792872,14.94379634,14.92968736,15.10558798,14.90643066
"TFPI2",5.028389411,4.628747227,5.353079923,4.50564538,5.221143604,4.84479277,4.701221028,5.252976683,4.907423688,4.58333079,4.770999196
"TGFA",6.096526989,4.779646794,5.761021022,6.032133277,5.108037226,6.051356551,5.318997977,5.255016669,6.392849879,5.627584489,6.068907679
"TGFB1",6.098091709,5.8997108,6.050292106,5.526256244,6.240621987,6.2822568,6.258419802,6.470374882,6.787758473,6.681170847,5.851770678
"TGFB2",4.556377525,4.689231374,4.492880227,4.497108535,4.515542731,4.57794804,4.624050506,4.83298248,5.258626606,4.522052173,4.564057737
"TGFB3",4.550267734,4.622828434,4.526694513,4.610508351,4.588601534,4.822160476,4.555781948,4.928047714,4.988307675,4.644539855,4.944197945
"TGFBR1",4.967702913,4.75904372,4.558948211,4.675260378,4.710913318,4.653367932,5.185406158,5.14780117,4.861972723,4.86662629,4.783154709
"TGFBR2",10.02738098,9.842932921,9.982531038,9.953955606,9.897295253,9.939539493,10.27250198,9.970962555,10.21800808,10.42756832,9.762651308
"TGS1",6.363754687,6.078696146,5.71657815,6.24359416,6.423768355,6.609324001,6.776060213,6.138824285,6.150811549,6.285314199,6.536881125
"THEM4",5.44280191,5.418390678,5.763157944,6.005614343,5.700841245,5.391065323,5.508756877,5.341003113,5.202609389,5.309960375,5.427860691
"THOC2",8.174845796,8.059989544,7.883418918,8.636483313,8.195139585,7.771128746,8.501406943,7.737699308,8.113183043,9.045174355,7.647947767
"THOC5",8.001485841,8.589071926,7.830020237,8.042677323,8.345857975,8.363889599,8.35127388,8.12352717,8.441104892,8.306606429,8.086776553
"THOC6",7.107283594,7.446774488,7.432919188,8.392765331,7.773963975,7.631459991,7.91124622,7.721019952,7.982404774,8.309662235,7.828432292
"THRSP",10.18723796,6.336085922,11.76519759,7.709229541,10.83787404,10.61684904,11.50088269,10.49814568,9.019470205,8.952884749,10.37224749
"TIGD1",4.836519024,4.644093387,4.745127427,4.787461691,4.67325362,4.707045982,4.896130082,4.592662758,4.762965994,4.983599136,4.537207003
"TIGD2",8.561388594,9.60398813,7.773963975,8.410261987,8.85836474,8.732912495,8.259255509,8.070346657,7.121194495,7.932569656,7.902504569
"TIMELESS",7.396852798,8.049388661,7.7258208,9.122577132,7.597881118,8.18846478,7.731136645,8.078346517,8.268220156,8.023826806,8.138075702
"TIMM13",4.475320012,4.689031755,4.764382618,4.74295864,4.572384897,4.62775066,4.730249767,4.832061406,4.601825736,4.784677377,4.611839851
"TIMM17B",7.078804065,7.676379802,7.678156224,8.441535613,7.541936418,7.564844714,7.304796649,7.336464841,7.554294647,7.19251838,7.328828804
"TIMM50",4.545900789,4.436602934,4.42773523,4.497082768,4.483703136,4.518446337,4.42045073,4.458116489,4.512562922,4.622047149,4.461407407
"TIMM9",7.246217495,7.558058124,7.140973005,7.353686563,7.423014118,7.325190568,7.195213118,7.109223049,7.325190568,6.723255191,7.327151317
"TINAGL1",5.332103409,4.539032991,4.80339095,4.90595307,4.926286555,4.966840189,5.109907815,5.213184733,5.144144672,5.227520662,5.084621988
"TIPIN",12.06635867,12.08745604,12.40903926,11.76519759,12.22244788,12.45560136,12.21238156,12.33064957,12.54206067,11.97486197,12.23119678
"TK1",5.606022648,6.304371044,7.253031263,8.712007617,6.441071958,6.008559872,6.28413202,7.54436353,6.860809965,6.058267419,6.713086164
"TKT",8.913687611,10.45917191,9.30783978,9.821315725,9.389538466,9.057345682,9.642707798,9.095091781,10.13541866,9.930386833,9.716281745
"TLCD1",6.292609905,6.178848155,6.51126665,7.664273906,6.223369225,6.060333113,6.347326104,5.952398906,6.753657772,6.226204161,6.965884859
"TLE1",7.806912071,8.79412953,7.173592977,8.211260328,8.400089384,8.251756374,8.09757459,8.048610288,8.110095178,7.569241672,7.887707799
"TLR4",5.993179365,5.453783024,6.611185226,5.581772832,6.158774855,6.188649989,6.409502323,5.985566847,6.030461101,5.893482665,5.919584085
"TMEM106C",8.652368878,9.486007686,9.489828872,10.35623662,8.849723001,8.599385529,8.71013296,8.468662522,8.83603645,8.63508287,8.442833083
"TMEM30B",7.780170276,9.077860696,8.185374666,8.638815216,9.035425499,8.426262036,8.757236675,9.024786484,8.628726026,8.611927852,8.751937279
"TMEM45A",11.9708252,10.12808599,10.67620225,8.20023807,10.70521102,10.53019132,10.04785899,10.35542051,10.34608255,9.699590791,9.775414931
"TMEM53",7.253704219,6.707984466,7.509653692,5.874528078,7.090338836,7.510015343,7.271222627,7.027632848,7.692883466,7.050387566,6.841485014
"TMEM65",5.183834858,4.797884054,4.590269875,4.92056956,4.65919121,4.669318014,4.698252269,5.133181835,4.76383086,4.924640266,4.922281782
"TMEM68",4.989330889,4.971525764,5.046551506,4.910489977,5.004180412,4.654711745,5.173450887,5.068884796,4.66212198,4.61759289,4.886253515
"TMEM69",7.233345763,7.908518825,7.885387934,8.287080623,7.989072857,7.905855085,8.084744827,8.18674292,8.390724813,7.182531356,7.948895546
"TMEM9",8.71804698,9.372900902,8.785915454,9.570752928,8.810862423,8.347561914,8.83603645,8.993942414,9.576013053,9.239060262,8.616701519
"TMPO",6.269702546,6.516912629,6.192243654,7.129654909,6.583095853,6.676177075,6.276852868,6.822447065,6.120796438,5.744896286,7.180472306
"TMSB10",12.21238156,12.48087427,12.41632877,13.05098981,12.42994322,12.06853373,12.99101962,12.27942591,13.31064115,13.10268542,12.25834278
"TNF",5.163701041,4.863531124,4.872129103,4.799199773,5.07175364,4.797273217,4.551285701,5.016557555,4.894913478,4.796054967,4.951306473
"TNFAIP2",7.422282603,6.527639671,7.742091649,7.492376561,7.013254925,7.298671609,7.624768742,7.490348854,8.71804698,8.695893597,7.751138259
"TOMM20",9.822677877,10.20843747,9.655808681,9.991544766,9.713335745,9.837124929,9.448705606,9.514382468,9.303022514,8.644716747,9.979419874
"TOMM40L",6.755598692,6.508812186,7.205811803,7.20390674,6.276852868,6.095719237,6.445155396,6.020175821,6.970524518,7.152827946,6.608401169
"TOP1MT",8.431684995,8.897546069,8.597804793,8.875884252,8.82879977,8.863313317,9.472810957,8.27866989,8.801732738,9.30783978,9.292916079
"TOP2A",5.134356853,7.051322905,6.10511619,9.855828548,6.708883561,4.512226311,5.049733627,6.88961066,5.959824282,5.373522992,6.143117983
"TOPBP1",7.281633266,7.476345126,7.605018075,7.627876136,7.010783391,6.693663818,6.868898122,7.256096372,7.06649137,7.12323506,6.888300721
"TP53",4.681551151,4.513877982,4.615782452,6.002669718,4.722486857,4.797144922,5.3427674,4.718457654,5.179420262,4.747525457,4.861126757
"TP53BP2",8.805531038,8.979592961,7.326827819,8.938298442,8.856921355,9.197358924,7.907804946,9.50975565,8.500499555,8.755814367,8.779464965
"TPD52L1",9.187144323,8.929564155,9.374684011,8.051279379,8.97584973,9.309540335,8.768301183,8.82307051,9.149337861,7.365254233,9.071696281
"TPD52L2",9.686600683,9.432772191,9.370006488,10.01410149,9.587389008,9.614612929,9.947946752,9.483369851,9.973237314,10.46915341,9.776907884
"TPM3",11.65894472,11.74916215,11.29113806,11.74550163,11.39146515,11.13838925,11.54186229,11.47910379,11.44241344,11.52904045,11.47213477
"TPMT",9.945158243,9.701057085,10.29897542,9.605944444,10.25844835,10.01574297,10.46915341,10.40579026,9.938661068,10.53664973,9.961943316
"TPPP2",4.721058897,5.42879865,5.441857901,4.903770619,6.139125251,6.127035904,6.350826855,6.484364138,4.619746907,5.83246817,6.115233653
"TPR",8.25627124,8.764441045,8.588123362,9.44484982,8.600273394,8.418693476,8.85454711,8.63508287,8.266068854,9.295656752,8.615801116
"TPSAB1",5.375468877,4.566292231,4.935026065,6.395036414,6.563330483,4.821692274,4.683407631,5.512753309,4.596157353,4.822634588,5.190223138
"TPX2",4.938100964,5.476836717,6.040213816,6.718937833,5.643677984,5.178297916,5.212928056,5.918591286,5.670954649,4.952001018,5.411122191
"TRAF5",5.888069784,5.804694462,5.920295782,6.862501956,5.590440035,5.48485762,5.945634676,5.513158354,6.232382959,5.715150995,6.288559801
"TRAPPC2L",10.04090364,10.39632296,10.29509774,9.646438964,10.26618982,10.4284721,10.27329989,9.548047296,10.07870393,10.10552914,10.02738098
"TRIM10",6.033143383,7.143121966,6.572257217,6.329329245,6.713086164,6.689665621,6.492006905,7.239982065,6.623168139,5.96958342,6.655888833
"TRIM11",5.546129198,5.741937638,5.452694136,6.334944871,5.828701344,5.808315582,6.037612302,5.713300001,5.929899318,6.327152002,6.113007862
"TRIM15",8.525025527,7.927597396,8.828269865,6.773259018,8.170113488,8.086776553,9.11671458,9.293492507,9.543946726,8.275312567,9.787482799
"TRIM16",4.814786369,4.793026182,4.741424956,4.626584634,4.620446569,4.777300575,4.829306068,4.732099389,4.737059209,4.729038541,4.768032377
"TRIM22",7.782070588,6.837378813,9.523011287,7.638899331,7.57283848,8.215021704,7.777153054,8.304584761,8.415650273,7.729973453,7.705400237
"TRIM24",7.219292261,7.830020237,7.621386667,8.332528871,7.350624882,7.719250359,7.909316367,7.551466715,7.06319746,7.518603592,7.606364308
"TRIM28",7.690262203,7.701500135,7.715309323,8.234948872,8.16309088,7.876911589,7.881343477,7.613451424,8.001835654,7.833400073,8.195480403
"TRIM32",6.46581456,6.224237946,6.14393188,6.992095522,6.372101938,6.230496755,6.076599645,6.224015397,6.670298472,6.526781174,6.535425549
"TRIM71",4.815752678,4.938215812,4.621424885,4.804375949,4.765520773,4.687106904,4.659735564,4.686878531,4.635210394,4.666287033,4.898463855
"TRIP13",4.416527024,4.673529677,4.686279589,6.495634865,4.397210774,4.601110227,4.696098287,4.858172052,4.989894943,4.558373449,5.010720382
"TRMT1",7.636319082,7.135952247,7.526103166,7.670180626,7.995195382,7.802330584,8.281529777,7.589492833,8.196755068,8.02629398,8.01529129
"TRMT112",11.02130437,11.67278258,11.01215127,11.14283199,10.88627473,10.99624612,10.70136556,10.62276674,10.90538082,10.16051475,10.91226497
"TRMT12",7.125773868,7.343130924,7.28773256,5.937276653,6.987011756,6.902997555,6.895171698,6.131412884,6.600264625,7.081745022,7.368771153
"TRMT6",4.73872438,4.632324954,4.650045802,4.629339209,4.636726544,4.577318983,4.606576335,4.546759823,4.743839187,4.471751644,4.508792513
"TRMT61B",6.726199243,6.867592742,6.895171698,7.482439579,6.894003155,6.585518401,6.743376675,6.797316804,6.971444989,6.90329001,6.679416897
"TRNP1",7.958865329,8.639272713,6.3937092,5.434483661,7.409648015,5.551219534,7.743609904,7.080508186,9.699590791,6.527334729,6.976254059
"TROAP",4.650188081,4.684182475,4.555236942,6.117175752,4.583268315,4.577440616,4.602884509,4.839935597,4.499250267,4.544261302,4.827125762
"TRPM8",8.215829481,7.003491845,9.166050642,8.82879977,7.029480019,7.379277755,7.958453745,8.455972502,6.745131845,6.096000842,8.021487038
"TRPV4",6.221666931,6.055394468,6.268519138,5.309120255,5.997467186,6.205962636,5.62195928,6.141882797,7.642557014,5.860263512,5.809052959
"TRRAP",8.184504933,8.60325685,8.573824482,10.06631232,8.970059376,8.917059517,9.365530367,8.797834303,9.135653903,9.506872143,8.864291353
"TSC1",7.842715691,7.169262732,7.436683622,7.68211759,7.809374884,7.450336905,7.699212613,7.438069057,7.211019641,8.011055536,7.248927652
"TSC2",6.503886284,7.114487209,6.908905322,7.415952757,7.646825969,6.926057483,7.488299137,7.667959706,7.185575807,7.388340877,7.171641928
"TSEN2",7.380960259,7.490966165,7.279924509,6.739487298,7.472230411,7.128580165,7.537203534,7.067102194,6.908357871,7.566729646,7.403598551
"TSG101",10.15614762,10.49322243,10.16309914,10.16051475,10.16135047,10.11126957,10.10963083,10.41470192,10.44067709,10.07549859,10.45626757
"TSNAX",7.752204842,8.038979944,7.592836887,7.885019275,7.463375457,8.190846302,7.73542851,8.25665755,8.038549483,7.156225498,7.793615423
"TSPAN1",5.482604702,5.809996206,5.685278705,5.277052696,5.650857072,5.61332647,5.520323857,5.35849248,5.730504214,5.784323474,5.626391748
"TSPAN7",8.540493693,5.965692217,8.850254001,7.437712025,8.100714389,8.122730266,8.51304993,8.610555631,7.151268899,7.382060514,8.030317511
"TSPYL1",9.662324065,9.616632873,9.635355011,8.970571743,9.283492761,9.473412804,9.01893702,9.221784995,9.078899828,8.263927168,9.285194571
"TTC21A",5.189865526,5.451947032,5.150708994,4.687020742,4.945831692,4.933200254,5.34725864,4.897259381,4.879815409,6.695598884,4.980578682
"TTC27",7.546546302,8.19793267,7.634831602,8.14982593,7.431893019,7.367412302,7.87387413,7.327151317,7.403598551,7.461658211,7.442950134
"TTF2",6.613865281,6.623168139,6.583693533,7.570046573,6.140264408,6.481015801,6.672090102,6.946818791,6.837378813,6.698436988,6.605899307
"TTK",4.608770779,5.238283066,4.650840596,6.4482312,4.890344283,4.479348803,4.701365766,5.318834275,4.788946774,4.625740374,4.772099066
"TTL",8.381290223,7.977030289,8.080684071,8.627271985,7.878408842,7.753300879,8.373282902,7.763197862,7.423696391,8.234123597,8.24203868
"TTPAL",9.835703299,8.380872186,9.818234928,8.219026582,8.907047334,10.22965838,9.240234101,9.181159017,7.83451913,9.453691268,9.497239616
"TUBA1B",12.51508502,12.56768346,12.44402964,13.28663168,13.04331008,12.50904872,12.86792889,12.48087427,13.45568976,12.60367393,13.06763298
"TUBG1",8.905898278,9.240234101,9.231710227,10.23062512,9.056780968,9.341559999,8.869836743,8.986715836,9.581777871,8.781183263,9.305467868
"TUFT1",5.950685757,7.1389788,6.323550497,7.358727414,6.414442252,6.749774019,6.408909646,6.843067436,6.264351379,7.553962413,7.093681774
"TXLNG",6.024573825,6.300813647,5.96958342,6.976603917,6.079295418,5.943401284,5.992155618,6.095719237,5.518601639,6.010313962,6.429426943
"TXNL4A",5.708848425,5.386870883,5.114898926,5.400692304,5.616713271,5.86176098,4.918940361,5.478691407,4.905552947,5.341315404,5.690896149
"TXNRD1",9.024786484,10.01797362,9.339799198,9.725483885,9.302383885,8.720727669,9.332609337,9.040422991,9.265332941,8.932500085,9.361124208
"TXNRD2",9.13721425,9.124309474,9.098877525,9.132845357,9.183321171,8.988210102,9.581777871,8.524295216,8.823516979,8.516053568,9.060456237
"TYMS",7.135952247,6.746074419,8.003558799,9.526198287,6.696577635,7.740607678,6.576680999,7.933326561,8.324364634,6.422288715,7.18387451
"U2SURP",7.598586346,8.594185053,8.035460096,8.133230027,7.792854832,7.833045931,7.99440343,7.630750089,7.709898339,8.575547288,7.76795505
"UBA2",4.815631829,4.746440715,5.189079115,4.845527358,4.954884273,4.77255099,4.610704157,4.607187979,4.819336393,4.853713196,4.492434024
"UBAP2",5.732830862,5.989326403,5.648026112,6.002956485,5.434108728,5.851007693,5.371633499,5.658704268,5.743070735,5.854218169,5.962869727
"UBAP2L",7.510397412,7.227081668,7.094024152,9.116124964,8.029069574,7.6966329,8.239617506,8.108792024,8.216630909,8.830715912,7.941322056
"UBE2A",9.101550091,9.082239534,8.997940586,9.653184335,8.864807662,8.651078037,8.469125033,8.808900062,9.083727951,8.418194384,8.930071543
"UBE2C",5.359554057,6.952711982,5.53661654,8.997411082,6.303248972,5.296588368,5.77313348,7.191212833,6.399409624,5.478498195,6.114072276
"UBE2D2",7.084315916,7.451106409,6.574242036,7.236020854,6.692786693,6.770724388,6.764011184,6.579852296,6.702113639,6.83345653,6.618773498
"UBE2D4",8.095530137,8.234123597,8.118788277,8.029419062,8.337120818,8.421397336,8.237888257,8.242469526,8.460755085,8.29318755,8.065086498
"UBE2I",9.592642846,9.576013053,9.269879832,9.788038441,9.584105638,9.463381212,9.369457945,9.462143361,9.990801498,9.56225155,9.417853509
"UBE2J2",6.181608024,6.176622961,6.227379193,6.256399947,6.24090408,6.095429696,6.367103756,6.613865281,6.497617023,6.618196853,6.510023184
"UBE2K",7.955386208,8.338042484,8.346712765,8.301154973,7.98318083,8.860301798,8.403734112,8.480923209,8.379592543,8.161381957,8.681581257
"UBE2N",9.272323099,9.200520869,9.057907806,8.914620795,9.071208005,9.116124964,8.668867061,9.19115547,8.90384291,8.55402691,9.214876151
"UBE2Q1",7.606727306,7.49857836,7.365254233,7.85038369,7.69252298,8.045766345,7.52040925,7.924986685,7.782070588,8.464600903,8.089196787
"UBE2S",7.436683622,7.319140496,7.314489362,9.315968177,7.687692943,7.634423352,7.281280145,8.073534916,7.868387746,7.635153158,7.989072857
"UBE2T",5.533873034,6.047419898,6.126496595,7.934432298,5.731406621,4.766568677,4.932592921,6.445747016,5.715888469,4.913764488,5.06224864
"UBE2Z",7.699212613,7.716475081,7.773279479,7.87498787,7.515767068,7.563489074,7.830796688,7.010098458,7.766154022,7.454940981,7.656963915
"UBE3B",5.221375521,6.218878898,5.903903293,6.067095358,5.907725262,5.379346765,5.234909088,5.128449976,5.297071594,5.189079115,5.215418692
"UBQLN4",9.208835307,8.69356364,8.743705947,9.335584176,8.769650606,8.99836834,9.281872194,8.986220432,9.348094595,9.516340894,9.113962906
"UBR5",6.773568309,7.115163926,6.785969236,7.753706176,6.882490766,6.602676275,7.217335251,6.905847873,7.003817925,7.471846623,7.257435088
"UBTF",6.22085831,6.396174625,5.756839532,6.397068948,6.288011623,6.290674738,6.392370048,5.591522441,6.203710602,6.551459789,6.088807181
"UBXN1",9.97404165,10.09193899,9.7409538,9.567505037,9.849536418,9.740287616,10.113602,9.664431673,10.12979794,10.03634259,9.807139219
"UBXN8",7.427566304,7.843409331,7.129654909,6.225263357,6.450886156,6.414709815,6.701813862,6.285595936,6.227379193,4.960624527,6.292862062
"UCHL1",4.703591988,4.43308109,4.648507699,4.682429242,4.862937917,4.604109932,4.924062348,4.661172706,5.685751434,4.626967693,4.791215188
"UCK2",6.879292466,7.681058452,7.182531356,7.75078661,7.419882902,7.388340877,8.074316129,7.433646115,8.025528273,7.686588633,7.773573232
"UCKL1",9.072175062,9.662324065,8.81182422,9.995882916,10.03874957,9.667933905,9.372262715,9.598137028,9.351521864,9.877316338,9.393219722
