"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"TCGA-DD-AAEB-01","6.4738907","5.4161004","0.6931472","6.4085288","3.2958369","4.1743873","2.8332133","7.0103119","5.9610053","2.4849066","4.4773368","5.8318825","2.9957323","3.7135721","4.6539604","3.5553481","1.6094379","5.0304379","5.2311086","6.7274317","3.7612001","1.7917595","4.6821312","7.6019020","2.8903718","7.9824163","0.0000000","6.3171647","4.4543473","6.5971457","1.3862944"
"TCGA-2Y-A9H4-01","6.5847914","5.3132060","0.0000000","6.9660242","3.5553481","4.4543473","5.8141305","7.2254815","5.3132060","2.3978953","5.1704840","6.0684256","4.0253517","4.5108595","5.1239640","6.1003190","1.9459101","5.0814044","6.1463293","2.3978953","3.9512437","1.3862944","5.7714411","7.0766538","1.6094379","6.1800167","0.6931472","6.5764696","6.1841489","6.7673431","5.0625950"
"TCGA-FV-A496-01"," 6.8101425"," 6.7440592"," 3.0445224"," 6.3099183"," 2.8332133"," 7.9540211"," 5.2040067"," 7.0842264"," 5.4161004"," 3.1354942"," 1.6094379"," 7.8111634"," 5.1059455"," 4.0430513"," 5.5721540"," 6.3885614"," 0.6931472"," 6.2126061"," 6.2633983"," 2.3025851"," 5.0304379"," 2.1972246"," 4.1271344"," 9.0996322"," 0.6931472"," 8.8424600"," 1.6094379","10.1381248"," 5.3230100"," 5.6489742"," 6.3750248"
"TCGA-DD-AACV-01","6.259581","3.828641","1.098612","7.133296","2.708050","4.927254","3.218876","7.895063","6.082219","2.197225","0.000000","6.855409","2.302585","3.367296","5.746203","5.398163","1.609438","5.924256","6.437752","2.564949","2.833213","1.945910","6.510258","8.558719","0.000000","8.281218","3.828641","1.945910","6.165418","7.299797","5.220356"
"TCGA-DD-AACU-01","5.723585","6.654153","5.407172","8.165932","4.219508","5.214936","6.165418","5.081404","4.454347","4.718499","2.079442","7.116394","5.262690","5.220356","6.329721","5.762051","3.295837","3.465736","5.497168","3.850148","6.013715","2.302585","4.564348","8.050065","4.007333","8.096513","3.713572","6.909753","6.180017","6.045005","5.505332"
"TCGA-DD-AAVR-01"," 4.204693"," 7.615791"," 4.330733"," 8.085179"," 4.927254"," 7.056175"," 9.055439"," 7.921536"," 5.241747"," 5.257495"," 1.791759"," 7.576097"," 3.367296"," 6.393591"," 6.842683"," 5.303305"," 3.806662"," 6.839476"," 4.110874"," 4.795791"," 6.846943"," 3.044522"," 5.153292"," 7.733246"," 3.951244"," 7.694848"," 3.688879","10.363567"," 5.370638"," 4.430817"," 5.117994"
"TCGA-DD-AAVS-01"," 5.402677"," 8.668024"," 5.141664"," 7.867106"," 3.784190"," 5.843544"," 5.236442"," 7.862882"," 5.384495"," 4.189655"," 0.000000"," 7.210080"," 4.060443"," 4.543295"," 5.420535"," 6.198479"," 3.135494"," 6.905753"," 2.944439"," 6.171701"," 5.648974"," 2.397895"," 4.584967"," 8.505121","10.404990"," 8.007367"," 3.258097"," 5.017280"," 5.950643"," 3.496508"," 3.433987"
"TCGA-DD-AAE6-01","6.1180972","4.0073332","2.3025851","7.7257714","1.0986123","3.2580965","1.7917595","7.0192967","3.8712010","1.6094379","0.6931472","7.2957351","2.7725887","4.9904326","3.2188758","2.0794415","0.0000000","6.3681872","1.3862944","2.1972246","5.8081425","0.6931472","2.8332133","8.8562336","3.2958369","8.1707514","1.7917595","4.8283137","4.9904326","4.0604430","7.0639040"
"TCGA-DD-AAC9-01"," 5.214936"," 4.025352"," 3.737670"," 7.218910"," 4.941642"," 5.393628"," 9.111514"," 6.599870"," 4.875197"," 4.382027"," 4.644391"," 6.645091"," 4.770685"," 4.828314"," 6.771936"," 5.730100"," 2.079442"," 5.976351"," 5.389072"," 3.761200"," 5.713733"," 3.850148"," 4.770685"," 7.409136"," 1.386294"," 7.719574"," 2.397895","12.073952"," 5.030438"," 6.253829"," 6.240276"
"TCGA-2Y-A9HB-01"," 6.340359"," 5.641907"," 2.397895"," 8.112827"," 4.804021"," 5.398163"," 4.174387"," 9.041567"," 5.308268"," 2.708050"," 3.970292"," 7.129298"," 4.477337"," 9.041448"," 5.942799"," 4.934474"," 2.197225"," 6.828712"," 2.079442"," 3.496508"," 4.605170"," 2.484907"," 5.998937"," 8.174703"," 1.098612"," 8.667508"," 2.772589","11.119913"," 5.828946"," 6.579251"," 5.874931"
"TCGA-EP-A26S-01"," 8.2819771"," 5.1929569"," 2.5649494"," 8.0248622"," 3.2580965"," 5.4249500"," 1.6094379"," 6.1463293"," 7.0681720"," 4.1108739"," 6.8090393"," 7.4633630"," 5.0369526"," 5.9814142","10.7431780"," 5.5214609"," 2.5649494"," 5.9215784"," 7.2584122"," 6.3153580"," 4.7957905"," 2.7080502"," 5.3706380"," 8.0462291"," 0.6931472"," 9.1376621"," 2.3978953"," 1.0986123"," 3.6109179"," 8.2784283"," 4.0775374"
"TCGA-G3-A25S-01","5.525453","7.550661","3.258097","7.243513","1.791759","7.888335","5.030438","6.439350","5.755742","1.791759","2.197225","6.616065","6.483107","4.127134","5.327876","4.574711","2.302585","3.401197","3.583519","2.564949","9.102310","0.000000","6.545350","6.366470","0.000000","8.094684","5.176150","3.367296","3.891820","5.164786","6.270988"
"TCGA-DD-AAEG-01"," 6.854355"," 5.602119"," 6.131226"," 7.929487"," 4.127134"," 7.772753","10.350510"," 8.125335"," 4.919981"," 4.488636"," 2.079442"," 7.411556"," 4.753590"," 5.398163"," 6.533789"," 5.777652"," 4.234107"," 6.599870"," 4.564348"," 3.784190"," 7.153834"," 2.397895"," 6.270988"," 8.207129"," 1.945910"," 7.892826"," 3.218876","12.201135"," 5.262690"," 6.293419"," 5.634790"
"TCGA-UB-A7ME-01"," 4.718499","10.002926"," 3.044522"," 7.755339"," 3.951244"," 5.863631"," 4.574711"," 5.455321"," 5.590987"," 4.969813"," 2.079442"," 7.705262"," 3.258097"," 6.496775"," 6.439350"," 6.212606"," 4.248495"," 6.972606"," 4.077537"," 5.023881"," 5.278115"," 2.302585"," 5.351858"," 8.014005"," 2.995732"," 7.688913"," 3.332205"," 4.330733"," 6.295266"," 3.367296"," 4.532599"
"TCGA-2Y-A9H2-01","5.4424177","0.6931472","3.9702919","9.3794078","2.8903718","7.7349962","5.0689042","7.6420444","5.8348107","3.9512437","4.9487599","8.4863215","5.5412635","6.7787849","6.4199949","6.7580945","4.8283137","7.1057861","7.5267176","9.2006940","6.2383246","2.0794415","4.6249728","7.0039741","0.0000000","7.4622149","3.6635616","9.0166343","7.1090621","5.9788858","5.1532916"
"TCGA-DD-AACY-01"," 5.398163"," 6.129050"," 1.791759"," 6.985642"," 3.713572"," 7.307202"," 8.614683"," 7.794411"," 5.204007"," 5.926926"," 1.609438"," 7.216709"," 3.931826"," 5.849325"," 5.942799"," 6.003887"," 2.833213"," 6.366470"," 2.197225"," 2.564949"," 3.713572"," 1.609438"," 6.421622"," 7.701652"," 0.000000"," 7.859799"," 1.609438","11.850176"," 6.115892"," 5.327876"," 6.214608"
"TCGA-DD-AACC-01","5.638355","7.821643","3.332205","7.021976","3.713572","7.372746","8.168770","7.782807","5.814131","3.135494","2.890372","6.632002","5.241747","5.971262","5.147494","4.574711","3.784190","5.902633","3.496508","3.806662","6.492240","1.098612","5.164786","7.742836","2.564949","6.811244","2.833213","9.671619","5.768321","5.556828","4.859812"
"TCGA-GJ-A3OU-01","6.8023948","5.7071103","5.1239640","8.5271435","5.3936275","7.6501687","6.5439118","5.8833224","6.5264949","4.9272537","1.3862944","5.8377304","6.1047932","5.6903595","8.2687318","6.2461068","4.6249728","6.0844994","6.0913099","4.2766661","6.7650390","3.9702919","6.6133842","8.8381166","0.6931472","7.3498737","4.0073332","7.2541778","5.6733233","5.2882670","4.7004804"
"TCGA-DD-AACH-02"," 5.472271"," 6.748760"," 8.213924"," 9.134431"," 3.044522"," 5.808142"," 6.196444"," 7.896181"," 4.787492"," 8.107720"," 6.598509"," 7.306531"," 6.403574"," 5.049856"," 7.789040"," 6.542472"," 3.465736"," 6.311735"," 7.387090"," 5.135798"," 5.361292"," 5.164786"," 6.363028"," 7.469084"," 4.605170"," 7.741534"," 2.484907","11.804064"," 7.370860"," 6.357842"," 6.970730"
"TCGA-DD-AACX-02","7.1444072","5.6489742","1.9459101","8.0169777","1.9459101","4.4188406","3.6635616","7.3172124","6.1800167","4.2046926","1.7917595","6.6644090","6.9660242","3.9889840","5.9610053","5.3659760","1.6094379","2.3025851","1.9459101","3.5553481","6.2186001","1.0986123","3.5835189","8.2057647","0.0000000","8.9962804","0.6931472","4.9698133","5.9738096","6.5352413","1.7917595"
"TCGA-DD-AADQ-02"," 6.3189681"," 4.6821312"," 6.6476884"," 6.2971093"," 1.7917595"," 3.9318256","11.4709361"," 6.7923444"," 5.3181200"," 4.2766661"," 1.0986123"," 7.1115121"," 3.8501476"," 4.2904594"," 5.4847969"," 5.3752784"," 2.0794415"," 6.7821921"," 5.9215784"," 4.4659081"," 6.3080984"," 2.4849066"," 6.4101749"," 7.1212525"," 0.0000000"," 7.8628820"," 0.6931472","12.4318407"," 6.4937538"," 7.0085052"," 5.8998974"
"TCGA-FV-A3I0-02","4.8978398","0.6931472","4.2195077","9.9839609","3.2958369","8.3426017","3.8286414","7.1608459","7.5320881","4.9052748","1.0986123","7.9676267","5.1984970","6.2065759","6.6732980","6.2065759","3.9318256","7.3708602","4.9344739","9.0310941","6.2324480","4.9698133","4.5747110","7.1959372","1.7917595","8.2273755","3.3322045","2.7080502","5.3082677","4.6051702","4.2046926"
"TCGA-5C-A9VG-02"," 4.770685","12.710924"," 3.912023"," 8.189522"," 4.343805"," 8.821880"," 7.978996"," 8.962648"," 5.966147"," 4.143135"," 6.775366"," 7.950502"," 4.007333"," 5.402677"," 5.849325"," 4.983607"," 3.688879"," 6.536692"," 4.795791"," 6.766192"," 4.875197"," 3.828641"," 4.983607"," 7.416378","10.972156"," 7.725330"," 3.713572"," 8.510773"," 6.180017"," 4.919981"," 3.784190"
"TCGA-GJ-A6C0-02"," 7.748029"," 7.415175"," 5.225747"," 8.516193"," 3.637586"," 7.410347"," 4.983607"," 7.413970"," 6.510258"," 4.927254"," 5.746203"," 7.180831"," 7.983099"," 4.369448"," 7.637716"," 7.013016"," 3.044522"," 7.004882"," 6.864848"," 5.030438"," 8.488794"," 4.290459"," 5.793014"," 8.384576"," 0.000000"," 8.170469"," 4.795791","10.691377"," 4.890349"," 8.213111"," 6.821107"
"TCGA-MI-A75G-02","7.210080","5.564520","1.791759","6.783325","3.737670","7.346655","2.302585","8.739056","6.265301","2.302585","5.111988","6.996681","6.690842","3.401197","5.159055","5.521461","1.945910","7.644441","6.432940","3.496508","5.568345","1.098612","3.828641","8.234034","0.000000","8.615227","3.044522","6.588926","5.888878","6.964136","3.637586"
"TCGA-DD-A73D-02","7.7794670","5.6801726","1.0986123","6.4297195","1.0986123","4.1743873","1.3862944","8.0808564","4.3944492","1.3862944","0.0000000","6.7226298","4.3307333","2.9444390","7.6610564","3.3672958","1.3862944","8.7457620","1.7917595","2.6390573","4.3820266","0.6931472","3.9318256","9.1856378","0.0000000","9.0020854","1.0986123","5.2522734","2.9444390","7.8107581","2.0794415"
"TCGA-WQ-AB4B-02","5.934894","5.123964","2.772589","6.705639","3.091042","4.672829","4.762174","6.167516","5.347108","3.688879","1.945910","6.052089","5.389072","4.234107","6.154858","5.003946","1.098612","5.105945","3.044522","3.091042","5.062595","0.000000","5.624018","6.980076","2.708050","7.840706","1.945910","9.464285","4.143135","5.981414","5.673323"
"TCGA-RC-A7SH-02","4.7621739","8.6204715","3.0910425","7.0048820","2.3025851","4.4308168","3.9120230","7.1300985","6.3491390","5.7203118","0.6931472","7.0613344","3.6375862","3.8712010","5.7037825","4.5849675","3.1780538","5.2729996","3.2580965","3.5263605","4.6634391","0.6931472","3.8501476","8.1004649","7.2056352","7.2909748","2.3025851","2.6390573","4.8903491","5.9506426","4.4886364"
"TCGA-DD-A1EL-02","5.924256","6.495266","9.375601","7.688913","3.218876","8.785998","6.464588","6.566672","7.340187","3.332205","3.258097","7.698029","6.175867","6.261492","5.398163","5.690359","5.093750","7.165493","6.214608","8.501470","5.129899","2.079442","4.997212","6.725034","0.000000","9.139489","4.934474","7.527794","7.210818","5.793014","3.091042"
"TCGA-5R-AAAM-02","7.319865","4.060443","3.044522","8.493310","4.488636","6.741701","8.281724","7.551712","5.683580","4.727388","4.510860","6.923629","5.308268","5.568345","6.664409","6.617403","3.555348","5.220356","5.220356","3.806662","5.796058","4.844187","5.525453","6.582025","5.308268","8.613594","4.094345","8.943114","5.420535","7.752335","5.752573"
"TCGA-2V-A95S-02"," 4.4308168"," 8.6806717"," 3.2580965"," 7.4506608"," 2.8903718"," 5.7037825"," 2.9444390"," 2.3978953"," 5.6094718"," 6.1633148"," 1.7917595"," 7.7061630"," 7.7052625"," 7.5005295"," 5.6204009"," 5.3132060"," 3.4011974"," 6.7381525"," 5.6131281"," 3.9702919"," 6.3225652"," 2.0794415"," 6.6187390"," 6.6644090"," 0.6931472"," 7.2449415"," 2.0794415","12.2773276"," 6.2025355"," 3.7135721"," 6.0014149"
"TCGA-ZS-A9CG-02","7.517521","5.852202","6.326149","7.280697","2.708050","5.351858","1.945910","7.722678","6.689599","3.555348","5.056246","6.371612","4.927254","5.252273","7.057037","5.746203","2.302585","6.800170","6.632002","4.189655","5.814131","3.091042","4.204693","7.972466","0.000000","8.958283","1.945910","1.945910","6.118097","7.309212","3.135494"
"TCGA-2Y-A9GZ-02","7.9423622","5.8021184","0.6931472","8.4246392","2.5649494","5.2678582","5.5872487","8.1211832","5.2729996","2.3025851","5.7930136","7.5983993","2.7725887","4.6051702","6.0014149","6.3526294","2.3025851","7.2647302","6.7923444","2.3978953","5.0434251","2.3025851","4.4426513","6.9744789","1.7917595","8.8171496","4.9126549","9.4499870","7.0273145","7.7735945","5.9687076"
"TCGA-K7-AAU7-02","5.488938","9.040145","6.629363","8.920790","4.653960","7.414573","7.368340","7.076654","5.575949","7.534228","5.950643","7.605890","7.571988","5.799093","7.410347","7.546974","6.695799","6.530878","5.966147","5.609472","7.172425","2.944439","4.934474","7.196687","5.843544","7.515889","4.330733","8.188967","6.363028","5.602119","5.135798"
"TCGA-CC-A7IG-02"," 4.532599"," 8.103192"," 6.431331"," 8.384119"," 3.970292"," 4.477337"," 5.099866"," 6.821107"," 6.548219"," 5.564520"," 3.044522"," 6.731018"," 7.330405"," 4.787492"," 7.687539"," 4.828314"," 3.332205"," 6.680855"," 5.983936"," 3.713572","11.314206"," 5.049856"," 4.927254"," 7.484930"," 8.326759"," 9.354874"," 1.791759"," 7.428333"," 6.253829"," 3.218876"," 6.566672"
"TCGA-BC-A217-02","7.161622","6.862758","1.386294","6.456770","2.944439","7.998671","3.135494","9.116359","7.170120","3.806662","2.197225","7.595387","3.401197","5.805135","7.024649","6.084499","3.806662","7.657755","3.218876","3.828641","5.620401","3.135494","6.695799","6.386879","1.609438","9.191158","5.030438","7.098376","6.652863","7.841493","2.564949"
"TCGA-2Y-A9GY-02"," 4.4067192","11.9916844"," 7.2793188"," 9.2291621"," 2.5649494"," 6.8543545"," 3.7135721"," 4.2766661"," 5.7589018"," 3.4339872"," 3.4011974"," 7.8728362"," 8.0557925"," 5.2203558"," 2.8332133"," 5.9480350"," 5.9026333"," 6.9236286"," 0.0000000"," 3.0445224"," 7.5120712"," 1.7917595"," 5.5721540"," 5.7104270"," 0.6931472"," 7.5082388"," 5.6454469"," 1.6094379"," 6.8134446"," 2.4849066"," 6.5057841"
"TCGA-BC-A3KG-02","8.759982","7.148346","3.401197","7.609862","2.708050","7.827640","6.240276","7.142037","6.684612","3.912023","4.382027","8.232440","8.039802","4.691348","8.705331","5.799093","5.953243","7.922624","7.757479","4.430817","7.698483","3.295837","5.247024","9.330964","0.000000","7.653495","4.990433","7.363280","7.173958","5.905362","6.519147"
"TCGA-DD-A118-02"," 6.049733"," 8.535033"," 7.210080"," 8.736489"," 6.836259"," 8.614320"," 3.465736","10.222886"," 5.552960"," 4.369448"," 5.278115"," 7.617268"," 3.258097"," 5.105945"," 6.109248"," 5.638355"," 2.772589"," 8.402680"," 4.234107"," 6.953684"," 4.158883"," 1.609438"," 4.543295"," 8.225503"," 2.833213"," 6.705639"," 3.433987"," 9.990766"," 4.499810"," 4.795791"," 4.248495"
"TCGA-DD-A4NJ-02","6.811244","5.351858","2.484907","8.505728","3.295837","5.666427","2.302585","7.791110","5.786897","3.610918","1.098612","7.790696","3.295837","5.416100","6.782192","6.489205","3.178054","6.320768","2.484907","3.806662","5.937536","3.295837","6.825460","8.343792","0.000000","8.141772","2.639057","2.944439","4.158883","5.036953","3.555348"
"TCGA-2Y-A9H3-02"," 3.295837","10.514828"," 4.317488"," 7.631917"," 3.555348"," 6.912743"," 5.971262"," 7.328437"," 3.433987"," 3.828641"," 6.618739"," 5.874931"," 3.401197"," 4.709530"," 4.584967"," 4.262680"," 2.890372"," 4.025352"," 4.077537"," 3.891820"," 5.273000"," 2.708050"," 4.852030"," 6.525030"," 7.566311"," 6.298949"," 2.302585"," 7.845416"," 4.948760"," 2.302585"," 2.833213"
"TCGA-DD-A113-02"," 7.116394"," 5.361292"," 6.810142"," 8.402231"," 3.713572"," 5.602119"," 2.772589"," 8.464003"," 5.579730"," 4.189655"," 5.030438"," 7.695758"," 4.779123"," 3.891820"," 7.206377"," 6.118097"," 2.995732"," 6.654153"," 2.302585"," 7.826443"," 6.040255"," 2.079442"," 5.733341"," 7.658228"," 1.791759"," 9.331761"," 1.386294","10.225825"," 3.988984"," 5.030438"," 5.468060"
"TCGA-UB-A7MB-02","8.7086397","6.2672005","4.1271344","8.5775354","7.2723984","7.3864708","4.7874917","8.8149246","6.0185932","2.4849066","5.2040067","7.7182410","4.2195077","3.5553481","5.9712618","5.6801726","0.6931472","5.3327188","6.0497335","3.6888795","4.8362819","1.9459101","4.5325995","9.2207856","0.0000000","9.3551331","1.0986123","4.3694479","6.1202974","8.4738681","6.2633983"
"TCGA-DD-AAVX-02"," 7.346655"," 3.891820"," 1.386294"," 6.666957"," 3.931826"," 6.445720"," 8.653471"," 7.460490"," 7.012115"," 3.526361"," 0.000000"," 5.910797"," 3.637586"," 8.751949"," 5.147494"," 3.891820"," 2.079442"," 5.521461"," 6.390241"," 2.079442"," 4.718499"," 2.197225"," 5.501258"," 7.714231"," 1.098612"," 8.424859"," 1.386294","10.080126"," 5.135798"," 7.032624"," 3.637586"
"TCGA-ED-A5KG-02"," 6.448889","10.976013"," 6.018593"," 9.290260"," 4.787492"," 7.182352"," 2.484907"," 5.099866"," 6.448889"," 4.369448"," 3.988984"," 7.264730"," 4.510860"," 9.289706"," 9.171807"," 6.944087"," 6.006353"," 6.813445"," 2.772589"," 5.837730"," 5.605802"," 2.564949"," 6.484635"," 7.869402","11.104175"," 7.280008"," 4.852030"," 1.609438"," 6.146329"," 4.189655"," 4.204693"
"TCGA-BC-A69H-02"," 4.127134","12.368493"," 5.786897"," 7.913887"," 3.258097"," 4.477337"," 6.216606"," 3.850148"," 5.730100"," 3.401197"," 4.442651"," 6.800170"," 7.908019"," 3.931826"," 4.007333"," 4.663439"," 4.584967"," 3.178054"," 5.398163"," 5.273000"," 9.148039"," 2.079442"," 3.258097"," 5.796058","11.997873"," 5.739793"," 3.583519"," 5.308268"," 6.016157"," 3.091042"," 6.079933"
"TCGA-ED-A7XP-02","6.562444","4.189655","5.777652","8.157657","4.477337","7.982758","7.952967","6.098074","5.799093","5.231109","3.637586","7.711997","5.147494","5.023881","6.139885","6.001415","5.135798","7.022868","6.238325","5.958425","5.690359","3.332205","6.276643","7.607878","5.023881","7.417580","4.043051","6.545350","4.060443","5.817111","6.722630"
"TCGA-G3-A5SM-02"," 7.369601"," 4.532599"," 4.304065"," 8.371242"," 5.214936"," 6.171701"," 9.316231"," 7.982758"," 5.342334"," 4.859812"," 4.836282"," 7.189168"," 5.686975"," 5.811141"," 7.760467"," 6.753438"," 3.258097"," 5.497168"," 5.351858"," 4.477337"," 7.304516"," 2.833213"," 6.556778"," 8.730367"," 2.302585"," 8.249836"," 3.988984","10.829095"," 5.918894"," 7.586804"," 5.099866"
"TCGA-DD-A39V-02"," 6.1779441"," 6.8648478"," 7.8875840"," 6.8134446"," 2.3025851"," 4.9126549","10.4108773"," 3.2958369"," 6.1696107"," 2.1972246"," 0.6931472"," 5.6167711"," 3.4657359"," 4.9126549"," 5.0498560"," 4.3820266"," 2.3978953"," 6.2576676"," 6.0450053"," 2.8903718"," 6.4409465"," 0.6931472"," 4.9052748"," 6.1527327"," 5.1704840"," 8.6469926"," 1.3862944"," 6.2989492"," 3.0910425"," 6.0185932"," 2.4849066"
"TCGA-G3-AAV3-02","7.313887","7.252054","8.864323","7.235619","3.178054","5.697093","2.890372","5.880533","5.283204","4.934474","4.653960","6.444131","3.332205","4.828314","6.120297","5.342334","3.465736","7.380256","5.739793","4.094345","6.265301","3.737670","6.884487","6.930495","0.000000","9.008958","1.609438","4.510860","5.690359","7.186901","3.433987"
"TCGA-CC-A8HV-02"," 6.232448"," 9.026898"," 4.859812"," 9.182866"," 2.708050"," 4.795791"," 3.332205"," 5.375278"," 5.662960"," 4.276666"," 4.836282"," 7.798113"," 7.788626"," 4.532599"," 6.224558"," 4.990433"," 3.951244"," 6.098074"," 4.369448"," 3.496508","10.109485"," 1.098612"," 4.969813"," 7.782390","10.174850"," 7.325149"," 3.806662"," 5.017280"," 6.122493"," 5.509388"," 7.515345"
"TCGA-G3-AAV7-02"," 5.746203"," 5.043425"," 7.565275"," 9.587886"," 5.451038"," 5.455321"," 4.465908"," 7.405496"," 5.517453"," 4.477337"," 6.208590"," 7.707512"," 8.535622"," 5.963579"," 6.386879"," 6.313548"," 5.010635"," 6.255750"," 6.732211"," 4.262680"," 7.698029"," 5.288267"," 5.556828"," 7.899895"," 1.609438"," 6.744059"," 2.708050","10.945794"," 5.283204"," 7.194437"," 7.964851"
"TCGA-DD-A4NI-02","8.353968","5.811141","2.302585","7.797702","3.610918","6.013715","4.727388","9.246383","5.683580","4.574711","5.739793","7.581210","4.700480","6.318968","6.345636","5.673323","3.526361","5.843544","6.751101","3.332205","5.356586","3.970292","5.857933","8.822175","4.682131","9.009936","3.688879","6.075346","4.127134","8.162801","6.424869"
"TCGA-DD-A3A8-02","7.7931743","6.3491390","5.5012582","6.5903010","1.7917595","5.0039463","0.6931472","6.9716686","5.6167711","2.0794415","4.5849675","6.2841342","3.8286414","4.0604430","6.1882641","4.7184989","1.0986123","6.5861717","6.4183649","8.5205874","5.2311086","5.1239640","4.0604430","8.6939996","0.0000000","8.8586530","1.9459101","4.2195077","5.7268477","6.1377271","2.3025851"
"TCGA-CC-5258-02"," 6.532334","13.874290"," 5.123964","10.035436"," 4.189655"," 8.626944"," 7.239933"," 4.564348"," 7.291656"," 4.477337"," 5.214936"," 7.903596"," 7.061334"," 5.509388"," 5.468060"," 7.060476"," 5.023881"," 6.335054"," 6.525030"," 4.905275"," 6.023448"," 3.583519"," 6.194405"," 7.880804","11.123550"," 8.908424"," 4.574711"," 3.951244"," 7.249926"," 1.791759"," 3.178054"
"TCGA-5C-AAPD-02","6.818924","5.564520","4.094345","7.796058","3.761200","7.889459","5.693732","5.828946","6.576470","3.401197","2.197225","6.614726","2.833213","5.624018","6.073045","4.488636","3.295837","5.981414","5.293305","4.595120","6.200509","2.708050","5.288267","7.449498","0.000000","4.897840","3.258097","9.619731","5.945421","2.890372","3.332205"
"TCGA-ED-A459-02","6.927558","4.672829","5.017280","7.349231","2.564949","8.881558","8.100465","7.412160","6.892642","4.043051","5.525453","7.162397","6.244167","6.517671","6.781058","6.082219","4.442651","6.936343","5.666427","4.060443","6.833032","2.944439","5.631212","7.191429","1.098612","7.659643","1.609438","9.476007","6.605298","6.380123","5.673323"
"TCGA-DD-AADM-02","6.118097","6.572283","4.553877","6.837333","3.465736","5.908083","6.324359","6.977281","6.976348","5.209486","3.526361","6.655440","4.077537","4.812184","5.855072","5.631212","1.945910","6.717805","5.153292","3.135494","5.605802","2.079442","4.753590","7.091742","1.098612","7.880804","1.386294","8.996776","5.641907","6.061457","6.167516"
"TCGA-DD-A3A6-02","6.944087","0.000000","2.890372","9.629380","6.238325","7.121252","2.639057","7.645876","5.572154","4.143135","5.594711","2.079442","2.564949","5.164786","8.513587","6.748760","2.833213","4.174387","6.102559","6.665684","4.564348","6.421622","5.918894","7.634337","1.609438","7.170888","4.912655","2.944439","5.393628","4.867534","3.091042"
"TCGA-FV-A3I1-02","6.165418","6.061457","5.509388","7.715124","3.970292","7.365813","4.025352","6.783325","4.812184","4.672829","1.945910","7.917172","6.406880","5.433722","7.110696","6.556778","3.496508","6.935370","4.779123","3.135494","6.924612","1.791759","4.624973","7.151485","0.000000","8.145550","3.526361","3.135494","6.916715","5.662960","7.020191"
"TCGA-ZS-A9CD-02"," 6.572283"," 4.820282"," 5.398163"," 7.702104"," 3.258097"," 5.950643"," 6.883463"," 7.776954"," 5.497168"," 3.218876"," 2.484907"," 6.651572"," 6.593045"," 3.828641"," 6.712956"," 5.910797"," 2.197225"," 6.401917"," 4.189655"," 3.871201"," 6.869014"," 3.737670"," 5.087596"," 7.311886"," 0.000000"," 8.389133"," 2.708050","10.332083"," 5.214936"," 6.646391"," 5.613128"
"TCGA-RG-A7D4-02"," 3.912023","10.538211"," 4.976734"," 6.218600"," 2.639057"," 7.239933"," 2.833213"," 5.902633"," 6.586172"," 3.806662"," 3.713572"," 6.787845"," 3.555348"," 5.361292"," 4.948760"," 4.317488"," 3.784190"," 5.129899"," 3.135494"," 7.800573"," 5.602119"," 2.079442"," 5.463832"," 5.356586"," 5.852202"," 8.486734"," 3.367296"," 5.598422"," 6.369901"," 5.068904"," 2.484907"
"TCGA-WX-AA46-02"," 8.091321"," 6.006353"," 2.772589"," 7.405496"," 2.708050"," 6.406880"," 9.260653"," 8.905309"," 6.030685"," 5.049856"," 6.363028"," 7.989221"," 4.744932"," 6.003887"," 5.303305"," 5.918894"," 3.258097"," 6.841615"," 7.213032"," 3.433987"," 6.555357"," 1.386294"," 5.926926","10.017307"," 3.688879"," 8.712924"," 3.891820"," 5.846439"," 6.660575"," 8.146419"," 5.241747"
"TCGA-FV-A23B-02","7.951559","7.978311","4.248495","8.190632","3.663562","5.627621","5.869297","8.087948","6.628041","3.610918","5.141664","7.486053","4.110874","4.812184","6.470800","5.817111","3.526361","6.376727","5.986452","4.110874","4.812184","1.791759","5.056246","9.179675","0.000000","9.374328","2.302585","6.993933","4.454347","4.762174","3.465736"
"TCGA-DD-AADK-02","5.214936","6.386879","6.410175","7.693482","4.976734","7.630947","4.595120","5.730100","6.735780","4.025352","1.945910","7.412764","3.951244","5.863631","7.278629","6.628041","5.411646","6.295266","5.375278","5.743003","6.992096","2.708050","7.015712","8.336870","4.454347","6.626718","3.737670","9.901486","6.333280","4.644391","3.871201"
"TCGA-BD-A3ER-02"," 6.508769"," 4.025352"," 6.874198"," 7.857094"," 5.225747"," 7.486053"," 7.085064"," 6.329721"," 5.541264"," 5.455321"," 4.304065"," 7.271704"," 4.875197"," 4.521789"," 7.125283"," 7.216709"," 3.178054"," 6.601230"," 5.777652"," 3.871201"," 5.583496"," 4.521789"," 5.545177"," 8.804025"," 1.386294"," 7.671827"," 3.401197","10.666231"," 5.746203"," 7.104965"," 7.252762"
