"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"gene","NFYA","E2F2","BRCA1","ARID1B","TCF3","PTGS2","ACTL6B","SMARCA2","MET","GAB1","ATF2","PLCG1","FOSB","ELK1","SMARCA4","E2F5","MYC","TPMT","ANXA3","TP53","PIK3R1","SHC3","GMPS","SMAD3","CTNNB1","ATF5","FOS","GRB2","IMPDH2","FAF1","ARID2","MZT1","E2F4"
"TCGA-DD-AACB-01","6.383507","4.553877","5.288267","6.173786","7.271704","1.609438","1.098612","6.980076","8.047829","5.318120","6.901737","6.994850","2.995732","6.481577","7.853216","4.077537","7.385851","7.211557","1.791759","6.470800","6.875232","3.178054","6.795706","7.406711","8.740337","7.733684","4.624973","8.574140","8.690978","7.655391","5.768321","6.120297","7.063904"
"TCGA-DD-AAE2-01","6.642487","4.510860","6.137727","7.587817","7.078342","3.367296","1.098612","8.928905","9.282289","6.896694","6.986566","7.498870","5.726848","7.301148","8.312626","4.248495","5.655992","8.402456","2.397895","6.812345","9.825526","2.197225","7.589842","7.419381","9.672186","9.307013","7.910224","8.934587","8.024862","7.995644","6.749931","5.894403","7.510431"
"TCGA-DD-AAW3-01","7.5933742","3.4011974","4.6913479","6.4536250","7.0630482","2.1972246","0.6931472","7.6939373","8.8324418","6.2915691","7.0483864","6.6333184","4.7449321","6.9650803","7.6975753","4.2046926","7.1180162","8.6650958","2.6390573","6.5539334","7.9738444","1.7917595","7.1172055","7.3987863","8.9006853","7.4271441","5.7071103","8.0649509","8.0287812","7.4036703","6.2106001","5.5093883","7.0475172"
"TCGA-DD-AA3A-01","7.770645","5.365976","6.621406","7.421776","8.375399","4.330733","1.098612","6.895683","8.397959","6.336826","8.004032","7.323831","8.003363","7.344719","9.101641","6.282267","8.178358","7.205635","6.594413","8.550821","6.530878","3.637586","8.237215","8.562740","9.252154","7.981733","8.072779","8.322394","8.892337","7.703459","7.085064","6.086775","7.932362"
"TCGA-DD-A73G-01"," 5.594711"," 4.369448"," 4.406719"," 5.796058"," 7.290293"," 2.079442"," 2.302585"," 6.131226"," 7.602900"," 4.394449"," 5.257495"," 6.778785"," 4.394449"," 6.874198"," 8.032035"," 2.564949"," 6.839476"," 6.175867"," 2.302585"," 7.500529"," 6.573680"," 4.795791"," 6.937314"," 6.812345"," 8.554489","11.374491"," 4.682131"," 8.292549"," 8.801018"," 7.522400"," 5.564520"," 4.615121"," 7.246368"
"TCGA-KR-A7K0-01","6.431331","3.433987","5.017280","7.321850","7.014814","3.218876","1.791759","7.948385","8.675905","6.167516","7.326466","7.218910","7.581720","6.813445","8.068716","4.510860","8.016648","7.887959","3.526361","6.922644","8.091933","5.613128","7.443664","8.683385","9.533148","9.711903","8.605570","8.347116","7.897668","7.447751","6.184149","5.986452","7.354362"
"TCGA-DD-A11A-01","7.368970","4.584967","6.801283","7.450661","6.484635","3.258097","4.110874","8.133000","9.442563","6.152733","7.931644","7.571988","7.887959","7.254885","7.683864","5.743003","8.086410","8.194782","4.812184","6.664409","8.285513","3.871201","7.837160","6.917706","9.529303","5.973810","9.732996","9.030855","8.075894","7.835184","6.719013","6.142037","7.020191"
"TCGA-DD-AACF-01","6.459904","5.713733","6.263398","6.958448","6.865891","2.079442","3.465736","7.529406","8.975757","5.501258","7.059618","7.001246","4.060443","7.620705","7.939515","4.406719","6.651572","8.103494","3.433987","5.652489","8.832734","2.484907","8.186743","6.827629","8.804325","7.326466","6.608001","8.304495","8.527539","7.972466","5.874931","6.018593","6.519147"
"TCGA-DD-AADV-01"," 7.376508"," 5.799093"," 6.405228"," 7.731931"," 7.671827"," 3.688879"," 3.401197"," 8.079308","10.100739"," 6.736967"," 8.198089"," 7.707063"," 4.882802"," 7.707512"," 8.481151"," 5.521461"," 7.037028"," 8.676758"," 3.931826"," 6.167516"," 9.070963"," 2.995732"," 8.075894"," 8.224432"," 9.892780"," 8.146419"," 6.519147"," 9.044050"," 8.639411"," 8.384119"," 7.047517"," 6.198479"," 7.481556"
"TCGA-5C-A9VH-01","7.019297","3.850148","5.313206","7.374002","7.434257","2.397895","2.890372","7.501634","8.436850","6.284134","7.301822","7.313887","2.890372","6.805723","8.293299","5.293305","6.647688","7.492760","3.931826","7.716906","7.740664","3.663562","7.637716","7.244228","9.195633","7.984463","7.261225","8.293299","8.254009","6.720220","6.461468","5.805135","7.326466"
"TCGA-DD-AAVZ-01","7.024649","3.496508","5.521461","7.416980","7.249926","2.995732","2.397895","7.136483","8.305484","6.284134","7.170888","6.748760","2.944439","6.980076","8.164510","4.718499","7.972466","7.569928","3.401197","7.807510","9.027619","2.944439","7.771910","7.637234","9.385805","6.620073","6.102559","8.480737","8.349248","7.063048","6.251904","5.874931","6.925595"
"TCGA-UB-A7MD-01","6.775366","4.356709","5.883322","7.606885","7.634337","5.181784","0.000000","8.416710","8.938663","6.240276","7.349231","7.323831","7.955776","6.984716","8.416046","4.836282","8.775240","7.373374","3.806662","6.613384","7.962416","2.708050","7.859413","8.283241","9.472551","9.287672","9.308737","8.779250","7.826044","7.910591","6.120297","6.251904","7.679714"
"TCGA-DD-A1EB-01","6.255750","3.401197","5.497168","7.682943","6.480045","2.772589","3.178054","8.875427","9.147720","7.170120","7.451822","6.997596","4.709530","7.180831","7.540090","3.526361","6.240276","7.185387","2.639057","6.858565","9.445492","2.890372","7.314553","7.136483","9.425694","9.875808","7.011214","8.985320","7.718685","7.582229","6.610696","5.624018","6.738152"
"TCGA-WJ-A86L-01"," 7.113142"," 5.899897"," 6.720220"," 7.698029"," 7.939515"," 1.098612"," 2.944439"," 7.942007"," 8.553139"," 6.411818"," 7.991931"," 7.506592"," 4.574711"," 8.230044"," 8.096513"," 5.560682"," 5.214936"," 8.356555"," 2.484907"," 5.117994"," 9.568294"," 3.178054"," 7.337588"," 7.992269"," 8.718827","11.737180"," 6.182085"," 8.764366"," 6.865891"," 7.526179"," 6.759255"," 6.059123"," 7.086738"
"TCGA-FV-A4ZQ-01","7.917901","5.594711","6.490724","7.862497","8.118207","2.944439","1.791759","8.070594","8.588211","6.726233","7.978996","8.767641","4.304065","7.207119","8.373092","5.981414","7.618742","7.819636","2.944439","8.315811","8.600247","4.897840","8.003029","8.259458","9.696709","9.257892","6.473891","9.011767","8.713746","7.740230","7.071573","6.770789","7.811973"
"TCGA-DD-AAD5-01","7.168580","5.683580","6.472346","7.260523","7.674617","3.178054","1.098612","7.774856","8.537584","5.488938","7.545390","6.952729","4.060443","7.253470","8.205492","6.440947","8.223359","7.409742","1.791759","8.089482","7.195937","1.386294","7.689829","8.230844","8.769196","7.940228","8.522181","9.143559","9.181941","7.808729","6.788972","6.542472","8.094684"
"TCGA-DD-AADL-01"," 7.409742"," 5.921578"," 6.740519"," 7.268223"," 7.513709"," 2.302585"," 2.079442"," 8.436850"," 9.697693"," 7.042286"," 7.813996"," 8.263075"," 3.178054"," 7.822845"," 8.111028"," 5.981414"," 5.828946"," 8.696677"," 2.564949"," 6.933423"," 9.240870"," 5.278115"," 8.082711"," 7.800573"," 9.687195","10.036706"," 4.969813"," 8.979920"," 8.513988"," 8.119696"," 7.112327"," 6.478510"," 7.439559"
"TCGA-G3-A7M7-01","5.926926","2.772589","4.510860","6.588926","6.586172","2.564949","0.000000","7.494986","7.592366","4.948760","6.733402","6.747587","3.258097","6.486161","8.088562","5.583496","7.210818","7.854381","4.077537","7.285507","7.162397","2.995732","7.003065","7.080868","8.560061","8.997518","5.379897","8.734238","7.866722","7.234898","5.313206","5.493061","6.690842"
"TCGA-MR-A8JO-01","6.4118183","4.1588831","4.7273878","7.3601040","7.2232957","4.0943446","0.6931472","7.9262415","7.5704433","6.2085900","7.0791844","7.6815604","5.9712618","7.0076006","8.1062129","5.9053618","7.6824824","7.4372064","3.2580965","7.4747722","7.1600692","4.2341065","7.2341772","7.2584122","9.0559063","7.8920784","8.4701016","8.7020116","8.3691571","6.9469760","6.2557500","5.7365723","7.4871737"
"TCGA-DD-AAE1-01"," 6.913737"," 2.772589"," 5.049856"," 7.036148"," 7.356918"," 1.098612"," 1.609438"," 6.907755"," 7.734559"," 4.852030"," 7.080026"," 6.419995"," 5.105945"," 6.784457"," 7.833600"," 5.023881"," 7.812783"," 6.885510"," 1.609438"," 7.203406"," 8.049746"," 2.302585"," 8.005701"," 7.438384"," 8.846929","10.157936"," 4.828314"," 8.037866"," 7.943428"," 6.498282"," 5.752573"," 5.488938"," 7.093405"
"TCGA-DD-A11C-01"," 7.247081"," 5.023881"," 7.015712"," 7.722678"," 7.452402"," 4.343805"," 1.386294"," 8.644707"," 9.344259"," 7.330405"," 8.390723"," 7.851661"," 8.473659"," 7.786136"," 8.274612"," 5.645447"," 6.251904"," 8.424639"," 3.784190"," 7.581720"," 8.989694"," 3.295837"," 8.125631"," 8.209852","10.135987"," 9.143025","10.241423"," 9.072457"," 8.351375"," 8.197814"," 6.678342"," 5.783825"," 7.898040"
"TCGA-2Y-A9H1-01","5.3890717","2.7080502","4.1271344","5.8348107","6.2304814","1.3862944","0.6931472","6.7557689","7.7328075","4.9698133","5.7104270","5.2832037","3.3672958","6.1944054","7.1800699","3.9702919","6.8617113","6.8793558","1.3862944","6.8057226","6.4118183","1.7917595","6.2499752","6.0112672","8.1253351","7.0076006","5.7930136","7.8883345","8.2880316","6.9363427","5.2311086","5.0106353","6.5235623"
"TCGA-DD-A4NF-01"," 6.403574"," 2.890372"," 4.997212"," 7.694848"," 7.209340"," 3.583519"," 2.397895"," 8.595820"," 8.989694"," 6.368187"," 7.566828"," 8.433377"," 6.925595"," 7.084226"," 7.946264"," 5.214936"," 7.713785"," 8.441823"," 2.639057"," 7.248504"," 8.520787"," 6.175867"," 7.688455"," 8.910181","10.691195"," 7.122060"," 8.578665"," 8.417594"," 7.925519"," 7.654917"," 6.891626"," 6.079933"," 7.021084"
"TCGA-DD-A4NP-01","6.285998","2.302585","5.023881","7.334982","6.979145","3.401197","1.609438","8.512783","8.886547","6.098074","7.690743","7.811568","6.122493","7.468513","7.837949","4.418841","6.921658","8.770594","3.433987","7.475339","8.673000","3.135494","7.320527","8.267192","9.916897","9.688684","7.547502","9.162620","8.156510","7.534228","6.562444","6.045005","7.320527"
"TCGA-FV-A3R2-01","7.198184","4.990433","5.872118","7.294377","7.482682","2.639057","1.098612","8.340217","9.372119","6.575076","7.856707","8.659907","6.251904","8.084254","8.496990","5.455321","7.884577","8.826294","1.791759","5.433722","9.137447","4.110874","8.179200","8.219326","9.799016","8.465057","6.799056","8.935904","8.723882","7.990577","6.835185","5.529429","7.155396"
"TCGA-DD-AADF-01","5.6835798","4.9199809","6.2480429","5.8805330","7.1716568","0.6931472","0.0000000","7.2056352","7.3038432","5.8664681","7.0352686","6.2005092","3.4965076","7.1483457","7.8046593","3.9889840","3.5553481","7.2730926","2.6390573","6.8189241","7.9355874","1.6094379","7.3369369","6.7334019","8.1019807","9.2845198","4.8903491","8.9672492","7.9251575","7.6680937","5.9939614","6.3080984","7.1914293"
"TCGA-DD-AACP-01","7.382124","5.673323","6.747587","7.160846","8.114923","4.007333","4.890349","6.342121","8.550435","5.703782","7.179308","8.447414","5.840642","7.204893","8.617762","6.261492","8.309923","7.597898","4.043051","7.946264","7.550135","1.098612","8.093768","8.161375","9.602247","8.805825","7.503841","8.595820","9.233178","7.396335","6.320768","6.135565","7.581210"
"TCGA-DD-AACA-01"," 7.877018"," 4.744932"," 7.353082"," 8.121480"," 8.062433"," 2.833213"," 1.386294"," 8.744329","10.159331"," 7.201916"," 8.179760"," 9.354960"," 4.836282"," 7.768533"," 8.525955"," 5.407172"," 8.130059"," 8.197263"," 2.944439"," 7.290975"," 9.095266"," 4.394449"," 8.226306"," 9.073604","10.612360"," 8.150179"," 6.037871"," 9.268043"," 8.942592"," 8.230311"," 7.135687"," 6.835185"," 7.920810"
"TCGA-KR-A7K2-01","6.378426","3.850148","4.499810","6.768493","7.022868","2.564949","2.197225","7.383368","7.545390","5.472271","6.668228","6.459904","7.021084","6.778785","8.049108","4.595120","5.598422","7.757479","4.007333","7.303843","7.763871","3.871201","6.813445","6.754604","8.511376","7.568379","8.256607","7.786967","7.625107","7.203406","5.860786","5.680173","7.037906"
"TCGA-DD-A1EC-01","7.014814","5.686975","6.378426","7.982075","8.145550","3.178054","0.000000","8.710455","9.333973","6.663133","7.792349","7.822044","5.308268","7.669028","9.005650","6.595781","8.689969","8.042056","5.347108","7.465083","8.241967","4.077537","8.090402","7.880804","9.558388","7.817625","9.112838","9.258464","9.385553","8.166784","6.699500","6.049733","7.955425"
"TCGA-DD-AADN-01","5.676754","5.176150","4.615121","5.043425","6.988413","1.386294","1.386294","5.605802","6.950815","4.290459","5.749393","5.192957","3.135494","5.590987","7.588830","4.330733","6.720220","5.886104","0.000000","5.327876","5.030438","3.258097","6.541030","5.594711","7.934513","7.234898","4.454347","7.554859","9.899128","6.986566","5.030438","5.877736","7.109879"
"TCGA-K7-A5RG-01","7.060476","5.828946","6.821107","7.794411","7.856707","4.859812","1.791759","8.338784","8.398635","6.287859","7.683404","7.677400","7.153052","7.138867","8.015988","5.488938","6.388561","7.700748","2.772589","6.556778","8.232972","2.833213","7.510978","7.304516","9.332381","7.211557","8.709960","9.029298","7.821643","7.546446","6.879356","5.683580","7.666222"
"TCGA-ES-A2HS-01","5.6240175","3.9702919","5.1647860","6.2186001","6.6933237","2.7080502","0.6931472","7.3085428","8.0833286","5.5872487","6.4876840","6.5916737","5.7462032","6.2085900","7.8355792","3.8918203","5.9375362","8.0291071","2.5649494","6.2576676","7.0414117","3.4339872","6.5308776","7.1876572","8.5594861","9.9952916","7.2152400","8.4726141","8.8671456","7.0201907","5.4510385","4.9272537","6.6200732"
"TCGA-2Y-A9GU-01"," 6.428105"," 4.025352"," 4.919981"," 7.210818"," 6.556778"," 2.197225"," 3.091042"," 7.505492"," 9.213336"," 5.902633"," 7.004882"," 6.831954"," 4.394449"," 7.041412"," 8.429236"," 3.367296"," 4.532599"," 7.698029"," 2.708050"," 6.586172"," 8.961623"," 4.574711"," 7.277939"," 7.140453"," 9.108529","11.485297"," 5.549076"," 8.248006"," 7.522400"," 7.249926"," 6.261492"," 5.379897"," 6.803505"
"TCGA-LG-A9QC-01","6.335054","3.218876","5.043425","7.186901","6.915723","2.708050","0.000000","8.014997","8.557375","5.652489","7.524561","7.392648","5.771441","7.133296","7.962764","3.784190","7.204893","7.850493","3.951244","7.345365","9.034200","3.332205","6.903747","7.801391","8.377471","6.939254","6.834109","8.892337","7.234177","7.297768","6.845880","5.913503","7.356280"
"TCGA-DD-AAE9-01","6.481577","3.871201","4.499810","5.736572","6.639876","0.000000","0.000000","6.876265","8.554489","5.433722","6.706862","7.356918","3.091042","6.860664","7.334329","4.477337","6.410175","8.038835","4.127134","6.682109","7.272398","2.639057","7.130899","7.243513","8.587279","6.942157","4.624973","7.715570","7.725330","6.758095","5.293305","5.043425","6.835185"
"TCGA-K7-A5RF-01","6.276643","3.465736","5.003946","7.256297","6.863803","5.303305","1.791759","8.041413","8.091933","6.182085","6.863803","6.860664","9.737787","7.019297","7.576610","4.521789","8.184793","8.032360","5.164786","6.969791","8.739056","2.484907","6.860664","7.187657","8.884887","9.418979","8.787220","8.447843","7.533159","7.177782","5.966147","5.023881","6.993015"
"TCGA-XR-A8TC-01"," 7.687997"," 4.025352"," 5.953243"," 7.732369"," 7.488853"," 3.367296"," 2.484907"," 7.767264"," 8.143808"," 5.955837"," 7.626570"," 7.266827"," 7.226936"," 7.297768"," 8.669914"," 4.356709"," 8.669056"," 7.762596"," 3.401197"," 7.268920"," 9.596419"," 2.995732"," 8.779404"," 8.028129"," 9.856920","10.375458"," 7.568896"," 8.555644"," 8.478244"," 7.249215"," 6.977281"," 6.410175"," 6.930495"
"TCGA-G3-AAV0-01"," 5.455321"," 3.135494"," 5.023881"," 6.423247"," 7.167809"," 3.044522"," 1.386294"," 7.318540"," 7.551187"," 5.030438"," 6.510258"," 6.063785"," 6.625392"," 6.587550"," 7.825245"," 3.713572"," 4.672829"," 7.831220"," 2.890372"," 6.861711"," 7.957527"," 0.000000"," 6.793466"," 6.601230"," 7.800163","11.951696"," 8.315322"," 7.811163"," 8.133000"," 7.317876"," 5.497168"," 5.003946"," 6.668228"
"TCGA-DD-A4NO-01","6.941190","3.526361","5.262690","7.565275","7.208600","4.574711","2.772589","7.826443","9.134754","5.777652","7.477038","7.517521","5.948035","7.508239","8.222554","5.631212","7.836765","7.758761","1.609438","6.960348","8.089176","2.302585","7.583756","7.721349","8.846065","7.195937","8.010028","8.667336","7.998671","7.299121","6.204558","5.517453","7.104144"
"TCGA-DD-AACS-01","6.6306834","5.6312118","7.0255383","7.2232957","6.8731638","0.6931472","4.3944492","7.8671055","8.9920600","5.3375381","7.0255383","7.8260440","6.0544393","6.9837900","7.9697036","3.6375862","4.6347290","7.4163785","2.3978953","7.2269360","8.0900958","1.9459101","8.1881334","7.4910876","8.8879288","8.5510147","6.5736802","8.5799802","7.9204465","7.4342574","6.2422233","5.4026774","6.5792512"
"TCGA-DD-AAC8-01"," 7.1420366"," 3.8066625"," 5.2832037"," 7.1891677"," 7.9892214"," 2.8332133"," 0.6931472"," 7.8131873"," 8.6301647"," 5.6629605"," 7.8204395"," 7.9735000"," 2.9957323"," 7.4193806"," 8.5822316"," 5.6489742"," 8.4385828"," 7.9679732"," 5.0434251"," 7.8868330"," 8.3170335"," 4.2626799"," 8.1408985"," 8.3959291","10.2865366"," 7.1770188"," 6.7031881"," 9.0220812"," 8.8104596"," 7.4679423"," 6.1420374"," 6.4425402"," 7.8450244"
"TCGA-KR-A7K8-01","6.109248","4.927254","5.575949","6.919684","7.543803","2.397895","1.609438","6.985642","8.468213","6.035481","6.955593","6.889591","4.543295","7.122060","7.848543","4.605170","6.306275","7.387709","2.708050","7.101676","7.921173","3.044522","6.997596","7.301148","8.394121","8.970051","6.452049","8.469053","8.531096","7.552762","5.968708","5.438079","6.852243"
"TCGA-DD-AAED-01"," 6.716595"," 3.496508"," 4.382027"," 7.016610"," 7.249926"," 1.791759"," 2.302585"," 6.569481"," 8.659907"," 5.703782"," 7.069874"," 6.931472"," 3.663562"," 6.609349"," 7.659171"," 5.068904"," 4.836282"," 7.427739"," 1.098612"," 6.987490"," 6.612041"," 2.397895"," 6.945051"," 8.082711"," 8.342364","10.552761"," 6.779922"," 7.793174"," 8.098035"," 7.208600"," 6.603944"," 5.831882"," 5.971262"
"TCGA-WX-AA44-01","7.698483","5.303305","5.572154","6.725034","7.531016","3.496508","2.197225","7.514800","8.596928","6.093570","7.682943","6.886532","4.779123","7.220374","7.877397","4.406719","6.091310","8.059592","4.110874","6.322565","7.690286","4.653960","7.215240","7.610853","8.594710","8.957897","6.705639","8.500454","7.814400","7.145196","6.624065","6.774224","7.401842"
"TCGA-DD-A1EG-01","7.6520707","5.2470241","5.4971682","7.3375877","7.6898287","3.2188758","0.6931472","7.9373747","8.7015128","6.0137152","7.6843241","7.6038980","3.9120230","7.3802558","8.2604929","5.0625950","8.2666784","8.4896164","3.9889840","7.9069155","7.8115685","4.1743873","7.8196363","7.9564768","9.3966540","9.8453816","6.8490663","8.7945219","8.5848518","7.8363698","6.2304814","6.7428806","8.0349550"
"TCGA-2Y-A9H7-01","7.477604","3.931826","5.880533","6.927558","7.898782","1.609438","2.397895","7.450661","8.388450","6.413459","7.488294","7.068172","4.477337","7.667158","8.392310","5.181784","7.596894","7.856707","3.218876","7.936660","8.860499","2.397895","7.947325","8.500047","9.353834","7.108244","6.989335","8.500047","8.525558","7.086738","6.364751","5.886104","7.360104"
"TCGA-DD-AAD0-01"," 6.732211"," 4.948760"," 6.946014"," 6.842683"," 7.598900"," 1.098612"," 1.609438"," 8.215277"," 7.661056"," 6.526495"," 7.494986"," 8.164510"," 3.178054"," 7.081709"," 8.213111"," 5.365976"," 6.478510"," 7.904704"," 3.135494"," 6.705639"," 8.485083"," 2.772589"," 7.796469"," 8.485703"," 9.355306","11.307462"," 5.214936"," 8.420242"," 7.987864"," 7.779049"," 6.498282"," 5.924256"," 7.986845"
"TCGA-DD-A4NB-01","6.228511","3.091042","5.164786","7.510978","7.186901","5.652489","1.098612","8.522579","7.845808","7.051856","7.497762","7.639161","9.251194","7.440734","8.043021","4.736198","7.390799","7.757906","4.394449","7.302496","8.124151","4.521789","7.425358","7.353082","9.410502","9.628788","9.603868","8.591187","7.919356","7.329750","6.480045","5.700444","7.295056"
"TCGA-G3-AAV2-01"," 6.248043"," 2.079442"," 4.727388"," 7.266827"," 7.329750"," 2.564949"," 2.079442"," 8.270525"," 8.294799"," 5.662960"," 7.182352"," 7.835579"," 5.023881"," 6.888572"," 8.087948"," 4.418841"," 6.519147"," 7.908019"," 4.262680"," 7.308543"," 8.245909"," 3.761200"," 7.397562"," 7.475339","10.090299"," 7.595387"," 6.456770"," 8.361475"," 8.789660"," 7.795647"," 6.298949"," 5.811141"," 7.525640"
"TCGA-DD-AAD3-01"," 7.177782"," 3.688879"," 5.332719"," 7.298445"," 7.080868"," 4.584967"," 1.945910"," 7.721349"," 8.696176"," 6.579251"," 7.336286"," 7.428927"," 7.323171"," 6.982863"," 8.357494"," 4.718499"," 6.668228"," 8.474494"," 3.828641"," 6.829794"," 8.574140"," 3.367296"," 7.351158"," 7.702556"," 9.491602","10.106020"," 8.946896"," 8.436634"," 8.402007"," 7.620705"," 6.445720"," 5.855072"," 6.878326"
"TCGA-DD-A11B-01"," 6.788972"," 3.610918"," 5.771441"," 7.638198"," 6.817831"," 3.555348"," 2.708050"," 8.055792"," 9.157045"," 6.587550"," 7.778211"," 7.589842"," 3.850148"," 7.153052"," 8.153062"," 4.890349"," 5.793014"," 8.595820"," 3.737670"," 7.799753","10.274603"," 4.574711"," 7.832411"," 7.945910"," 9.665167"," 8.249575"," 6.317165"," 8.962520"," 7.689829"," 7.199678"," 6.993015"," 6.385194"," 7.126087"
"TCGA-DD-AAVW-01","7.349231","4.077537","5.327876","7.546974","7.189922","4.553877","1.386294","7.754482","8.586159","6.349139","7.486613","7.539027","6.486161","6.654153","8.166216","5.398163","6.865891","7.957177","3.663562","7.092574","8.580544","4.762174","7.384610","7.439559","9.346356","6.006353","7.269617","8.575462","7.922986","6.835185","6.595781","6.809039","6.814543"
"TCGA-BC-A3KF-01","7.340836","5.075174","5.937536","7.235619","7.317876","2.197225","2.079442","8.568076","9.620660","6.525030","7.286876","8.369621","5.379897","7.801800","8.550628","4.859812","5.552960","8.636397","3.637586","6.978214","9.076809","5.459586","7.779885","8.055792","9.431883","9.982206","6.974479","9.139811","8.330382","7.967973","6.959399","5.837730","8.058960"
"TCGA-G3-A3CG-01","6.338594","3.465736","4.795791","7.074963","6.354370","3.218876","2.302585","7.615298","8.945463","5.545177","7.056175","6.347389","6.347389","7.670895","7.555905","4.127134","6.777647","7.745868","3.433987","6.865891","8.368925","4.077537","7.220374","7.114769","8.704005","9.419709","8.461892","8.123261","7.500529","7.222566","5.468060","5.337538","7.056175"
"TCGA-DD-AAW2-01","7.171657","3.555348","4.905275","6.450470","6.814543","1.386294","1.791759","7.665285","8.856518","6.511745","6.952729","6.729824","6.234411","7.012115","7.337588","4.369448","8.101678","8.480944","3.258097","6.992096","8.301273","2.079442","7.041412","7.677864","9.303284","8.318254","7.087574","7.782807","8.719644","7.251345","5.921578","5.398163","6.629363"
"TCGA-G3-A7M8-01","6.059123","3.496508","5.318120","7.191429","6.400257","4.158883","1.791759","7.857094","7.726213","5.849325","6.938284","6.726233","9.011035","6.942157","7.810353","4.382027","6.204558","7.352441","4.990433","7.164720","8.154788","3.218876","7.039660","6.943122","8.948326","9.528285","9.365719","8.300777","7.761745","7.282074","5.857933","5.181784","6.938284"
"TCGA-G3-AAV4-01"," 6.3985949"," 3.1780538"," 5.5606816"," 7.0326243"," 7.3225104"," 1.7917595"," 0.6931472"," 8.5227776"," 8.5444192"," 6.2859981"," 7.5688957"," 8.5348366"," 6.2205902"," 6.6883547"," 8.0407690"," 4.0430513"," 6.9902565"," 8.2882830"," 4.2341065"," 5.4467374"," 8.8943960"," 3.2580965"," 7.6662219"," 8.0006848","10.4510886"," 7.0039741"," 7.3524411"," 8.5663642"," 8.4482717"," 7.9550743"," 6.5250297"," 5.7170277"," 7.3112184"
"TCGA-EP-A3JL-01","6.120297","4.919981","5.407172","6.656727","7.054450","3.044522","1.945910","7.213768","7.933797","5.594711","6.739337","6.981006","3.637586","7.007601","7.990915","5.247024","7.677400","7.232733","3.555348","7.507141","7.543803","4.219508","7.166266","7.070724","8.719481","9.388989","6.997596","8.318254","8.349248","7.163172","5.755742","6.148468","7.509335"
"TCGA-DD-AAVP-01","5.4553211","2.8332133","5.4806389","6.4815771","6.9077553","1.7917595","0.6931472","6.7979404","7.4229713","4.7706846","6.4876840","6.9295168","4.8828019","7.1139561","7.5564280","3.8286414","4.7706846","7.3098815","2.3025851","6.0402547","8.2728260","2.1972246","7.2108185","7.6468314","9.0645050","7.3460102","6.3117348","7.8547692","7.8414929","7.2122945","5.3327188","5.0304379","7.1268908"
"TCGA-DD-AAEH-01","6.722630","3.912023","4.369448","6.236370","6.605298","3.332205","1.386294","7.361375","8.420021","5.958425","6.894670","7.048386","4.343805","7.045777","7.395108","3.828641","7.060476","8.975630","3.433987","7.286876","7.582738","1.386294","7.035269","7.266129","8.580919","7.409742","6.173786","8.153637","8.223091","7.284135","6.139885","5.703782","6.792344"
"TCGA-O8-A75V-01","7.355641","4.290459","4.744932","7.106606","7.575072","2.564949","1.791759","7.566311","8.397508","5.308268","6.575076","7.102499","3.433987","6.856462","8.255309","5.327876","7.949444","8.469472","2.639057","7.157735","7.541152","3.891820","7.372118","7.462789","8.961623","7.208600","6.756932","8.825119","8.418256","7.648263","5.655992","5.501258","6.966024"
"TCGA-BC-A69I-01","6.1800167","2.4849066","5.1298987","6.4409465","6.7557689","3.3322045","0.6931472","7.8276395","7.8883345","5.5490761","6.8123451","6.9421567","7.0048820","6.9077553","7.5363639","3.8712010","8.1533498","8.1925705","4.1271344","7.0698741","8.3177662","4.0073332","7.0900768","8.0391574","8.8378264","7.2696167","7.7731737","8.1983644","8.2860175","7.5590383","5.7714411","5.0751738","7.1936858"
"TCGA-ES-A2HT-01","5.3230100","3.5263605","3.8918203","6.2205902","6.3919171","2.8903718","0.6931472","6.9697907","7.7981126","4.3820266","6.1717006","6.0591232","6.3647508","6.8001701","8.0176372","4.1271344","6.5366916","7.2442275","2.4849066","6.7202202","7.2957351","2.8903718","6.8956827","6.7238324","8.5065366","8.9024556","7.4558767","8.0749604","7.9703949","7.2011709","4.9558271","5.0304379","7.1098795"
"TCGA-DD-AAVQ-01"," 6.856462"," 5.513429"," 5.924256"," 7.628518"," 8.273081"," 4.060443"," 1.098612"," 7.317212"," 8.194782"," 6.120297"," 7.111512"," 7.520235"," 6.931472"," 6.599870"," 8.830251"," 4.836282"," 6.643790"," 7.397562"," 3.555348"," 7.831220"," 8.363576"," 2.833213"," 7.863267"," 7.880804"," 9.335562","10.591949"," 7.832411"," 8.919854"," 8.484877"," 7.510978"," 6.261492"," 5.932245"," 7.760041"
"TCGA-EP-A12J-01","6.813445","3.761200","6.467699","7.272398","7.604396","1.609438","2.564949","8.926119","8.729235","6.620073","7.662938","7.661056","5.003946","7.158514","8.043342","5.209486","7.575072","8.355145","3.737670","7.474205","9.138092","5.081404","7.472501","8.729721","9.965288","8.189800","6.104793","8.390268","7.779467","7.687080","6.751101","5.545177","7.147559"
