"","ENSEMBL","SYMBOL","ENTREZID"
"49049","ENSG00000266760","MIR4464","100616109"
"49050","ENSG00000266761","MIR3194","100422889"
"49053","ENSG00000266770","RN7SL619P","106481091"
"49057","ENSG00000266776","MIR4646","100616230"
"49059","ENSG00000266780","MIR4444-2","100846999"
"49060","ENSG00000266782","MIR3663","100500893"
"49069","ENSG00000266807","MIR548H5","100616455"
"49070","ENSG00000266808","MIR548AE1","100616305"
"49071","ENSG00000266809","PPIAP57","111082979"
"49076","ENSG00000266826","IGBP1P2","645545"
"49077","ENSG00000266827","MIR3689E","100616460"
"49078","ENSG00000266828","RN7SL712P","106481117"
"49080","ENSG00000266835","GAPLINC","100505592"
"49085","ENSG00000266850","LOC101927571","101927571"
"49086","ENSG00000266852","MIR4482","100616323"
"49087","ENSG00000266853","ITM2BP1","100420308"
"49088","ENSG00000266855","MIR3910-1","100500821"
"49090","ENSG00000266863","RN7SL123P","106479266"
"49091","ENSG00000266865","LOC107984974","107984974"
"49094","ENSG00000266875","RN7SL408P","106481841"
"49095","ENSG00000266876","STX18P1","100418889"
"49098","ENSG00000266887","MIR4535","100616415"
"49099","ENSG00000266890","MIR4634","100616202"
"49113","ENSG00000266909","SLC25A6P4","100422690"
"49115","ENSG00000266913","LINC01841","105372288"
"49116","ENSG00000266915","MRPS5P4","359797"
"49117","ENSG00000266916","ZNF793-AS1","101927720"
"49121","ENSG00000266921","ZNF230-DT","101928063"
"49133","ENSG00000266938","LOC100419704","100419704"
"49141","ENSG00000266952","LINC01538","400654"
"49148","ENSG00000266962","HSD17B1-AS1","108783654"
"49150","ENSG00000266964","FXYD1","5348"
"49152","ENSG00000266967","AARSD1","80755"
"49155","ENSG00000266970","SOCS3-DT","101928674"
"49156","ENSG00000266971","OR4F8P","390872"
"49158","ENSG00000266975","FARSA-AS1","106144598"
"49159","ENSG00000266976","LOC102724908","102724908"
"49160","ENSG00000266977","LOC105372348","105372348"
"49162","ENSG00000266979","LINC01180","101927017"
"49165","ENSG00000266983","RANBP3-DT","100128568"
"49169","ENSG00000266988","LOC112268408","112268408"
"49172","ENSG00000266992","DHX40P1","107133522"
"49187","ENSG00000267013","LINC01929","101927229"
"49189","ENSG00000267015","LOC124904332","124904332"
"49194","ENSG00000267024","LOC124904695","124904695"
"49195","ENSG00000267026","LOC102724684","102724684"
"49197","ENSG00000267028","TCF4-AS1","105372127"
"49204","ENSG00000267039","LOC105372069","105372069"
"49205","ENSG00000267040","ATP8B1-AS1","100505549"
"49206","ENSG00000267041","ZNF850","342892"
"49218","ENSG00000267056","LOC729654","729654"
"49219","ENSG00000267057","LINC01905","102724698"
"49220","ENSG00000267058","LOC100505715","100505715"
"49222","ENSG00000267060","PTGES3L","100885848"
"49226","ENSG00000267064","UXT-AS1","100133957"
"49227","ENSG00000267065","LINC02080","101928514"
"49228","ENSG00000267066","LOC100128022","100128022"
"49239","ENSG00000267080","ASB16-AS1","339201"
"49241","ENSG00000267082","LOC105372273","105372273"
"49242","ENSG00000267083","KRT18P61","100418865"
"49248","ENSG00000267091","CTBP2P7","401914"
"49255","ENSG00000267100","ILF3-DT","147727"
"49258","ENSG00000267104","TBC1D3P1-DHX40P1","653645"
"49260","ENSG00000267106","ZNF561-AS1","284385"
"49261","ENSG00000267107","PCAT19","100505495"
"49271","ENSG00000267119","RPL10P15","100129975"
"49273","ENSG00000267121","FMNL1-DT","339192"
"49274","ENSG00000267122","LOC124904611","124904611"
"49275","ENSG00000267123","SCAT1","101928710"
"49279","ENSG00000267128","RNF157-AS1","100507218"
"49282","ENSG00000267131","LOC101927855","101927855"
"49283","ENSG00000267132","HMGB3P27","441795"
"49285","ENSG00000267134","LINC01924","284294"
"49298","ENSG00000267147","LINC01842","101928845"
"49302","ENSG00000267151","MIR2117HG","106660605"
"49314","ENSG00000267169","ADGRL1-AS1","100507373"
"49329","ENSG00000267189","ATP5MGP7","100287964"
"49330","ENSG00000267190","TYMSP2","109729122"
"49331","ENSG00000267191","ZNF45-AS1","118827818"
"49334","ENSG00000267195","MIR212","406994"
"49339","ENSG00000267200","MIR132","406921"
"49340","ENSG00000267201","LINC01775","101928602"
"49341","ENSG00000267202","LOC105372068","105372068"
"49343","ENSG00000267204","LINC01782","101927411"
"49345","ENSG00000267206","LCN6","158062"
"49350","ENSG00000267213","DPY19L3-DT","400684"
"49353","ENSG00000267216","ZNF8-ERVK3-1","108903150"
"49354","ENSG00000267218","LOC100421620","100421620"
"49357","ENSG00000267221","C17orf113","110806298"
"49362","ENSG00000267226","MALT1-AS1","101927322"
"49367","ENSG00000267233","HNRNPA3P16","100421451"
"49369","ENSG00000267235","ZNF861P","100302737"
"49375","ENSG00000267244","LOC100288123","100288123"
"49379","ENSG00000267248","LOC100996660","100996660"
"49383","ENSG00000267252","LINC01255","101927433"
"49384","ENSG00000267253","WHSC1L2P","100128016"
"49385","ENSG00000267254","ZNF790-AS1","284408"
"49388","ENSG00000267258","PPIAP58","126170"
"49390","ENSG00000267260","LOC728485","728485"
"49397","ENSG00000267270","PARD6G-AS1","100130522"
"49398","ENSG00000267271","LOC101060119","101060119"
"49399","ENSG00000267272","LINC01140","339524"
"49406","ENSG00000267280","TBX2-AS1","103689912"
"49407","ENSG00000267281","ATF7-NPFF","114108587"
"49414","ENSG00000267288","LOC105371795","105371795"
"49415","ENSG00000267289","PIN1-DT","100996288"
"49416","ENSG00000267291","MAP4K1-AS1","105372397"
"49418","ENSG00000267293","LOC100422497","100422497"
"49420","ENSG00000267296","CEBPA-DT","80054"
"49423","ENSG00000267301","RPL23AP77","728538"
"49424","ENSG00000267302","RNFT1-DT","101927755"
"49429","ENSG00000267309","ZNF566-AS1","728752"
"49433","ENSG00000267313","KC6","641516"
"49442","ENSG00000267322","SCARNA17","677769"
"49443","ENSG00000267322","SNHG22","103091864"
"49444","ENSG00000267323","SLC25A1P5","642290"
"49447","ENSG00000267327","LOC107985164","107985164"
"49454","ENSG00000267337","LINC01478","101927921"
"49455","ENSG00000267337","LOC124904290","124904290"
"49457","ENSG00000267339","LINC00906","148145"
"49463","ENSG00000267345","LOC105372390","105372390"
"49465","ENSG00000267348","GEMIN7-AS1","105372419"
"49474","ENSG00000267361","SEC24AP1","100421166"
"49477","ENSG00000267365","KCNJ2-AS1","400617"
"49479","ENSG00000267368","UPK3BL1","100134938"
"49480","ENSG00000267369","TAF5LP1","645744"
"49485","ENSG00000267374","MIR924HG","647946"
"49498","ENSG00000267391","MIR122HG","112441433"
"49499","ENSG00000267392","LOC124900424","124900424"
"49502","ENSG00000267395","DM1-AS","109729182"
"49508","ENSG00000267401","LOC105372155","105372155"
"49513","ENSG00000267407","LINC02841","105372360"
"49518","ENSG00000267414","SETBP1-DT","101927943"
"49520","ENSG00000267416","HEATR6-DT","105371849"
"49523","ENSG00000267419","ZNF56P","7608"
"49525","ENSG00000267421","ZFP28-DT","101928982"
"49529","ENSG00000267425","LINC01928","105371994"
"49533","ENSG00000267430","LOC100422317","100422317"
"49542","ENSG00000267444","SMUG1P1","100129143"
"49544","ENSG00000267448","LOC105372244","105372244"
"49546","ENSG00000267450","OR1AB1P","81090"
"49547","ENSG00000267452","LINC02072","440446"
"49548","ENSG00000267452","LINC02073","105371828"
"49549","ENSG00000267453","CLEC4OP","102724279"
"49550","ENSG00000267454","ZNF582-DT","386758"
"49558","ENSG00000267465","THEG5","100507527"
"49560","ENSG00000267467","APOC4","346"
"49562","ENSG00000267470","ZNF571-AS1","100507433"
"49569","ENSG00000267478","LOC100533852","100533852"
"49572","ENSG00000267482","RNY4P13","100379296"
"49576","ENSG00000267489","LINC01837","105372363"
"49580","ENSG00000267493","CIRBP-AS1","148046"
"49581","ENSG00000267496","FAM215A","23591"
"49583","ENSG00000267498","UQCRFS1-DT","105372352"
"49591","ENSG00000267508","ZNF285","26974"
"49594","ENSG00000267511","ADAD1P2","100422407"
"49596","ENSG00000267513","HMGN1P31","728111"
"49597","ENSG00000267515","HMGB3P28","100131036"
"49598","ENSG00000267517","LINC01855","105372292"
"49603","ENSG00000267522","LINC01864","101928886"
"49605","ENSG00000267524","RPSAP57","390857"
"49608","ENSG00000267530","LINC01836","107985343"
"49609","ENSG00000267532","MIR497HG","100506755"
"49611","ENSG00000267534","S1PR2","9294"
"49612","ENSG00000267535","LINC00868","283994"
"49614","ENSG00000267541","MTCO2P2","100873202"
"49616","ENSG00000267544","HIKESHIP2","117751740"
"49621","ENSG00000267551","GNA15-DT","100996351"
"49634","ENSG00000267568","LOC105371899","105371899"
"49637","ENSG00000267573","KRT8P5","342732"
"49639","ENSG00000267575","LINC02987","101927151"
"49642","ENSG00000267579","LOC105372145","105372145"
"49647","ENSG00000267585","RPL10AP13","100271602"
"49648","ENSG00000267586","LINC00907","284260"
"49654","ENSG00000267593","LINC01926","105372147"
"49661","ENSG00000267603","LINC01028","101928141"
"49683","ENSG00000267631","CGB1","114335"
"49689","ENSG00000267638","LOC105371789","105371789"
"49691","ENSG00000267641","BNIP3P16","106480418"
"49707","ENSG00000267659","LINC01482","101928104"
"49711","ENSG00000267664","RPL17P45","100271414"
"49712","ENSG00000267665","LOC400622","400622"
"49717","ENSG00000267673","FDX2","112812"
"49723","ENSG00000267679","EIF5AP2","1986"
"49724","ENSG00000267680","ZNF224","7767"
"49730","ENSG00000267687","LOC100421385","100421385"
"49733","ENSG00000267690","LDLRAD4-AS1","100288122"
"49743","ENSG00000267704","FRG2LP","106480352"
"49748","ENSG00000267709","LOC101928844","101928844"
"49749","ENSG00000267710","EDDM13","100506374"
"49751","ENSG00000267712","LINC01539","100505474"
"49756","ENSG00000267719","LINC02078","100652929"
"49761","ENSG00000267726","LINC02565","105372138"
"49765","ENSG00000267732","LOC105372132","105372132"
"49774","ENSG00000267743","LOC105372143","105372143"
"49781","ENSG00000267751","BSG-AS1","105372233"
"49782","ENSG00000267752","RPS10P27","100129556"
"49785","ENSG00000267757","EML2-AS1","100287177"
"49788","ENSG00000267761","MIR4527HG","110175910"
"49793","ENSG00000267767","LINC01801","400685"
"49796","ENSG00000267770","LOC100419624","100419624"
"49798","ENSG00000267772","LINC01999","388406"
"49802","ENSG00000267777","LINC01791","107985312"
"49804","ENSG00000267779","LINC01533","100996665"
"49806","ENSG00000267781","SLC25A36P1","106480240"
"49814","ENSG00000267790","LINC01987","100132174"
"49819","ENSG00000267795","SMIM22","440335"
"49820","ENSG00000267796","LIN37","55957"
"49834","ENSG00000267855","NDUFA7","4701"
"49836","ENSG00000267858","MZF1-AS1","100131691"
"49838","ENSG00000267871","ZNF460-AS1","105372476"
"49842","ENSG00000267882","LOC100131496","100131496"
"49850","ENSG00000267908","ZSCAN5DP","646698"
"49851","ENSG00000267909","CCDC177","56936"
"49863","ENSG00000267959","MIR3188","100422833"
"49864","ENSG00000267961","OR10B1P","401903"
"49865","ENSG00000267968","LOC105372441","105372441"
"49866","ENSG00000267978","MAGEA9B","728269"
"49872","ENSG00000268001","CARD8-AS1","100505812"
"49873","ENSG00000268006","PTOV1-AS1","100506033"
"49874","ENSG00000268009","SSX4","6759"
"49876","ENSG00000268020","OR4G4P","79504"
"49880","ENSG00000268038","LINC01785","374890"
"49881","ENSG00000268041","ERFL","390937"
"49882","ENSG00000268043","NBPF12","149013"
"49887","ENSG00000268055","LOC124904710","124904710"
"49889","ENSG00000268058","BNIP3P40","100421702"
"49891","ENSG00000268062","SRP14P4","111644147"
"49892","ENSG00000268066","FMR1-AS1","100126270"
"49896","ENSG00000268074","RPL22P5","100132479"
"49898","ENSG00000268079","BNIP3P30","106481694"
"49904","ENSG00000268089","GABRQ","55879"
"49906","ENSG00000268095","ZNF649-AS1","101928571"
"49908","ENSG00000268101","CYP2G2P","83757"
"49909","ENSG00000268104","SLC6A14","11254"
"49916","ENSG00000268119","LOC105372321","105372321"
"49918","ENSG00000268129","LOC100289361","100289361"
"49924","ENSG00000268153","LOC100129935","100129935"
"49930","ENSG00000268174","BNIP3P22","100421706"
"49931","ENSG00000268181","LOC101929050","101929050"
"49932","ENSG00000268182","SMIM17","147670"
"49934","ENSG00000268186","ZNF114-AS1","105372429"
"49943","ENSG00000268209","LOC100422190","100422190"
"49945","ENSG00000268221","OPN1MW","2652"
"49947","ENSG00000268223","ARL14EPL","644100"
"49950","ENSG00000268234","FKBP4P6","100132268"
"49951","ENSG00000268235","TCP11X1","100996631"
"49952","ENSG00000268238","IGFL1P2","727704"
"49955","ENSG00000268257","AIRN","100271873"
"49970","ENSG00000268307","LINC02560","110806301"
"49973","ENSG00000268318","LINC01872","105372444"
"49974","ENSG00000268320","SCGB1C2","653486"
"49975","ENSG00000268322","BNIP3P25","100421707"
"49976","ENSG00000268324","LRRC2-AS1","83598"
"49979","ENSG00000268335","BNIP3P23","100421697"
"49981","ENSG00000268350","FAM156A","29057"
"49990","ENSG00000268388","FENDRR","400550"
"49992","ENSG00000268391","MTCO3P42","107075189"
"49994","ENSG00000268400","STXBP2","6813"
"49995","ENSG00000268401","LOC105372421","105372421"
"49996","ENSG00000268403","LOC644656","644656"
"50000","ENSG00000268433","MTDHP3","100418832"
"50003","ENSG00000268442","HAVCR1P1","100101266"
"50004","ENSG00000268447","SSX2B","727837"
"50007","ENSG00000268460","LOC93429","93429"
"50010","ENSG00000268469","BNIP3P38","100421709"
"50011","ENSG00000268471","MIR4453HG","54553"
"50012","ENSG00000268472","LOC100132686","100132686"
"50015","ENSG00000268480","NFILZ","105372267"
"50016","ENSG00000268483","RPL7AP69","100271545"
"50020","ENSG00000268500","SIGLEC5","8778"
"50024","ENSG00000268516","ZNF8-DT","105372482"
"50027","ENSG00000268521","VN1R83P","100312828"
"50028","ENSG00000268529","CYP2T3P","163007"
"50029","ENSG00000268530","LOC105372430","105372430"
"50031","ENSG00000268532","LINC02135","146513"
"50033","ENSG00000268535","MTDHP4","100418834"
"50034","ENSG00000268536","LOC124904620","124904620"
"50037","ENSG00000268545","VN1R107P","100312849"
"50051","ENSG00000268592","RAET1E-AS1","100652739"
"50052","ENSG00000268593","VN1R106P","100312848"
"50055","ENSG00000268598","VN1R80P","100312825"
"50059","ENSG00000268606","MAGEA2","4101"
"50064","ENSG00000268621","IGFL2-AS1","645553"
"50065","ENSG00000268623","LOC646666","646666"
"50067","ENSG00000268629","TEX13A","56157"
"50072","ENSG00000268650","LOC102725254","102725254"
"50073","ENSG00000268651","CTAG1A","246100"
"50074","ENSG00000268652","LOC100133225","100133225"
"50075","ENSG00000268654","MIMT1","100073347"
"50076","ENSG00000268655","LOC101059948","101059948"
"50077","ENSG00000268658","LINC00664","400680"
"50086","ENSG00000268681","COX6CP7","106480265"
"50089","ENSG00000268686","LOC101928295","101928295"
"50090","ENSG00000268696","ZNF723","646864"
"50091","ENSG00000268705","BNIP3P26","100421699"
"50095","ENSG00000268717","BNIP3P33","106481695"
"50100","ENSG00000268736","MTCO3P39","107075313"
"50101","ENSG00000268738","HSFX2","100130086"
"50108","ENSG00000268747","LOC107985265","107985265"
"50113","ENSG00000268758","ADGRE4P","326342"
"50116","ENSG00000268785","RPL7P50","729449"
"50117","ENSG00000268789","VN1R87P","100312832"
"50119","ENSG00000268794","VN1R90P","100312835"
"50122","ENSG00000268799","H3Y2","340096"
"50124","ENSG00000268804","LINC02132","107984811"
"50126","ENSG00000268812","LIF-AS2","91370"
"50129","ENSG00000268830","BNIP3P32","106480283"
"50139","ENSG00000268858","LOC112268269","112268269"
"50141","ENSG00000268864","LOC284379","284379"
"50142","ENSG00000268866","LOC100419847","100419847"
"50152","ENSG00000268894","PLCE1-AS1","100128054"
"50153","ENSG00000268895","A1BG-AS1","503538"
"50155","ENSG00000268902","CSAG2","102723547"
"50158","ENSG00000268908","VN1R92P","100312837"
"50160","ENSG00000268916","CSAG3","389903"
"50165","ENSG00000268940","CT45A1","541466"
"50166","ENSG00000268941","LINC01711","79160"
"50174","ENSG00000268964","ERVV-2","100271846"
"50182","ENSG00000268988","SPANXN2","494119"
"50184","ENSG00000268993","RPL22P6","100132047"
"50185","ENSG00000268994","FAM236B","100132304"
"50187","ENSG00000268996","MAN1B1-DT","100289341"
"50200","ENSG00000269037","LINC01838","100652911"
"50202","ENSG00000269040","BNIP3P24","100421698"
"50203","ENSG00000269043","LOC105372316","105372316"
"50208","ENSG00000269055","BNIP3P18","106481693"
"50209","ENSG00000269058","CALR3","125972"
"50211","ENSG00000269067","ZNF728","388523"
"50214","ENSG00000269072","LOC101928517","101928517"
"50220","ENSG00000269096","CT45A3","441519"
"50221","ENSG00000269097","TPRG1LP1","100130490"
"50222","ENSG00000269099","LSP1P1","100463528"
"50228","ENSG00000269113","TRABD2B","388630"
"50234","ENSG00000269136","CCNYL6","641367"
"50235","ENSG00000269136","BRI3BPP1","100129976"
"50243","ENSG00000269155","LOC441179","441179"
"50250","ENSG00000269186","LINC01082","100506542"
"50253","ENSG00000269190","FBXO17","115290"
"50255","ENSG00000269194","LOC105372435","105372435"
"50256","ENSG00000269210","LOC375196","375196"
"50257","ENSG00000269220","LINC00528","200298"
"50258","ENSG00000269226","TMSB15B","286527"
"50259","ENSG00000269226","LOC122394733","122394733"
"50261","ENSG00000269235","ZNF350-AS1","101669766"
"50266","ENSG00000269244","RPL23AP78","100271624"
"50276","ENSG00000269289","LOC100505851","100505851"
"50278","ENSG00000269293","ZSCAN16-AS1","100129195"
"50284","ENSG00000269313","MAGIX","79917"
"50285","ENSG00000269316","RAD54L2P1","100420273"
"50287","ENSG00000269320","VN1R93P","100312838"
"50289","ENSG00000269332","GOLGA2P9","440518"
"50290","ENSG00000269335","IKBKG","8517"
"50291","ENSG00000269343","ZNF587B","100293516"
"50292","ENSG00000269345","VN1R85P","100312830"
"50299","ENSG00000269364","LINC01233","100128139"
"50303","ENSG00000269374","LOC732229","732229"
"50308","ENSG00000269386","RAB11B-AS1","100507567"
"50317","ENSG00000269404","SPIB","6689"
"50318","ENSG00000269405","NXF2","56001"
"50319","ENSG00000269416","LINC01224","104472717"
"50321","ENSG00000269420","PLA2G4C-AS1","106144526"
"50325","ENSG00000269431","BNIP3P8","100421710"
"50326","ENSG00000269433","OPN1MW3","101060233"
"50327","ENSG00000269437","NXF2B","728343"
"50328","ENSG00000269439","PGLS-DT","100507551"
"50335","ENSG00000269466","H3Y1","391769"
"50339","ENSG00000269475","LOC100420250","100420250"
"50349","ENSG00000269502","DMRTC1","63947"
"50353","ENSG00000269509","BNIP3P34","100128849"
"50358","ENSG00000269526","ERVV-1","147664"
"50368","ENSG00000269556","TMEM185A","84548"
"50374","ENSG00000269575","MTDHP5","100418836"
"50380","ENSG00000269586","CT45A10","102723631"
"50386","ENSG00000269608","OSTCP3","646557"
"50387","ENSG00000269609","C10orf95-AS1","100505761"
"50388","ENSG00000269615","MTDHP2","100418835"
"50393","ENSG00000269646","ZNF888-AS1","123706511"
"50394","ENSG00000269651","LOC100422633","100422633"
"50397","ENSG00000269656","NOP53-AS1","106144593"
"50398","ENSG00000269662","BNIP3P39","100421701"
"50404","ENSG00000269692","FKBP4P2","389727"
"50408","ENSG00000269699","ZIM2","23619"
"50412","ENSG00000269713","NBPF9","400818"
"50413","ENSG00000269720","CCDC194","110806280"
"50419","ENSG00000269742","BNIP3P29","100421700"
"50420","ENSG00000269743","SLC25A53","401612"
"50428","ENSG00000269765","LOC100422106","100422106"
"50431","ENSG00000269782","MIR1470","100302127"
"50434","ENSG00000269791","SSX4B","548313"
"50437","ENSG00000269794","LOC100887072","100887072"
"50447","ENSG00000269821","KCNQ1OT1","10984"
"50448","ENSG00000269825","LOC122539214","122539214"
"50451","ENSG00000269834","ZNF528-AS1","102724105"
"50457","ENSG00000269845","CCNYL6","641367"
"50460","ENSG00000269855","RNF225","646862"
"50461","ENSG00000269858","EGLN2","112398"
"50472","ENSG00000269891","ARHGAP19-SLIT1","100533184"
"50474","ENSG00000269893","SNHG8","100093630"
"50477","ENSG00000269896","LOC100129534","100129534"
"50478","ENSG00000269897","COMMD3-BMI1","100532731"
"50480","ENSG00000269900","RMRP","6023"
"50484","ENSG00000269904","MAP2K4P1","139201"
"50497","ENSG00000269929","MIRLET7A1HG","112903833"
"50501","ENSG00000269934","LOC124904535","124904535"
"50515","ENSG00000269955","FMC1-LUC7L2","100996928"
"50516","ENSG00000269956","MKNK1-AS1","100507423"
"50519","ENSG00000269959","SPACA6-AS1","102238594"
"50521","ENSG00000269964","MEI4","101928601"
"50536","ENSG00000269985","FARS2-AS1","101927972"
"50541","ENSG00000269994","LINC02893","440173"
"50546","ENSG00000270006","C16orf95-DT","101928659"
"50548","ENSG00000270011","ZNF177","7730"
"50549","ENSG00000270011","ZNF559-ZNF177","100529215"
"50557","ENSG00000270025","BMS1P7","100133265"
"50565","ENSG00000270049","ATP6V0D1-DT","101927837"
"50578","ENSG00000270073","TSPY6P","653174"
"50598","ENSG00000270106","TSNAX-DISC1","100303453"
"50625","ENSG00000270159","LOC101928557","101928557"
"50626","ENSG00000270164","LINC01480","101927931"
"50629","ENSG00000270170","NCBP2AS2","152217"
"50631","ENSG00000270174","LOC101927950","101927950"
"50636","ENSG00000270181","BIVM-ERCC5","100533467"
"50640","ENSG00000270187","IGKV1OR2-11","28863"
"50643","ENSG00000270191","BNIP3P31","106480282"
"50646","ENSG00000270194","GOLGA4-AS1","152048"
"50648","ENSG00000270196","GTF3C6P3","646745"
"50657","ENSG00000270222","DUXAP11","106481741"
"50658","ENSG00000270225","MTCO2P22","100289404"
"50659","ENSG00000270226","LOC100419811","100419811"
"50661","ENSG00000270230","MTND6P22","107075261"
"50662","ENSG00000270231","NBPF8","728841"
"50663","ENSG00000270232","MTCYBP22","107075221"
"50666","ENSG00000270240","LOC105371745","105371745"
"50667","ENSG00000270241","LOC100420336","100420336"
"50679","ENSG00000270264","NDUFB8P2","729565"
"50681","ENSG00000270268","CORO1CP1","100420760"
"50683","ENSG00000270270","BNIP3P10","100421695"
"50686","ENSG00000270276","H4C15","554313"
"50695","ENSG00000270292","LOC100419046","100419046"
"50704","ENSG00000270306","LOC100422449","100422449"
"50705","ENSG00000270307","MTATP6P2","100287745"
"50708","ENSG00000270314","LOC100533631","100533631"
"50714","ENSG00000270323","LOC100419713","100419713"
"50716","ENSG00000270325","BNIP3P9","106480280"
"50717","ENSG00000270326","SMIM15P2","117751734"
"50718","ENSG00000270328","LOC100419616","100419616"
"50720","ENSG00000270332","SMC2-DT","101928550"
"50721","ENSG00000270333","XIAPP1","100996851"
"50724","ENSG00000270339","PPIAL4H","105371242"
"50729","ENSG00000270350","MTND4LP5","107075235"
"50735","ENSG00000270362","HMGN3-AS1","100288198"
"50742","ENSG00000270379","HEATR9","256957"
"50746","ENSG00000270384","RNU1-154P","115409990"
"50748","ENSG00000270387","RFPL4AP4","100420036"
"50749","ENSG00000270388","MTCO3P22","100289371"
"50750","ENSG00000270390","SFXN4P1","100418906"
"50751","ENSG00000270392","PFN1P2","767846"
"50754","ENSG00000270395","MREGP1","106480304"
"50765","ENSG00000270415","DPPA3P3","106481963"
"50767","ENSG00000270419","CAHM","100526820"
"50771","ENSG00000270424","PAWRP2","100420535"
"50772","ENSG00000270425","LOC100419644","100419644"
"50775","ENSG00000270429","KNOP1P2","100420898"
"50776","ENSG00000270430","LOC100533677","100533677"
"50778","ENSG00000270432","OR7E108P","81363"
"50785","ENSG00000270442","PPIGP1","100131033"
"50787","ENSG00000270444","AZU1P1","106480244"
"50788","ENSG00000270445","COPS5P2","112268476"
"50794","ENSG00000270453","CHCHD4P1","645862"
"50803","ENSG00000270470","LOC100421651","100421651"
"50804","ENSG00000270472","IGHV3OR16-9","28307"
"50805","ENSG00000270474","IGHV3-32","28435"
"50808","ENSG00000270479","BNIP3P37","106480285"
"50809","ENSG00000270480","SLC66A2P2","100127906"
"50814","ENSG00000270490","LETM1P1","390597"
"50829","ENSG00000270509","LOC100128293","100128293"
"50830","ENSG00000270510","LOC100420680","100420680"
"50837","ENSG00000270524","QTRT1P1","100420656"
"50838","ENSG00000270526","SNRPGP19","106481686"
"50839","ENSG00000270528","FAM133EP","100505694"
"50843","ENSG00000270535","ELOCP34","106481671"
"50848","ENSG00000270547","LINC01235","401492"
"50850","ENSG00000270550","IGHV3-30","28439"
"50852","ENSG00000270553","LOC107984970","107984970"
"50853","ENSG00000270554","EIF3EP4","100422200"
"50861","ENSG00000270571","LOC105374811","105374811"
"50867","ENSG00000270580","PKD1P6-NPIPP1","105369154"
"50868","ENSG00000270583","LOC100420872","100420872"
"50870","ENSG00000270585","SNX2P1","100418968"
"50877","ENSG00000270601","PRAMEF5","343068"
"50878","ENSG00000270604","HCG17","414778"
"50880","ENSG00000270606","PPIAP52","111082965"
"50886","ENSG00000270615","SGO1P1","100533666"
"50887","ENSG00000270617","URGCP-MRPS24","100534592"
"50892","ENSG00000270624","LOC401913","401913"
"50893","ENSG00000270625","NUDT19P6","107985644"
"50895","ENSG00000270629","NBPF14","25832"
"50896","ENSG00000270631","LOC100287840","100287840"
"50900","ENSG00000270639","ECM1P1","100420354"
"50902","ENSG00000270641","TSIX","9383"
"50904","ENSG00000270647","TAF15","8148"
"50905","ENSG00000270648","CYP2C61P","106480734"
"50914","ENSG00000270669","FTLP9","100462780"
"50917","ENSG00000270673","YTHDF3-DT","101410533"
"50918","ENSG00000270677","RACK1P2","100422559"
"50924","ENSG00000270683","GARIN3P1","100421478"
"50934","ENSG00000270698","LOC100422319","100422319"
"50947","ENSG00000270716","BNIP3P15","106481692"
"50951","ENSG00000270722","LOC124904619","124904619"
"50952","ENSG00000270723","RPL23AP92","106481731"
"50958","ENSG00000270733","MRPS6P1","359780"
"50962","ENSG00000270741","PRELID3BP8","106480243"
"50964","ENSG00000270747","S100A11P9","107985655"
"50966","ENSG00000270749","LOC100420545","100420545"
"50967","ENSG00000270751","FBXW7-AS1","102191832"
"50971","ENSG00000270757","HSPE1-MOB4","100529241"
"50976","ENSG00000270763","DDX43P2","100533714"
"50978","ENSG00000270765","GAS2L2","246176"
"50982","ENSG00000270772","PDHA1P1","100132534"
"50983","ENSG00000270773","LOC100421508","100421508"
"50995","ENSG00000270791","DPRXP6","503647"
"50997","ENSG00000270793","LLPHP1","106480685"
"50998","ENSG00000270794","LOC100420324","100420324"
"51002","ENSG00000270800","RPS10-NUDT3","100529239"
"51005","ENSG00000270806","C17orf50","146853"
"51008","ENSG00000270809","CHCHD2P11","101060040"
"51014","ENSG00000270816","LINC00221","338005"
"51015","ENSG00000270818","LOC100129949","100129949"
"51024","ENSG00000270831","NF1P1","100419006"
"51025","ENSG00000270832","LOC100130664","100130664"
"51035","ENSG00000270855","ATP7BP1","100462825"
"51037","ENSG00000270857","LOC101929053","101929053"
"51041","ENSG00000270863","DDX55P1","100129640"
"51044","ENSG00000270866","LINC01109","102216341"
"51051","ENSG00000270878","GCATP1","319140"
"51052","ENSG00000270880","LOC100127892","100127892"
"51053","ENSG00000270882","H4C14","8370"
"51055","ENSG00000270885","RASL10B","91608"
"51064","ENSG00000270900","NUDT19P4","100422452"
"51066","ENSG00000270903","HNRNPA3P9","100421415"
"51067","ENSG00000270904","ATP6V1G1P5","100462840"
"51068","ENSG00000270906","MTND4P35","107075117"
"51070","ENSG00000270911","LOC100419654","100419654"
"51077","ENSG00000270920","MCRIP2P2","106480278"
"51079","ENSG00000270923","TAS2R6P","448990"
"51084","ENSG00000270930","GRAMD4P8","100631247"
"51086","ENSG00000270934","LOC100420531","100420531"
"51087","ENSG00000270935","LOC442172","442172"
"51088","ENSG00000270936","BPNT2P1","100421537"
"51090","ENSG00000270938","RAP2CP1","106480249"
"51093","ENSG00000270946","CT45A9","102723680"
"51095","ENSG00000270948","MTDHP1","100418814"
"51102","ENSG00000270959","LPP-AS2","339929"
"51107","ENSG00000270965","NTAN1P1","100420389"
"51116","ENSG00000270978","GLULP1","2753"
